order_id,customer_id,restaurant_id,order_ts,status,total_amount,coupon_code,driver_id,payment_method
O00622,7647,155,2025-08-22 07:40:18,CANCELLED,828.89,QB040,204,COD
O00623,121,262,2025-08-26 06:08:59,CANCELLED,1453.08,QB024,288,PREPAID
O00624,4891,351,2025-09-08 16:28:08,PLACED,774.43,QB022,142,PREPAID
O00625,4537,134,2025-08-09 07:46:56,CANCELLED,1095.53,QB042,153,COD
O00626,2457,265,2025-08-19 23:04:25,CONFIRMED,1359.56,,439,PREPAID
O00627,5237,349,2025-08-13 06:07:11,CONFIRMED,1109.8,QB042,255,PREPAID
O00628,4251,465,2025-08-13 19:22:59,OUT_FOR_DELIVERY,666.44,QB048,19,COD
O00629,5623,372,2025-09-25 12:50:51,CANCELLED,411.31,QB035,327,PREPAID
O00630,5874,260,2025-10-08 23:35:06,PREPARING,1283.59,QB043,449,COD
O00631,4814,50,2025-10-19 18:30:53,OUT_FOR_DELIVERY,279.12,QB017,372,COD
O00632,5500,336,2025-09-28 11:43:24,PLACED,411.15,QB015,382,PREPAID
O00633,6890,404,2025-10-29 06:58:21,PREPARING,620.36,QB038,151,PREPAID
O00634,1930,241,2025-10-23 17:56:22,PLACED,1312.95,QB038,298,COD
O00635,7737,456,2025-08-17 23:24:20,CONFIRMED,800.67,QB044,196,PREPAID
O00636,6769,28,2025-10-18 08:59:36,CONFIRMED,292.31,QB013,176,PREPAID
O00637,9330,458,2025-08-28 21:09:30,OUT_FOR_DELIVERY,300.51,QB046,93,COD
O00638,7989,171,2025-09-07 19:39:01,CANCELLED,1481.3,QB021,325,COD
O00639,78,232,2025-08-02 18:51:20,PREPARING,393.14,QB050,87,COD
O00640,8022,403,2025-09-08 04:58:11,PLACED,281.17,QB028,325,PREPAID
O00641,6610,220,2025-10-31 01:16:59,OUT_FOR_DELIVERY,636.64,QB003,274,COD
O00642,6113,487,2025-08-15 00:10:02,PLACED,1348.81,QB049,427,COD
O00643,294,347,2025-10-18 10:23:33,PLACED,977.36,QB016,116,PREPAID
O00644,5114,67,2025-09-02 04:21:19,PLACED,636.97,QB038,157,COD
O00645,1070,422,2025-09-25 02:41:38,PLACED,517.48,QB019,234,PREPAID
O00646,7106,455,2025-09-25 20:40:46,CANCELLED,1493.66,QB022,462,PREPAID
O00647,5886,385,2025-09-11 03:48:03,CONFIRMED,330.84,,207,COD
O00648,3743,115,2025-08-31 14:36:20,CANCELLED,1478.83,QB014,376,COD
O00649,9662,259,2025-10-27 11:02:31,CONFIRMED,272.43,QB046,334,COD
O00650,6148,449,2025-08-07 01:37:12,CANCELLED,458.1,QB035,320,COD
O00651,9731,25,2025-10-30 04:52:04,CANCELLED,251.36,QB002,25,COD
O00652,6829,228,2025-10-17 02:13:05,OUT_FOR_DELIVERY,273.03,QB017,243,COD
O00653,3367,356,2025-08-11 13:48:46,CANCELLED,982.44,QB020,216,COD
O00654,8525,139,2025-09-03 03:26:08,DELIVERED,947.89,QB009,215,COD
O00655,8382,369,2025-08-19 13:28:50,DELIVERED,264.83,QB008,402,COD
O00656,8155,102,2025-08-13 13:00:48,DELIVERED,379.65,QB017,426,COD
O00657,5865,361,2025-08-18 20:52:40,OUT_FOR_DELIVERY,513.49,QB003,281,PREPAID
O00658,3403,353,2025-10-10 05:15:55,OUT_FOR_DELIVERY,562.85,QB001,7,COD
O00659,1810,428,2025-10-28 18:37:36,DELIVERED,1036.63,QB010,487,COD
O00660,8384,39,2025-08-19 08:57:18,CANCELLED,1113.01,QB017,330,COD
O00661,7484,152,2025-10-16 09:11:39,PREPARING,749.99,QB007,417,COD
O00662,647,437,2025-09-06 12:57:02,PREPARING,604.3,QB044,161,PREPAID
O00663,1899,49,2025-10-02 15:43:29,PLACED,113.54,QB009,340,COD
O00664,5385,184,2025-09-27 16:16:20,OUT_FOR_DELIVERY,1437.12,QB018,450,COD
O00665,6106,418,2025-09-19 12:26:58,PREPARING,356.02,QB026,205,PREPAID
O00666,4454,428,2025-10-13 19:20:13,OUT_FOR_DELIVERY,1065.86,QB031,410,PREPAID
O00667,2733,58,2025-10-04 19:46:55,CONFIRMED,1074.64,QB004,483,COD
O00668,1700,214,2025-10-17 16:22:47,DELIVERED,775.74,QB037,348,PREPAID
O00669,2970,313,2025-08-13 01:37:43,OUT_FOR_DELIVERY,1190.83,QB040,15,COD
O00670,7915,472,2025-10-10 20:22:45,OUT_FOR_DELIVERY,258.11,QB027,226,COD
O00671,1038,134,2025-08-19 23:10:11,CANCELLED,539.93,QB046,445,COD
O00672,5543,266,2025-08-21 21:04:29,DELIVERED,1063.54,QB040,49,PREPAID
O00673,4073,247,2025-09-02 00:44:46,PREPARING,1029.19,QB042,198,COD
O00674,9148,457,2025-08-16 13:37:23,DELIVERED,176.39,QB042,479,COD
O00675,8284,435,2025-09-14 21:28:50,OUT_FOR_DELIVERY,1292.62,QB011,39,PREPAID
O00676,5254,124,2025-09-16 21:29:11,PREPARING,1458.2,QB004,260,COD
O00677,9020,330,2025-09-17 03:03:38,OUT_FOR_DELIVERY,664.59,QB016,41,PREPAID
O00678,7278,411,2025-10-27 05:24:31,DELIVERED,727.34,QB032,229,PREPAID
O00679,1945,255,2025-10-25 06:21:48,CANCELLED,1014.72,QB007,207,PREPAID
O00680,588,286,2025-08-31 03:22:32,DELIVERED,100.24,QB006,406,PREPAID
O00681,8329,288,2025-09-17 04:42:55,CONFIRMED,1016.43,QB030,487,PREPAID
O00682,5954,423,2025-08-06 18:52:39,PLACED,1243.22,QB030,170,PREPAID
O00683,5953,367,2025-10-24 04:03:24,OUT_FOR_DELIVERY,259.63,QB049,338,COD
O00684,36,175,2025-09-20 19:42:34,PREPARING,1261.84,,150,PREPAID
O00685,1742,24,2025-08-15 06:45:21,CONFIRMED,789.39,,368,PREPAID
O00686,1753,131,2025-10-11 11:18:16,DELIVERED,374.29,QB008,477,PREPAID
O00687,3533,235,2025-10-08 01:15:19,CONFIRMED,1103.5,QB007,388,PREPAID
O00688,762,475,2025-09-07 21:40:59,CANCELLED,1272.45,QB038,64,PREPAID
O00689,7494,338,2025-09-25 05:49:07,DELIVERED,1438.67,QB009,494,PREPAID
O00690,72,272,2025-09-14 23:02:24,CANCELLED,168.0,QB028,430,PREPAID
O00691,8329,400,2025-08-20 08:03:53,CONFIRMED,1068.54,QB012,375,COD
O00692,1697,199,2025-08-17 12:34:29,CANCELLED,940.76,QB021,259,PREPAID
O00693,6860,312,2025-10-30 03:44:34,CANCELLED,1167.32,QB018,204,PREPAID
O00694,4820,232,2025-08-27 10:04:24,CONFIRMED,293.45,QB039,359,PREPAID
O00695,8976,441,2025-10-13 17:35:15,PREPARING,1096.62,QB036,324,COD
O00696,3292,108,2025-08-03 17:40:21,DELIVERED,1100.14,QB044,177,COD
O00697,2914,258,2025-08-10 03:23:28,DELIVERED,1072.04,QB021,364,COD
O00698,5772,288,2025-09-03 07:07:51,OUT_FOR_DELIVERY,915.93,QB043,364,PREPAID
O00699,8748,147,2025-10-05 20:00:16,OUT_FOR_DELIVERY,1231.63,QB034,55,COD
O00700,6241,75,2025-09-19 09:13:33,PLACED,1038.36,QB013,137,COD
O00701,4696,350,2025-08-27 02:03:06,PREPARING,305.0,QB004,354,PREPAID
O00702,3343,386,2025-09-01 01:48:15,DELIVERED,145.23,,232,COD
O00703,9206,443,2025-10-30 22:40:10,CONFIRMED,1139.38,QB036,200,COD
O00704,8371,402,2025-10-28 10:23:11,CANCELLED,502.69,QB043,25,PREPAID
O00705,6350,214,2025-10-16 18:08:17,CANCELLED,537.72,QB036,28,COD
O00706,4118,104,2025-09-25 05:39:18,DELIVERED,1316.39,QB029,425,COD
O00707,6026,387,2025-10-18 15:57:22,DELIVERED,865.26,QB039,101,COD
O00708,4820,230,2025-10-17 23:10:57,CONFIRMED,1476.83,QB005,96,COD
O00709,8419,62,2025-08-23 14:41:58,OUT_FOR_DELIVERY,156.89,QB018,285,PREPAID
O00710,2132,83,2025-10-01 08:03:46,DELIVERED,1284.42,QB001,170,PREPAID
O00711,2537,21,2025-10-19 09:03:54,CONFIRMED,1400.08,QB039,27,PREPAID
O00712,8038,405,2025-08-24 10:22:53,DELIVERED,870.22,QB005,402,PREPAID
O00713,8609,113,2025-09-05 20:36:33,CONFIRMED,828.85,,259,COD
O00714,6815,279,2025-09-11 04:41:29,DELIVERED,664.78,QB023,114,COD
O00715,5438,170,2025-09-22 23:10:05,PREPARING,511.0,QB049,317,PREPAID
O00716,9197,422,2025-08-19 05:10:41,CANCELLED,112.33,QB043,178,PREPAID
O00717,3938,464,2025-10-01 12:06:48,CANCELLED,959.18,QB040,125,COD
O00718,5259,196,2025-10-02 07:39:33,PLACED,640.23,QB035,371,PREPAID
O00719,405,467,2025-08-05 12:54:23,DELIVERED,1250.95,QB024,264,PREPAID
O00720,7976,23,2025-08-08 17:09:12,PREPARING,1357.59,QB013,165,COD
O00721,1573,86,2025-08-15 20:32:08,DELIVERED,846.49,QB041,34,COD
O00722,3493,443,2025-10-21 05:47:58,CANCELLED,693.89,QB007,106,PREPAID
O00723,1182,383,2025-08-07 03:42:08,CANCELLED,315.26,QB030,368,PREPAID
O00724,621,45,2025-08-27 14:54:32,PLACED,175.98,,129,COD
O00725,9421,421,2025-09-04 06:12:19,CONFIRMED,1375.38,QB027,199,PREPAID
O00726,6627,222,2025-09-13 00:04:58,PREPARING,123.65,QB044,61,COD
O00727,1037,388,2025-10-11 18:44:54,CANCELLED,919.85,QB045,435,COD
O00728,5861,476,2025-08-07 15:54:08,DELIVERED,248.59,,352,PREPAID
O00729,9938,45,2025-08-22 08:58:25,PREPARING,1171.38,QB029,196,PREPAID
O00730,505,243,2025-08-04 13:41:42,CONFIRMED,846.85,QB009,383,PREPAID
O00731,8942,152,2025-09-04 14:29:29,CANCELLED,301.71,QB044,455,PREPAID
O00732,183,284,2025-09-14 12:59:04,DELIVERED,297.92,QB003,3,PREPAID
O00733,8801,281,2025-10-28 01:13:21,PLACED,526.57,QB048,380,PREPAID
O00734,3470,212,2025-10-14 17:38:06,CANCELLED,1292.04,QB010,83,COD
O00735,3618,316,2025-10-20 07:08:37,PREPARING,372.06,QB012,344,COD
O00736,8993,237,2025-08-17 08:21:51,CANCELLED,869.53,QB019,344,COD
O00737,4108,51,2025-09-16 09:14:15,CONFIRMED,1115.82,QB032,488,PREPAID
O00738,5852,66,2025-10-08 12:42:36,CANCELLED,1017.66,QB007,146,COD
O00739,3171,163,2025-10-12 04:22:35,OUT_FOR_DELIVERY,730.9,QB040,338,PREPAID
O00740,9572,79,2025-10-11 02:18:15,DELIVERED,893.61,,162,PREPAID
O00741,2763,3,2025-10-09 11:51:03,PREPARING,444.65,QB015,365,PREPAID
O00742,4534,431,2025-08-07 10:05:15,PREPARING,288.03,QB047,170,PREPAID
O00743,7584,229,2025-09-05 13:38:08,PREPARING,1184.67,QB032,283,COD
O00744,2880,331,2025-09-13 23:16:39,DELIVERED,214.76,QB018,440,COD
O00745,8825,101,2025-08-23 18:11:14,PREPARING,1126.96,QB041,40,COD
O00746,306,435,2025-08-04 18:19:54,DELIVERED,984.28,,298,PREPAID
O00747,9668,109,2025-09-02 03:06:35,PLACED,872.23,QB035,458,PREPAID
O00748,2436,188,2025-10-27 04:22:20,OUT_FOR_DELIVERY,412.63,QB050,302,PREPAID
O00749,2194,238,2025-09-25 17:08:31,DELIVERED,814.58,QB026,187,COD
O00750,3914,435,2025-08-02 21:05:32,DELIVERED,1057.83,QB049,264,COD
O00751,7311,82,2025-09-20 20:08:47,CONFIRMED,892.9,QB037,338,COD
O00752,7922,481,2025-10-22 03:54:30,PREPARING,156.59,QB049,250,COD
O00753,1030,136,2025-10-21 01:12:20,PREPARING,427.63,QB043,106,PREPAID
O00754,6359,241,2025-09-02 13:02:16,OUT_FOR_DELIVERY,1334.17,QB003,333,PREPAID
O00755,1692,361,2025-10-21 16:02:14,DELIVERED,986.99,QB018,428,PREPAID
O00756,9481,279,2025-09-10 02:24:28,DELIVERED,343.39,QB042,194,PREPAID
O00757,9629,335,2025-09-25 17:41:53,PLACED,823.33,QB025,499,COD
O00758,8461,208,2025-08-07 02:01:55,PREPARING,1244.13,QB023,250,PREPAID
O00759,9900,4,2025-09-06 19:00:11,DELIVERED,1334.85,QB029,85,COD
O00760,1264,264,2025-10-14 09:05:03,CANCELLED,493.13,QB010,96,COD
O00761,5935,309,2025-10-13 03:34:39,CANCELLED,1243.74,QB043,118,PREPAID
O00762,5411,369,2025-10-27 16:02:25,PLACED,774.12,QB031,246,COD
O00763,9680,83,2025-10-03 00:17:49,CANCELLED,1266.71,QB002,125,COD
O00764,2096,294,2025-10-08 03:03:25,DELIVERED,325.58,QB041,263,COD
O00765,9377,76,2025-08-20 00:03:59,PLACED,332.88,QB012,265,PREPAID
O00766,9820,497,2025-08-13 03:20:32,DELIVERED,992.67,QB047,373,PREPAID
O00767,1405,111,2025-10-29 05:51:55,OUT_FOR_DELIVERY,949.14,QB031,445,PREPAID
O00768,2795,113,2025-08-03 11:47:11,OUT_FOR_DELIVERY,941.17,,299,COD
O00769,8370,136,2025-10-28 03:42:18,CONFIRMED,1113.86,QB022,473,PREPAID
O00770,9774,303,2025-08-26 17:13:37,PLACED,421.74,QB025,68,COD
O00771,272,104,2025-10-14 19:14:55,DELIVERED,1303.43,QB033,351,PREPAID
O00772,2451,311,2025-09-01 21:50:27,PLACED,348.39,QB040,308,COD
O00773,8707,258,2025-08-25 08:52:26,PLACED,230.47,QB043,67,COD
O00774,7070,268,2025-10-17 14:46:12,OUT_FOR_DELIVERY,618.53,QB003,358,PREPAID
O00775,3760,481,2025-10-28 11:32:44,OUT_FOR_DELIVERY,1205.38,QB025,180,COD
O00776,6972,69,2025-10-20 00:02:06,PREPARING,768.0,QB015,466,COD
O00777,4642,307,2025-08-19 21:25:46,DELIVERED,672.11,QB013,3,COD
O00778,9470,268,2025-08-22 10:14:49,PLACED,827.67,QB025,336,COD
O00779,5176,210,2025-10-22 01:14:46,PREPARING,249.22,QB028,334,PREPAID
O00780,4282,438,2025-09-21 05:34:58,DELIVERED,692.99,QB024,314,PREPAID
O00781,6512,387,2025-08-06 07:32:20,CONFIRMED,678.52,,286,PREPAID
O00782,2929,190,2025-08-24 20:01:58,DELIVERED,876.88,QB017,158,PREPAID
O00783,6523,377,2025-09-02 23:09:55,CONFIRMED,1297.0,QB043,61,COD
O00784,7318,401,2025-08-08 15:57:17,CANCELLED,1428.94,QB007,110,PREPAID
O00785,5545,411,2025-09-26 12:29:48,DELIVERED,959.64,QB044,362,COD
O00786,2634,200,2025-09-30 13:02:14,CANCELLED,107.41,QB006,422,COD
O00787,7728,475,2025-08-13 09:16:08,DELIVERED,709.53,QB005,135,COD
O00788,6076,41,2025-10-21 09:36:48,DELIVERED,152.86,QB025,477,PREPAID
O00789,8537,147,2025-08-17 04:16:50,CANCELLED,1448.94,QB004,485,COD
O00790,8100,225,2025-09-15 03:28:13,PLACED,382.39,QB043,477,PREPAID
O00791,3191,18,2025-09-23 09:07:12,DELIVERED,814.77,QB045,119,COD
O00792,591,185,2025-10-07 22:41:48,CONFIRMED,1017.03,QB011,45,PREPAID
O00793,6545,181,2025-08-09 22:30:53,CANCELLED,653.2,QB038,103,COD
O00794,1125,471,2025-10-04 23:19:31,PLACED,869.43,QB047,425,PREPAID
O00795,5694,494,2025-08-29 20:30:45,PREPARING,416.81,QB013,233,PREPAID
O00796,9420,3,2025-08-11 22:31:59,PREPARING,345.05,QB033,55,COD
O00797,8244,151,2025-08-21 21:11:55,PREPARING,1425.82,,263,PREPAID
O00798,8814,417,2025-08-27 08:04:43,DELIVERED,450.2,QB029,495,PREPAID
O00799,9227,248,2025-08-20 13:48:59,CONFIRMED,1160.46,QB050,235,PREPAID
O00800,9615,442,2025-10-19 14:35:46,PLACED,774.76,QB017,35,PREPAID
O00801,3611,347,2025-09-04 04:32:38,CANCELLED,421.9,QB021,212,PREPAID
O00802,8463,275,2025-10-29 07:00:40,PLACED,1081.15,QB017,128,PREPAID
O00803,1524,205,2025-08-12 19:53:13,CANCELLED,1148.3,QB022,39,COD
O00804,7808,161,2025-08-16 19:37:21,PREPARING,405.99,QB037,138,COD
O00805,3116,256,2025-10-06 19:21:59,CANCELLED,379.53,QB048,124,PREPAID
O00806,3388,118,2025-10-02 08:52:56,CONFIRMED,1268.92,QB040,183,COD
O00807,1748,62,2025-10-15 13:20:58,PLACED,1046.14,QB043,253,COD
O00808,8872,491,2025-10-04 08:59:22,PLACED,1287.21,QB024,318,PREPAID
O00809,8067,460,2025-10-20 11:25:57,DELIVERED,1316.28,QB032,94,PREPAID
O00810,6519,114,2025-09-15 15:38:07,DELIVERED,279.54,QB034,410,PREPAID
O00811,7837,482,2025-10-15 12:47:17,DELIVERED,145.59,QB023,202,COD
O00812,7491,500,2025-09-18 02:56:29,PLACED,1077.54,QB030,162,COD
O00813,194,346,2025-09-23 23:30:09,CONFIRMED,631.2,QB007,167,PREPAID
O00814,4255,96,2025-09-06 22:56:48,DELIVERED,467.99,QB018,242,PREPAID
O00815,5996,95,2025-08-03 21:30:59,OUT_FOR_DELIVERY,693.52,QB027,359,PREPAID
O00816,5982,438,2025-09-15 06:47:09,OUT_FOR_DELIVERY,491.48,QB012,293,COD
O00817,9436,352,2025-08-12 21:33:32,CONFIRMED,1239.87,QB047,139,COD
O00818,9099,222,2025-09-24 17:16:25,OUT_FOR_DELIVERY,374.49,,492,COD
O00819,7750,413,2025-09-07 18:33:20,PLACED,347.25,QB032,69,PREPAID
O00820,7973,154,2025-09-25 16:28:34,PREPARING,886.99,QB037,25,PREPAID
O00821,1622,354,2025-10-20 00:04:40,CONFIRMED,184.05,,131,PREPAID
O00822,1578,231,2025-10-17 23:55:56,CANCELLED,568.52,QB024,185,PREPAID
O00823,5639,11,2025-10-30 17:26:03,OUT_FOR_DELIVERY,269.73,QB044,494,COD
O00824,9452,295,2025-10-13 12:37:55,CANCELLED,1008.78,QB012,400,PREPAID
O00825,5819,167,2025-10-12 22:11:12,CANCELLED,814.62,QB050,378,PREPAID
O00826,1285,196,2025-08-11 15:50:40,DELIVERED,501.13,QB041,490,COD
O00827,2746,328,2025-09-02 20:42:57,PREPARING,690.54,QB040,293,PREPAID
O00828,1169,41,2025-09-01 04:27:41,CONFIRMED,581.08,QB021,163,PREPAID
O00829,4383,310,2025-09-07 05:38:46,CANCELLED,653.64,QB029,400,PREPAID
O00830,9617,267,2025-08-18 01:16:05,OUT_FOR_DELIVERY,679.58,QB012,438,COD
O00831,2049,373,2025-10-09 20:15:03,CONFIRMED,1026.83,QB048,359,COD
O00832,3451,86,2025-09-10 15:50:34,OUT_FOR_DELIVERY,244.21,QB005,480,PREPAID
O00833,8986,28,2025-09-29 13:16:07,PLACED,1179.31,QB034,392,COD
O00834,1703,135,2025-09-05 18:01:14,DELIVERED,317.38,QB042,477,PREPAID
O00835,5069,118,2025-10-07 18:15:32,CONFIRMED,1132.63,QB029,321,COD
O00836,2151,270,2025-08-05 18:14:29,CONFIRMED,140.0,QB043,183,PREPAID
O00837,7802,240,2025-08-30 12:14:28,DELIVERED,1408.8,QB036,228,COD
O00838,8836,91,2025-08-24 15:59:03,DELIVERED,936.62,QB041,384,PREPAID
O00839,8577,328,2025-08-11 16:08:28,CANCELLED,847.3,QB023,247,COD
O00840,1468,227,2025-10-22 19:58:12,PREPARING,612.1,QB017,80,PREPAID
O00841,173,1,2025-09-29 10:19:50,DELIVERED,1241.53,QB009,177,PREPAID
O00842,7688,274,2025-10-15 22:16:09,PLACED,1062.88,QB032,485,PREPAID
O00843,4909,5,2025-10-18 07:35:50,OUT_FOR_DELIVERY,1217.15,QB039,119,COD
O00844,8982,192,2025-09-07 22:03:57,CONFIRMED,676.43,QB036,224,PREPAID
O00845,4095,84,2025-08-28 22:31:56,CANCELLED,1131.96,QB025,425,PREPAID
O00846,3615,135,2025-10-22 04:02:13,PLACED,691.14,QB016,265,PREPAID
O00847,4665,333,2025-08-12 03:15:15,CANCELLED,844.72,QB018,212,COD
O00848,1122,94,2025-08-07 14:18:16,CONFIRMED,505.43,QB041,234,PREPAID
O00849,4459,359,2025-10-17 08:47:02,DELIVERED,788.79,QB021,10,COD
O00850,814,497,2025-08-27 17:21:36,DELIVERED,130.98,QB007,145,PREPAID
O00851,2049,367,2025-09-16 19:29:19,OUT_FOR_DELIVERY,1117.95,QB015,47,COD
O00852,242,253,2025-08-10 12:55:43,CONFIRMED,578.68,QB020,403,PREPAID
O00853,6085,238,2025-09-13 02:44:41,CANCELLED,1207.99,QB022,42,COD
O00854,919,137,2025-09-18 04:01:34,OUT_FOR_DELIVERY,199.94,QB031,93,COD
O00855,4098,419,2025-10-20 22:45:43,OUT_FOR_DELIVERY,1259.55,QB008,499,COD
O00856,6305,395,2025-08-06 23:04:14,OUT_FOR_DELIVERY,446.03,QB003,102,PREPAID
O00857,1540,267,2025-10-26 05:19:46,CANCELLED,1474.96,QB031,200,PREPAID
O00858,5294,82,2025-10-15 05:10:41,CANCELLED,1119.53,QB048,480,COD
O00859,4151,247,2025-09-09 10:59:26,CANCELLED,518.34,QB024,455,COD
O00860,3569,499,2025-08-10 07:57:48,PLACED,430.35,QB028,167,COD
O00861,2743,407,2025-08-10 04:45:51,PREPARING,918.58,QB026,405,COD
O00862,147,497,2025-09-30 18:08:12,PLACED,913.51,QB045,244,COD
O00863,6085,395,2025-08-10 07:11:01,PLACED,448.21,QB032,47,PREPAID
O00864,984,31,2025-10-20 00:46:47,PREPARING,1002.4,QB045,275,COD
O00865,2062,250,2025-08-21 10:56:21,CONFIRMED,543.44,QB036,404,PREPAID
O00866,7188,376,2025-09-16 06:44:16,CONFIRMED,129.89,QB025,184,COD
O00867,4108,461,2025-10-22 16:45:15,PLACED,779.42,QB029,287,PREPAID
O00868,8893,357,2025-10-20 21:12:32,OUT_FOR_DELIVERY,365.69,QB012,279,PREPAID
O00869,5304,375,2025-08-10 13:34:06,OUT_FOR_DELIVERY,485.45,QB039,469,COD
O00870,1129,272,2025-09-27 22:18:34,CONFIRMED,729.14,,135,PREPAID
O00871,7440,1,2025-10-28 19:52:32,CANCELLED,808.34,QB047,95,COD
O00872,5966,398,2025-09-16 07:42:43,DELIVERED,434.3,QB047,33,PREPAID
O00873,3111,269,2025-08-22 17:56:55,CANCELLED,796.57,QB036,79,PREPAID
O00874,5286,210,2025-10-28 21:06:02,CANCELLED,550.83,QB007,268,COD
O00875,718,428,2025-08-26 15:37:56,CONFIRMED,350.09,QB003,104,COD
O00876,7953,99,2025-08-28 15:47:45,PLACED,144.54,QB042,429,PREPAID
O00877,8027,270,2025-08-15 12:50:39,DELIVERED,1081.84,QB017,26,PREPAID
O00878,3617,311,2025-10-08 19:58:01,CANCELLED,199.22,QB014,336,PREPAID
O00879,1311,240,2025-08-03 08:17:45,CANCELLED,184.98,QB036,381,PREPAID
O00880,6047,407,2025-08-29 21:05:51,CANCELLED,181.62,QB040,137,COD
O00881,1154,428,2025-10-19 21:10:03,PREPARING,209.11,QB014,492,COD
O00882,1659,372,2025-08-22 14:51:08,CONFIRMED,844.33,QB013,99,COD
O00883,9340,321,2025-08-08 06:13:09,CONFIRMED,881.79,QB036,213,COD
O00884,9447,184,2025-09-28 01:19:24,CANCELLED,742.21,QB043,219,COD
O00885,2734,406,2025-09-02 04:36:31,CONFIRMED,869.95,QB033,173,COD
O00886,8748,308,2025-08-28 15:02:18,OUT_FOR_DELIVERY,1406.93,QB021,282,PREPAID
O00887,6091,212,2025-09-02 08:01:48,CANCELLED,702.82,QB047,166,COD
O00888,9227,280,2025-10-31 00:06:46,CONFIRMED,625.09,QB036,475,PREPAID
O00889,5899,493,2025-08-28 13:23:11,OUT_FOR_DELIVERY,726.5,QB026,1,COD
O00890,4661,306,2025-10-02 08:42:47,PLACED,824.65,QB020,4,PREPAID
O00891,3636,110,2025-10-02 13:06:43,PREPARING,130.38,,483,PREPAID
O00892,9072,262,2025-10-16 08:23:27,DELIVERED,898.94,QB037,80,COD
O00893,619,236,2025-08-25 03:56:47,PREPARING,318.55,QB017,188,COD
O00894,3818,132,2025-08-20 16:00:23,PREPARING,228.67,QB026,292,COD
O00895,1265,371,2025-08-29 04:36:19,PREPARING,1210.07,QB012,250,COD
O00896,9753,329,2025-10-19 00:57:15,PREPARING,152.32,,296,PREPAID
O00897,1286,400,2025-09-16 16:48:47,PLACED,1390.62,QB022,179,PREPAID
O00898,6825,477,2025-09-05 23:57:39,PLACED,1317.7,QB015,383,COD
O00899,6267,28,2025-09-16 12:58:02,PREPARING,834.14,QB021,277,COD
O00900,5355,258,2025-10-26 07:36:07,CANCELLED,409.12,QB004,345,PREPAID
O00901,7301,386,2025-08-25 13:43:26,DELIVERED,905.36,QB006,114,PREPAID
O00902,4748,403,2025-10-26 07:25:45,OUT_FOR_DELIVERY,307.22,QB022,43,PREPAID
O00903,9363,382,2025-09-05 17:23:29,PLACED,867.41,QB017,44,PREPAID
O00904,8222,223,2025-08-17 20:06:15,CANCELLED,282.53,QB009,247,COD
O00905,7994,203,2025-10-26 12:48:56,CANCELLED,899.86,QB036,316,COD
O00906,3971,37,2025-08-09 15:56:08,PREPARING,1187.48,QB021,351,COD
O00907,1844,344,2025-08-22 08:48:48,OUT_FOR_DELIVERY,692.96,QB023,98,PREPAID
O00908,5645,305,2025-08-04 16:22:03,CANCELLED,133.89,QB020,87,PREPAID
O00909,7246,320,2025-10-27 12:38:45,CONFIRMED,716.65,,120,COD
O00910,6125,80,2025-09-16 23:12:51,CANCELLED,1293.87,QB008,379,COD
O00911,3983,486,2025-08-17 06:15:16,DELIVERED,1397.42,,148,COD
O00912,5625,356,2025-09-09 06:02:01,PLACED,527.17,QB031,12,PREPAID
O00913,3425,379,2025-08-14 20:35:29,DELIVERED,396.63,QB035,268,PREPAID
O00914,8992,248,2025-10-01 20:28:13,DELIVERED,1121.89,QB010,356,COD
O00915,6171,299,2025-10-19 22:14:06,CANCELLED,837.52,QB017,88,COD
O00916,4654,103,2025-08-31 06:04:41,CANCELLED,965.15,QB004,239,COD
O00917,1092,199,2025-09-12 18:52:41,CANCELLED,479.83,QB043,185,COD
O00918,313,150,2025-09-19 18:10:26,CANCELLED,641.13,QB025,261,COD
O00919,5169,249,2025-09-07 00:32:45,DELIVERED,844.18,QB012,102,PREPAID
O00920,9187,475,2025-08-31 20:08:40,CANCELLED,130.08,QB016,473,PREPAID
O00921,5466,251,2025-10-29 13:22:01,OUT_FOR_DELIVERY,1142.15,QB002,178,PREPAID
O00922,5823,321,2025-08-29 09:29:59,PREPARING,430.69,QB033,142,COD
O00923,4222,450,2025-10-24 21:39:09,OUT_FOR_DELIVERY,1346.56,,16,PREPAID
O00924,3696,78,2025-10-12 05:43:46,PREPARING,1356.05,QB043,71,COD
O00925,6263,267,2025-08-13 19:19:37,CANCELLED,957.43,QB041,352,COD
O00926,6838,124,2025-10-28 18:57:55,DELIVERED,313.85,QB020,466,PREPAID
O00927,7360,278,2025-09-06 10:43:26,CONFIRMED,389.46,QB009,298,COD
O00928,2263,159,2025-09-24 11:58:55,CANCELLED,1087.19,QB034,466,COD
O00929,7047,466,2025-09-02 02:49:22,CONFIRMED,1018.72,QB037,470,COD
O00930,5202,35,2025-09-21 02:53:00,DELIVERED,846.15,QB047,61,COD
O00931,5204,430,2025-09-12 16:52:35,CONFIRMED,1117.91,QB049,164,PREPAID
O00932,6738,156,2025-09-09 22:59:04,OUT_FOR_DELIVERY,1143.85,,458,PREPAID
O00933,2490,399,2025-08-18 21:11:41,CONFIRMED,249.48,QB012,14,PREPAID
O00934,9923,291,2025-09-13 02:56:13,DELIVERED,423.28,QB015,119,COD
O00935,5887,41,2025-10-08 10:09:52,CANCELLED,1191.76,QB009,258,PREPAID
