feedback_id,order_id,customer_id,rating,feedback_text,feedback_category,sentiment,feedback_date
6544224,9258266990,76512976,3,Items were missing from my order.,Delivery,Negative,2024-03-31
5359859,2109410707,19741509,5,"Overall good experience, thank you!",App Experience,Positive,2024-08-07
3219602,576022547,31681710,4,Items were in perfect condition.,Product Quality,Positive,2024-04-07
9033033,2106943908,27604184,4,"Average experience, could improve.",App Experience,Neutral,2024-01-28
3598465,6541281594,51812283,4,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2023-11-18
176838,2664220988,92091019,2,Delivery was late and I was unhappy.,Delivery,Negative,2023-05-05
5873248,493514666,12141418,3,I had a bad experience.,Customer Service,Negative,2023-11-20
9701188,9658669384,29664214,3,"Delivery was fine, but the product could be better.",Delivery,Neutral,2023-09-06
5545179,8765283513,21461764,5,Good selection of products.,App Experience,Positive,2024-02-23
9165530,6421427812,21948041,4,"It was okay, nothing special.",Product Quality,Neutral,2023-10-05
6954818,4467093205,8025622,3,Very disappointed with the quality.,App Experience,Negative,2023-10-24
4365257,7560862152,34755436,4,Very happy with the service!,Customer Service,Positive,2023-04-15
4081612,8218080678,53538932,4,Very happy with the service!,Customer Service,Positive,2024-05-04
8701560,8196173573,59110513,3,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2024-07-17
8391214,1174856327,10855630,1,Not worth the price I paid.,Delivery,Negative,2024-06-16
8430998,9754365788,17805991,5,Items were in perfect condition.,Customer Service,Positive,2023-12-02
3924102,8398774908,90448312,3,Delivery was late and I was unhappy.,Product Quality,Negative,2024-02-26
4886279,626433439,41640262,1,Delivery was late and I was unhappy.,Product Quality,Negative,2024-02-17
5569401,3097299525,80862136,3,The product met my expectations.,Customer Service,Neutral,2023-10-12
9118685,5367488413,18113428,1,Product was damaged during delivery.,Delivery,Negative,2023-12-12
7430182,3700795655,47515046,5,Very fresh and well-packaged.,Customer Service,Positive,2023-06-10
8716075,3161904185,82374625,3,I had a bad experience.,Product Quality,Negative,2024-01-13
4337801,8149944548,16436359,4,"It was okay, nothing special.",Delivery,Neutral,2024-07-24
5921423,4961830447,3408982,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2024-09-06
2311904,613578154,53974737,2,Delivery was late and I was unhappy.,Customer Service,Negative,2024-08-03
3758874,2582466700,65368179,4,Very fresh and well-packaged.,Customer Service,Positive,2024-09-10
5095918,3840910839,77869660,5,Very happy with the service!,App Experience,Positive,2023-09-10
569959,399559401,84456355,3,The product met my expectations.,Product Quality,Neutral,2023-11-01
7024084,4037817241,48716374,2,Product was damaged during delivery.,App Experience,Negative,2023-12-19
9103306,582598096,75213636,5,Items were in perfect condition.,Customer Service,Positive,2023-10-27
8996085,9218060399,80286283,3,"It was okay, nothing special.",Product Quality,Neutral,2024-10-25
234571,6650174202,14255231,2,Customer service was not helpful.,App Experience,Negative,2023-07-10
7669334,2715902884,67711384,1,Not worth the price I paid.,Delivery,Negative,2024-08-27
2518165,7957986242,69761993,3,Product was damaged during delivery.,Product Quality,Negative,2023-12-10
340860,7148568995,30447453,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2023-04-06
3125805,670358911,20834589,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,2023-12-21
7161886,6098277214,46876240,3,"It was okay, nothing special.",Customer Service,Neutral,2023-03-22
1012515,4621664126,5386246,1,Product was damaged during delivery.,Customer Service,Negative,2024-07-17
5583324,6336460663,95018817,4,"Average experience, could improve.",Product Quality,Neutral,2023-08-28
3294648,909027635,77214094,4,The product met my expectations.,Delivery,Neutral,2023-06-24
943208,2854202683,23081177,2,Very disappointed with the quality.,Customer Service,Negative,2023-10-18
9549702,7936387697,36998375,1,Items were missing from my order.,App Experience,Negative,2023-03-29
2285851,8337736091,66768157,3,"Average experience, could improve.",Delivery,Neutral,2024-04-04
4343192,4404350734,57892837,5,Will definitely order again.,Customer Service,Positive,2024-01-16
8224533,6565246127,12455156,5,Great prices and fast delivery!,Delivery,Positive,2024-05-18
6545946,3494650073,49806393,4,"Excellent quality, will buy again!",Customer Service,Positive,2024-03-03
4686285,1920923798,71189232,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,2024-05-01
1024022,5069524975,90246977,3,Product was damaged during delivery.,Product Quality,Negative,2024-07-24
1758877,3873368520,53392567,5,Very fresh and well-packaged.,Customer Service,Positive,2023-10-04
9488724,3111414152,56195475,5,Great prices and fast delivery!,App Experience,Positive,2024-08-01
4425750,7104489974,47618810,3,The product met my expectations.,Product Quality,Neutral,2023-06-28
6335439,3211566084,45383958,2,Delivery was late and I was unhappy.,Customer Service,Negative,2024-02-24
8837678,2416717644,11493300,5,Good selection of products.,Product Quality,Positive,2023-09-12
7132626,4535670244,22210238,1,Taste was not as expected.,App Experience,Negative,2024-05-17
2072967,7309958460,3282647,5,Good selection of products.,Delivery,Positive,2024-01-20
1377902,9996182478,39976965,3,"It was okay, nothing special.",Customer Service,Neutral,2023-04-18
5762971,2231942521,15931134,3,Delivery was late and I was unhappy.,Customer Service,Negative,2023-12-24
9315043,554028972,3421258,3,"Average experience, could improve.",Product Quality,Neutral,2023-09-26
3968312,8756001290,85340038,4,Will definitely order again.,Product Quality,Positive,2023-05-06
7776543,8047899303,11254582,2,Not worth the price I paid.,Product Quality,Negative,2023-09-28
2560910,9720683332,87641623,5,"Excellent quality, will buy again!",Product Quality,Positive,2024-06-23
5176983,218670241,70220141,5,Very happy with the service!,App Experience,Positive,2023-06-07
206603,1382880255,94078407,2,The order was incorrect.,Product Quality,Negative,2024-08-11
1305586,332975964,99824171,5,Very fresh and well-packaged.,Delivery,Positive,2023-09-21
157996,2638683222,2457734,2,Very disappointed with the quality.,Product Quality,Negative,2024-10-30
1076549,9150146711,54923640,5,Will definitely order again.,Product Quality,Positive,2024-04-29
8817304,1553626879,6579892,3,Items were missing from my order.,Product Quality,Negative,2024-10-26
6201,9271384187,67749649,1,The packaging was poor.,Delivery,Negative,2023-11-28
8711449,1409544327,86444757,3,Not worth the price I paid.,Customer Service,Negative,2024-07-13
203415,637100019,62868582,4,"Excellent quality, will buy again!",Delivery,Positive,2023-10-23
5523244,186083059,67829645,5,Items were in perfect condition.,Delivery,Positive,2024-07-01
1356014,1804073530,10048910,4,Highly recommended!,Product Quality,Positive,2024-06-19
1211127,5291430311,75081265,4,The product met my expectations.,App Experience,Neutral,2023-10-19
8726995,6947225582,89051578,4,Items were in perfect condition.,Customer Service,Positive,2024-04-03
7470170,5710643134,38420886,2,Delivery was late and I was unhappy.,App Experience,Negative,2023-04-16
8144657,8329733630,46717997,2,Product was damaged during delivery.,Delivery,Negative,2024-03-04
2138749,6772651293,27049432,4,Very happy with the service!,App Experience,Positive,2023-12-15
4326983,581212790,21461764,4,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2024-06-29
618104,4766571706,71176678,1,Taste was not as expected.,Delivery,Negative,2023-05-05
9588052,9961298199,37926207,5,Items were in perfect condition.,Product Quality,Positive,2023-11-27
2547480,8102675591,51119088,5,Highly recommended!,Customer Service,Positive,2024-02-03
9295609,604050223,29689766,5,"Excellent quality, will buy again!",App Experience,Positive,2024-04-18
9520673,782327552,45586151,4,Will definitely order again.,Delivery,Positive,2023-07-07
5701029,6156638188,70589930,2,The packaging was poor.,Customer Service,Negative,2023-03-17
9015050,6475299855,5238055,5,Good selection of products.,App Experience,Positive,2023-10-13
2438647,689110145,84161531,5,"Excellent quality, will buy again!",Product Quality,Positive,2023-05-03
3827516,2785467351,59009727,4,Good selection of products.,Delivery,Positive,2024-05-12
9104541,7188270379,86487478,3,Items were missing from my order.,Customer Service,Negative,2024-04-15
6724114,9209192342,42227189,1,Items were missing from my order.,Customer Service,Negative,2024-03-05
9604625,3193016310,58115779,2,Taste was not as expected.,Customer Service,Negative,2023-12-02
8086499,9743228131,34839913,1,Not worth the price I paid.,Customer Service,Negative,2024-07-09
265991,4417542973,84937877,5,Good selection of products.,Product Quality,Positive,2024-08-23
2824821,3065857200,82359623,3,"It was okay, nothing special.",Customer Service,Neutral,2024-06-26
9247574,6994732191,35278126,3,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2023-07-24
7299671,7663189769,85006599,4,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2023-08-01
1050921,5012619147,66130660,3,The product met my expectations.,Delivery,Neutral,2023-05-03
6701233,7456088789,36737539,4,Very happy with the service!,Delivery,Positive,2023-04-09
165649,3270559373,13604883,4,Items were in perfect condition.,Product Quality,Positive,2023-03-19
7813343,4703798183,21597477,3,The product met my expectations.,App Experience,Neutral,2023-12-23
8673081,3968840556,93723634,4,Great prices and fast delivery!,App Experience,Positive,2024-09-09
9249938,2331647373,84848018,5,Customer service was very helpful.,App Experience,Positive,2023-08-11
3369095,6683347454,34697768,3,Product was damaged during delivery.,Delivery,Negative,2023-05-25
534802,5710259220,17287733,2,The order was incorrect.,Customer Service,Negative,2023-04-15
59148,9871546057,39418109,1,Delivery was late and I was unhappy.,Product Quality,Negative,2024-05-12
9992189,5459704311,47295676,4,The product met my expectations.,Customer Service,Neutral,2023-12-01
1908816,3426702134,50229203,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2024-08-23
5259898,7671357353,16420489,4,The product met my expectations.,Product Quality,Neutral,2024-02-18
8293964,9656230693,40305293,5,Good selection of products.,Delivery,Positive,2023-04-16
6949693,3315369956,9105829,4,Will definitely order again.,App Experience,Positive,2023-04-21
1672142,1762287720,94404245,4,Very happy with the service!,Customer Service,Positive,2024-08-30
8229594,4816206081,36142455,1,Taste was not as expected.,Delivery,Negative,2023-05-12
502262,2808133351,11071601,4,"Average experience, could improve.",Product Quality,Neutral,2023-12-03
3579072,3444569396,57967753,5,Customer service was very helpful.,Customer Service,Positive,2024-09-25
1154241,9704671447,25977417,3,Taste was not as expected.,Product Quality,Negative,2023-12-05
328822,6454001692,2136830,2,Customer service was not helpful.,Delivery,Negative,2023-09-09
4861693,2624508626,63262519,3,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2024-02-28
8766510,932273820,17287733,3,The product met my expectations.,App Experience,Neutral,2024-05-06
4472332,7908614088,12622901,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2023-05-14
5486644,9730765358,82708090,2,Taste was not as expected.,Product Quality,Negative,2023-08-20
2558717,4748284156,38969732,3,Customer service was not helpful.,Delivery,Negative,2023-09-18
170752,1829286278,45052594,4,The product met my expectations.,Delivery,Neutral,2023-09-27
5959972,3180415318,22076522,3,"It was okay, nothing special.",Delivery,Neutral,2024-07-07
4399563,1008158736,62971413,5,Highly recommended!,Customer Service,Positive,2024-06-10
4465018,5092816701,89531595,4,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2024-06-03
2920138,4339850858,16230299,5,"Overall good experience, thank you!",Delivery,Positive,2023-10-25
2996435,1564040362,93924203,4,Very happy with the service!,Customer Service,Positive,2023-08-01
8469697,4856827800,43784632,4,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2024-08-20
4776111,2465711187,48511124,4,"Average experience, could improve.",Product Quality,Neutral,2023-03-30
8997243,7741314063,32054313,2,Items were missing from my order.,Customer Service,Negative,2024-09-13
5706530,6973696848,21779155,3,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2023-04-23
5458271,443178123,56248757,3,Delivery was late and I was unhappy.,Customer Service,Negative,2024-08-29
4526565,2155491764,77869660,1,Items were missing from my order.,Product Quality,Negative,2024-08-29
294116,282887897,97492493,2,I had a bad experience.,App Experience,Negative,2023-09-19
6665325,1014190951,70798876,2,Customer service was not helpful.,Product Quality,Negative,2023-04-25
3277902,4632027192,64162093,4,The product met my expectations.,Customer Service,Neutral,2024-07-09
1239916,9196809062,58979427,3,"It was okay, nothing special.",Product Quality,Neutral,2024-05-19
3999276,3802671506,55028958,3,"Delivery was fine, but the product could be better.",Product Quality,Neutral,2023-07-30
1136751,931138604,38133873,3,The product met my expectations.,Customer Service,Neutral,2023-08-24
9870408,6507222211,46623192,5,Will definitely order again.,Customer Service,Positive,2024-01-15
7943730,9091185978,4606533,3,"Average experience, could improve.",App Experience,Neutral,2023-07-22
8504990,6314310505,42272393,3,"Average experience, could improve.",Delivery,Neutral,2024-02-16
129491,2711467206,21658322,2,Product was damaged during delivery.,Customer Service,Negative,2023-04-07
2534781,1359318731,72675976,3,"Delivery was fine, but the product could be better.",App Experience,Neutral,2024-08-27
7984701,4521042050,99734256,5,Very happy with the service!,App Experience,Positive,2024-04-25
5425735,1317016672,87256913,1,Customer service was not helpful.,App Experience,Negative,2024-09-21
5815158,7624598493,69516494,2,I had a bad experience.,Customer Service,Negative,2024-04-18
9192897,1753431230,9048817,5,Items were in perfect condition.,Customer Service,Positive,2024-03-24
382533,8650539199,41640262,3,"Delivery was fine, but the product could be better.",Delivery,Neutral,2023-12-04
4200126,3276478503,10048910,4,"Average experience, could improve.",App Experience,Neutral,2024-04-03
102511,5080943123,2164524,3,"Average experience, could improve.",Delivery,Neutral,2023-09-21
9546144,6158083683,78158536,5,"Overall good experience, thank you!",Customer Service,Positive,2024-03-08
8183319,9228072842,93370787,4,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2023-07-25
5359166,4028432722,77397957,4,"Average experience, could improve.",Customer Service,Neutral,2024-05-21
8218399,3679730192,83404008,5,Customer service was very helpful.,Delivery,Positive,2023-07-05
5570618,71793937,13189939,5,Customer service was very helpful.,Product Quality,Positive,2024-04-21
460889,47467466,55693909,5,Great prices and fast delivery!,App Experience,Positive,2023-09-05
8208589,4538136436,18170800,3,"Average experience, could improve.",Product Quality,Neutral,2023-05-23
8671275,8750169461,96989204,2,I had a bad experience.,Delivery,Negative,2024-09-07
4339875,9371021811,76850859,2,Taste was not as expected.,Product Quality,Negative,2024-10-24
2415813,679274212,91243571,3,"It was okay, nothing special.",Delivery,Neutral,2024-10-19
8858420,6601671674,49136375,3,"Delivery was fine, but the product could be better.",Delivery,Neutral,2023-07-09
7754881,2708441500,23286884,3,"Average experience, could improve.",App Experience,Neutral,2024-01-12
194572,9548480220,82594354,4,Very fresh and well-packaged.,App Experience,Positive,2023-09-08
5830086,5440864021,44409533,1,Customer service was not helpful.,Delivery,Negative,2023-09-15
7220230,5705224767,3897936,4,The product met my expectations.,Product Quality,Neutral,2023-06-02
2849428,9945458771,8733344,1,I had a bad experience.,Customer Service,Negative,2024-08-27
4956264,336832815,10769994,5,Items were in perfect condition.,Customer Service,Positive,2023-12-09
5522580,9543126726,24308515,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2024-05-01
697306,5134666123,38613642,3,The product met my expectations.,Customer Service,Neutral,2024-05-02
7479682,5663657880,69632084,3,I had a bad experience.,Product Quality,Negative,2024-05-06
5372251,5352647396,49756591,5,Highly recommended!,App Experience,Positive,2023-10-11
354715,7995172779,40703374,5,Good selection of products.,Delivery,Positive,2023-06-15
4404688,605779703,8881320,4,Highly recommended!,Customer Service,Positive,2024-03-07
6980950,685688121,60371334,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2023-10-27
8887300,5966726971,57833505,4,"Average experience, could improve.",Product Quality,Neutral,2023-09-06
5445599,6763510083,4055790,2,The packaging was poor.,Product Quality,Negative,2023-06-07
4587901,6735813139,90448312,2,The packaging was poor.,Customer Service,Negative,2023-04-04
8057129,8361205778,47274329,1,Not worth the price I paid.,App Experience,Negative,2023-06-20
7787113,3640952655,50105174,5,Highly recommended!,Delivery,Positive,2023-06-01
3902606,6395279829,34588087,4,"Delivery was fine, but the product could be better.",Delivery,Neutral,2023-10-26
9342925,339410846,61618079,4,Good selection of products.,App Experience,Positive,2023-05-06
5998210,8924056486,74172010,3,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2024-04-08
4467516,6616322616,61763552,4,Good selection of products.,Delivery,Positive,2023-12-03
9781975,4178578583,69340015,1,Delivery was late and I was unhappy.,App Experience,Negative,2024-09-29
515450,7558107764,50968312,4,Great prices and fast delivery!,Customer Service,Positive,2024-03-13
1187780,7894708851,78678612,3,The product met my expectations.,Product Quality,Neutral,2024-04-12
6200903,1916638346,20163931,1,I had a bad experience.,App Experience,Negative,2023-06-28
1891343,4973943462,68341636,3,"It was okay, nothing special.",Delivery,Neutral,2024-10-29
6863831,6567129123,66135710,3,Very disappointed with the quality.,Product Quality,Negative,2023-09-09
6995063,8702642032,23676689,4,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2023-08-22
9548486,7857954356,76864442,4,The product met my expectations.,Delivery,Neutral,2024-01-20
9487600,5376218500,24644542,4,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2023-11-16
5327406,3452449295,71252391,2,Delivery was late and I was unhappy.,Product Quality,Negative,2023-10-09
3664180,1694826296,12277039,5,Very fresh and well-packaged.,Customer Service,Positive,2023-05-09
8711086,9449954611,97111119,4,Great prices and fast delivery!,Product Quality,Positive,2023-08-12
5841843,7722059222,63630649,3,I had a bad experience.,Product Quality,Negative,2023-11-16
1934781,2871448124,81091233,3,Items were missing from my order.,Product Quality,Negative,2024-05-28
3884291,4158839033,38969732,3,Taste was not as expected.,App Experience,Negative,2024-09-22
1841197,9936118648,54885705,2,I had a bad experience.,App Experience,Negative,2024-03-04
8292947,6804747901,89619421,3,"It was okay, nothing special.",App Experience,Neutral,2024-01-31
9587255,7579444448,53354003,1,Items were missing from my order.,Product Quality,Negative,2024-06-06
9067286,4379043082,88167544,4,"Delivery was fine, but the product could be better.",Product Quality,Neutral,2023-05-12
5390862,4212894712,20310720,3,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2024-06-09
5556530,7962511808,60371334,5,Highly recommended!,App Experience,Positive,2024-02-11
5762414,6478815087,22293666,2,The order was incorrect.,Product Quality,Negative,2024-07-18
1024838,6239166986,6724509,4,"Overall good experience, thank you!",Customer Service,Positive,2024-05-23
7060639,9894863460,35826539,3,Taste was not as expected.,Delivery,Negative,2023-03-25
9938985,2982638677,48554440,3,Customer service was not helpful.,App Experience,Negative,2024-01-13
160530,3284797515,13164195,5,Great prices and fast delivery!,Product Quality,Positive,2024-09-10
7500804,8895501673,15066187,4,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2023-07-11
9649572,914992221,90882023,4,"Delivery was fine, but the product could be better.",Delivery,Neutral,2023-07-27
9424407,2067729457,79916464,4,"It was okay, nothing special.",Delivery,Neutral,2023-09-23
9463798,5389250154,94179692,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,2024-09-15
3942032,4352973016,35912599,4,The product met my expectations.,App Experience,Neutral,2024-10-07
600642,7667555396,13796199,4,"It was okay, nothing special.",Customer Service,Neutral,2024-02-03
2685179,168804744,25128143,4,"Excellent quality, will buy again!",Delivery,Positive,2023-10-28
5719693,854218304,84377964,5,Great prices and fast delivery!,Customer Service,Positive,2023-11-04
5503916,2616618240,12402437,4,Items were in perfect condition.,Delivery,Positive,2024-03-14
349310,8891144024,47590944,3,The product met my expectations.,App Experience,Neutral,2023-04-06
7076780,4606856320,57102800,4,The product met my expectations.,Delivery,Neutral,2024-08-03
4278457,1876194333,51945420,2,Not worth the price I paid.,Delivery,Negative,2024-03-27
5037114,1471186096,51503088,4,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2023-11-21
2334318,4763556417,91602727,2,The order was incorrect.,Product Quality,Negative,2023-04-01
8874752,5961097387,75474920,4,"Overall good experience, thank you!",Product Quality,Positive,2023-08-27
9178763,1509646137,31456752,4,"Average experience, could improve.",App Experience,Neutral,2024-04-12
1204524,7533431274,23984022,3,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2023-08-11
9351661,3598818329,22293666,1,Delivery was late and I was unhappy.,Customer Service,Negative,2023-07-29
4607232,2561337790,30823988,2,I had a bad experience.,Delivery,Negative,2024-10-09
3397646,2359692348,5418547,4,Very fresh and well-packaged.,App Experience,Positive,2024-08-31
9465380,3146098826,12799092,4,Highly recommended!,App Experience,Positive,2024-06-20
2355944,8638050442,52770036,4,"Delivery was fine, but the product could be better.",Delivery,Neutral,2023-11-16
5703770,1833854180,60062501,3,Items were missing from my order.,Delivery,Negative,2023-03-23
4106245,5687148136,32527479,4,Items were in perfect condition.,App Experience,Positive,2023-06-24
4878540,7133253616,14940427,5,"Overall good experience, thank you!",App Experience,Positive,2024-08-14
1366943,7899569162,90745023,1,The packaging was poor.,Product Quality,Negative,2023-08-15
9674092,6119637917,77961205,3,"Average experience, could improve.",Customer Service,Neutral,2024-06-28
1665939,4924477011,7333934,4,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2024-01-13
4749029,577458306,94165062,4,"It was okay, nothing special.",Product Quality,Neutral,2023-10-03
6070927,1605287230,7076456,3,"It was okay, nothing special.",Delivery,Neutral,2023-08-08
1797913,5743074720,44828791,4,Good selection of products.,Product Quality,Positive,2024-02-08
3639693,1645477578,47625855,1,Taste was not as expected.,Delivery,Negative,2023-07-20
4954836,6231311270,91144803,5,Good selection of products.,Product Quality,Positive,2023-12-07
5219677,4629648516,93507573,2,Items were missing from my order.,Product Quality,Negative,2023-08-21
4029981,2706229594,81337068,4,Highly recommended!,Product Quality,Positive,2024-10-04
802000,6814009039,10605484,3,"Average experience, could improve.",Delivery,Neutral,2023-11-03
4668145,5604135912,11478478,2,Product was damaged during delivery.,Customer Service,Negative,2024-08-19
4744641,766789724,60446619,3,"Average experience, could improve.",Delivery,Neutral,2024-08-20
3897394,2727595593,80875034,1,Customer service was not helpful.,Delivery,Negative,2023-11-17
1268072,9887978407,43256928,5,Very happy with the service!,Delivery,Positive,2023-07-16
9305973,6825742544,29689766,4,The product met my expectations.,Product Quality,Neutral,2024-02-04
9413424,7081192087,15529446,4,"Overall good experience, thank you!",App Experience,Positive,2023-07-29
3941200,3185620074,57526322,3,"Average experience, could improve.",Product Quality,Neutral,2023-08-14
3048823,7162086351,74231111,4,The product met my expectations.,Delivery,Neutral,2023-11-15
5252017,5504768409,84850688,3,I had a bad experience.,App Experience,Negative,2023-08-07
9027609,6721093047,22054087,3,"It was okay, nothing special.",App Experience,Neutral,2024-03-10
9388876,1134990529,63971358,5,Customer service was very helpful.,App Experience,Positive,2024-07-24
1847636,4632975114,92409489,5,Very fresh and well-packaged.,App Experience,Positive,2023-05-15
5699115,1471897083,78439088,4,The product met my expectations.,Product Quality,Neutral,2023-12-06
1318827,6081974624,79764458,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2024-03-19
4342611,806680874,14632090,3,"Delivery was fine, but the product could be better.",Delivery,Neutral,2023-11-15
9176018,8213018419,16640907,3,"Delivery was fine, but the product could be better.",App Experience,Neutral,2023-04-10
690010,4610876894,59485034,1,Not worth the price I paid.,Delivery,Negative,2023-08-14
1724246,9116180240,17696094,3,"It was okay, nothing special.",App Experience,Neutral,2023-05-23
775467,8916648395,8138417,4,The product met my expectations.,Delivery,Neutral,2023-07-15
6271953,3626990751,81940369,5,Customer service was very helpful.,Delivery,Positive,2023-05-10
6629918,2544173358,43295656,4,The product met my expectations.,Customer Service,Neutral,2024-11-03
1011746,3654075570,81906973,1,Taste was not as expected.,App Experience,Negative,2023-06-25
6978013,9846277624,78732957,5,Great prices and fast delivery!,Product Quality,Positive,2024-09-17
5197207,8600159148,64748953,1,Not worth the price I paid.,Customer Service,Negative,2023-08-15
6815745,9184012674,54139038,3,"Average experience, could improve.",Delivery,Neutral,2024-07-20
1442291,5842678913,6756256,5,Great prices and fast delivery!,Product Quality,Positive,2024-06-02
7622162,6284066457,68341636,4,Very happy with the service!,Customer Service,Positive,2023-03-19
5734896,957188879,88067569,3,Not worth the price I paid.,Delivery,Negative,2024-01-12
5201172,2027766693,91024604,5,Very happy with the service!,Delivery,Positive,2023-07-17
6818847,5201172375,18199057,2,Taste was not as expected.,Product Quality,Negative,2024-01-07
4739077,5211206337,84824280,5,Good selection of products.,Delivery,Positive,2024-03-04
6414925,519985157,35455991,2,Customer service was not helpful.,Customer Service,Negative,2023-06-07
4820370,2599819074,66310963,3,"It was okay, nothing special.",Delivery,Neutral,2023-05-08
1224951,6564176767,28221067,3,"Average experience, could improve.",Product Quality,Neutral,2024-04-11
5919040,5969684091,13604883,1,I had a bad experience.,Customer Service,Negative,2023-12-02
4982482,8152246475,46989310,1,Taste was not as expected.,Customer Service,Negative,2023-04-07
9531448,1954493018,41612464,4,"Average experience, could improve.",App Experience,Neutral,2024-08-25
653696,3695589383,91868185,3,"Average experience, could improve.",Customer Service,Neutral,2024-01-13
9128606,6340807810,57537308,4,The product met my expectations.,Product Quality,Neutral,2024-07-12
7612300,8029845822,90621147,5,Items were in perfect condition.,Product Quality,Positive,2023-07-06
8711940,8208755570,46564935,1,Product was damaged during delivery.,Delivery,Negative,2023-12-12
6367818,9622488249,96629258,2,I had a bad experience.,App Experience,Negative,2024-06-26
1767978,5410788959,40055711,3,The packaging was poor.,Delivery,Negative,2024-06-12
1687361,7087374685,48268435,4,Good selection of products.,Customer Service,Positive,2024-09-21
7878255,1469556300,65514005,5,Great prices and fast delivery!,App Experience,Positive,2023-09-26
6614535,864290652,57392064,3,"It was okay, nothing special.",Customer Service,Neutral,2023-10-30
4382991,3052167498,92636025,5,Will definitely order again.,Product Quality,Positive,2023-07-24
7479284,8370088792,9107360,2,Delivery was late and I was unhappy.,Delivery,Negative,2023-05-16
8015584,8955500595,58415368,1,Product was damaged during delivery.,Product Quality,Negative,2023-05-07
2442565,6946637946,70372270,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2024-02-18
8446406,5461546808,21948041,5,Good selection of products.,App Experience,Positive,2023-12-21
2067494,9921425481,29653387,4,"Overall good experience, thank you!",Delivery,Positive,2023-05-17
8208481,3583323379,10418604,1,Taste was not as expected.,Customer Service,Negative,2024-04-03
3164222,3427534518,73807097,4,"It was okay, nothing special.",Product Quality,Neutral,2024-10-12
7671091,9997994965,13796199,5,Very happy with the service!,Customer Service,Positive,2023-12-27
3857869,5015358514,4057678,3,"Average experience, could improve.",Customer Service,Neutral,2024-08-12
9514499,5769065545,1108176,5,Will definitely order again.,App Experience,Positive,2024-01-28
1074882,4062815570,98152679,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2024-02-24
2977989,39405769,24621386,4,Highly recommended!,Product Quality,Positive,2023-04-07
9205838,9553518696,83304462,3,"Average experience, could improve.",Customer Service,Neutral,2023-07-11
3500001,8023712979,83701325,5,Very happy with the service!,Delivery,Positive,2023-05-12
6210024,1111747100,83236183,3,The product met my expectations.,App Experience,Neutral,2023-07-19
8983814,3598180305,75836905,3,"Average experience, could improve.",App Experience,Neutral,2023-08-31
8461435,8171660349,79628054,5,"Overall good experience, thank you!",Product Quality,Positive,2024-05-09
9617089,3644704128,39717448,5,Highly recommended!,App Experience,Positive,2024-06-01
6317946,1254907139,94854830,4,Will definitely order again.,Delivery,Positive,2023-07-13
8280400,9810593187,46313756,3,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2023-05-19
6853621,3205629870,95001589,3,"Average experience, could improve.",Customer Service,Neutral,2024-05-27
3360056,8608459871,14472401,3,I had a bad experience.,Delivery,Negative,2023-09-21
3911487,2730458449,13383642,4,Customer service was very helpful.,Delivery,Positive,2024-02-10
5385673,2807397566,28663279,4,Very happy with the service!,App Experience,Positive,2024-05-19
4652530,7217535512,81541985,2,The packaging was poor.,App Experience,Negative,2023-11-11
4078939,3321951407,40305293,5,"Overall good experience, thank you!",Customer Service,Positive,2023-09-13
5100133,7189146676,10789681,3,The product met my expectations.,Delivery,Neutral,2024-05-20
3686405,5601251774,96629258,1,Delivery was late and I was unhappy.,Delivery,Negative,2024-10-10
1424986,8884350133,55425478,1,Delivery was late and I was unhappy.,Delivery,Negative,2024-09-22
