INVENTORY_DATE,STORE_ID,PRODUCT_ID,OPENING_STOCK,PURCHASES,SALES,CLOSING_STOCK,REGION_ID,SHRINKAGE,REORDER_TRIGGERED
2024-09-15,STR015,PRD0054,741,372,471,642,R5,1.92,0
2024-12-01,STR040,PRD0073,559,150,526,183,R2,0.74,0
2024-10-06,STR003,PRD0157,313,331,169,475,R3,3.27,0
2024-04-21,STR025,PRD0114,852,239,537,554,R4,4.89,0
2024-05-19,STR048,PRD0107,582,444,360,666,R2,0.05,0
2023-06-04,STR037,PRD0004,742,73,293,522,R1,4.7,0
2024-06-09,STR014,PRD0156,868,432,112,1188,R5,3.78,0
2023-11-12,STR048,PRD0129,135,277,126,286,R2,1.39,0
2023-05-14,STR010,PRD0111,807,492,42,1257,R1,3.48,0
2024-11-10,STR030,PRD0022,701,293,488,506,R5,4.7,0
2023-06-04,STR036,PRD0070,708,406,358,756,R3,0.5,0
2023-06-18,STR004,PRD0092,704,247,509,442,R4,4.95,0
2023-12-03,STR048,PRD0045,689,210,544,355,R2,0.43,0
2024-12-15,STR011,PRD0009,136,399,111,424,R4,2.15,0
2023-01-15,STR037,PRD0137,315,55,119,251,R1,1.99,0
2024-01-21,STR009,PRD0009,786,332,368,750,R5,0.37,0
2024-11-03,STR026,PRD0018,158,81,12,227,R3,0.04,0
2023-04-16,STR024,PRD0123,617,137,414,340,R5,1.8,0
2023-06-18,STR012,PRD0052,499,401,34,866,R4,1.25,0
2024-06-30,STR010,PRD0098,583,325,565,343,R1,1.73,0
2023-07-02,STR047,PRD0131,717,429,142,1004,R2,4.0,0
2023-07-09,STR020,PRD0051,464,281,124,621,R3,3.19,0
2023-08-13,STR011,PRD0065,752,262,337,677,R4,1.93,0
2024-10-06,STR044,PRD0090,757,400,219,938,R5,4.86,0
2024-02-18,STR021,PRD0022,806,389,537,658,R3,2.57,0
2024-05-26,STR020,PRD0131,176,96,110,162,R3,0.26,0
2023-07-02,STR019,PRD0059,658,331,466,523,R3,4.9,0
2023-05-07,STR006,PRD0098,761,108,455,414,R2,1.65,0
2023-01-29,STR035,PRD0040,851,155,90,916,R5,2.03,0
2023-02-05,STR032,PRD0095,458,484,347,595,R2,4.17,0
2023-12-24,STR022,PRD0095,768,203,448,523,R3,1.38,0
2024-01-14,STR035,PRD0146,934,97,69,962,R5,4.05,0
2023-10-29,STR011,PRD0143,976,261,530,707,R4,4.31,0
2023-04-30,STR002,PRD0123,324,41,117,248,R2,3.18,0
2023-06-18,STR044,PRD0011,454,333,391,396,R5,0.31,0
2023-07-23,STR025,PRD0142,742,288,278,752,R4,3.04,0
2024-12-15,STR004,PRD0043,225,206,392,39,R4,4.31,1
2024-12-22,STR014,PRD0159,727,269,82,914,R5,2.28,0
2024-12-01,STR011,PRD0071,441,151,361,231,R4,2.28,0
2023-11-26,STR034,PRD0042,732,482,378,836,R4,3.9,0
2023-12-17,STR028,PRD0025,325,161,305,181,R3,2.82,0
2024-07-28,STR004,PRD0116,306,190,286,210,R4,2.48,0
2023-11-05,STR004,PRD0136,329,258,423,164,R4,4.14,0
2023-08-27,STR018,PRD0004,231,274,263,242,R5,1.33,0
2024-07-14,STR016,PRD0025,553,400,462,491,R2,0.29,0
2024-01-14,STR025,PRD0033,203,475,83,595,R4,2.27,0
2024-11-10,STR002,PRD0143,559,218,104,673,R2,3.68,0
2024-09-15,STR050,PRD0037,881,225,514,592,R2,0.88,0
2024-01-14,STR009,PRD0023,136,258,305,89,R5,2.04,1
2024-07-07,STR015,PRD0018,300,112,205,207,R5,1.1,0
2023-07-16,STR047,PRD0144,880,181,131,930,R2,4.68,0
2024-05-26,STR048,PRD0020,920,61,18,963,R2,1.06,0
2024-03-31,STR005,PRD0128,286,378,440,224,R1,2.77,0
2024-02-25,STR018,PRD0053,188,223,398,13,R5,1.34,1
2024-05-26,STR021,PRD0014,705,468,98,1075,R3,0.7,0
2023-12-31,STR001,PRD0133,664,181,403,442,R2,1.89,0
2023-01-08,STR014,PRD0074,779,275,362,692,R5,0.04,0
2023-12-31,STR029,PRD0144,965,264,43,1186,R2,0.48,0
2023-07-09,STR024,PRD0081,816,431,466,781,R5,1.51,0
2024-09-08,STR001,PRD0144,825,110,247,688,R2,1.13,0
2023-07-23,STR010,PRD0121,560,452,516,496,R1,0.24,0
2024-06-09,STR003,PRD0098,714,338,166,886,R3,4.02,0
2024-11-24,STR041,PRD0072,986,278,112,1152,R5,1.78,0
2024-04-28,STR048,PRD0069,577,340,306,611,R2,1.03,0
2024-10-20,STR001,PRD0149,295,391,460,226,R2,4.26,0
2024-01-07,STR010,PRD0072,201,428,390,239,R1,0.29,0
2023-05-07,STR022,PRD0021,852,489,366,975,R3,0.17,0
2024-01-07,STR043,PRD0150,203,422,147,478,R1,0.83,0
2023-06-25,STR041,PRD0087,359,97,262,194,R5,1.75,0
2023-01-01,STR032,PRD0146,380,406,145,641,R2,1.8,0
2024-09-22,STR019,PRD0095,780,190,389,581,R3,1.58,0
2024-02-11,STR027,PRD0136,257,79,203,133,R1,2.01,0
2023-10-15,STR018,PRD0111,590,214,140,664,R5,0.22,0
2023-10-29,STR006,PRD0095,725,326,171,880,R2,1.91,0
2024-09-22,STR045,PRD0121,698,145,3,840,R4,0.69,0
2023-03-26,STR018,PRD0112,105,283,205,183,R5,3.15,0
2024-01-14,STR011,PRD0073,748,152,393,507,R4,4.98,0
2023-03-19,STR012,PRD0100,477,209,75,611,R4,4.57,0
2023-03-19,STR028,PRD0128,860,81,299,642,R3,4.25,0
2023-05-21,STR031,PRD0075,540,151,524,167,R5,2.53,0
2023-02-12,STR032,PRD0050,750,148,287,611,R2,1.38,0
2024-01-21,STR026,PRD0080,842,186,341,687,R3,3.13,0
2024-04-21,STR039,PRD0102,231,498,163,566,R5,1.83,0
2023-07-30,STR008,PRD0004,752,322,544,530,R2,1.34,0
2023-09-10,STR018,PRD0085,419,57,44,432,R5,4.62,0
2024-08-25,STR049,PRD0068,550,457,457,550,R3,1.24,0
2023-01-08,STR045,PRD0146,274,67,29,312,R4,1.39,0
2024-08-18,STR041,PRD0047,583,102,510,175,R5,3.56,0
2023-01-22,STR046,PRD0118,334,267,76,525,R3,2.53,0
2024-05-19,STR030,PRD0049,819,435,7,1247,R5,4.67,0
2023-09-17,STR022,PRD0059,413,175,301,287,R3,2.81,0
2023-09-10,STR010,PRD0013,709,64,492,281,R1,4.73,0
2023-01-08,STR019,PRD0043,135,425,345,215,R3,2.87,0
2024-04-21,STR027,PRD0130,866,136,39,963,R1,4.82,0
2023-12-10,STR030,PRD0040,367,209,525,51,R5,2.81,1
2024-04-07,STR024,PRD0031,763,496,517,742,R5,2.77,0
2024-03-31,STR036,PRD0120,358,300,126,532,R3,0.92,0
2023-09-10,STR014,PRD0148,299,394,23,670,R5,3.57,0
2024-03-03,STR009,PRD0113,501,450,329,622,R5,4.83,0
2024-07-14,STR006,PRD0041,556,309,475,390,R2,0.05,0
2023-01-08,STR016,PRD0016,227,370,85,512,R2,1.49,0
2024-03-17,STR005,PRD0031,655,298,353,600,R1,4.87,0
2024-05-19,STR028,PRD0128,333,1,19,315,R3,2.43,0
2024-10-06,STR027,PRD0114,742,167,176,733,R1,0.54,0
2023-08-20,STR009,PRD0116,424,461,190,695,R5,3.49,0
2023-11-19,STR037,PRD0145,941,395,161,1175,R1,3.43,0
2023-12-31,STR017,PRD0018,334,417,101,650,R2,0.72,0
2023-06-18,STR011,PRD0059,760,437,72,1125,R4,1.33,0
2024-06-02,STR037,PRD0046,600,257,591,266,R1,3.69,0
2024-10-27,STR013,PRD0082,670,258,81,847,R2,4.35,0
2023-12-17,STR006,PRD0141,369,295,457,207,R2,4.14,0
2023-11-19,STR032,PRD0065,271,164,46,389,R2,2.49,0
2023-07-09,STR032,PRD0116,466,305,247,524,R2,1.26,0
2024-05-05,STR030,PRD0076,517,424,565,376,R5,0.15,0
2023-07-16,STR001,PRD0075,498,472,288,682,R2,4.92,0
2023-08-27,STR043,PRD0145,233,436,222,447,R1,1.68,0
2024-10-13,STR008,PRD0157,568,65,366,267,R2,2.49,0
2023-09-10,STR020,PRD0103,536,447,402,581,R3,1.86,0
2023-09-10,STR035,PRD0157,292,217,134,375,R5,3.07,0
2023-03-05,STR009,PRD0149,985,329,256,1058,R5,3.87,0
2023-11-12,STR048,PRD0003,889,303,69,1123,R2,0.06,0
2023-08-20,STR025,PRD0094,100,201,169,132,R4,2.42,0
2024-06-02,STR001,PRD0117,921,498,122,1297,R2,0.13,0
2023-01-01,STR009,PRD0048,339,92,254,177,R5,1.13,0
2024-05-12,STR003,PRD0150,121,259,296,84,R3,4.47,1
2024-10-13,STR001,PRD0160,474,148,42,580,R2,0.97,0
2024-05-19,STR022,PRD0049,910,258,87,1081,R3,0.42,0
2023-10-15,STR007,PRD0088,414,454,29,839,R5,1.55,0
2023-09-10,STR029,PRD0125,507,267,446,328,R2,0.87,0
2023-03-05,STR047,PRD0016,148,59,18,189,R2,3.95,0
2023-10-29,STR002,PRD0141,629,130,533,226,R2,3.35,0
2023-08-06,STR020,PRD0121,532,18,78,472,R3,4.86,0
2024-03-31,STR003,PRD0068,843,243,405,681,R3,4.85,0
2024-06-30,STR043,PRD0070,588,328,284,632,R1,4.21,0
2024-10-06,STR001,PRD0124,452,121,193,380,R2,0.89,0
2023-04-23,STR012,PRD0017,169,156,84,241,R4,0.37,0
2023-05-14,STR002,PRD0098,272,151,182,241,R2,1.22,0
2023-03-12,STR034,PRD0149,594,81,552,123,R4,0.96,0
2023-12-24,STR006,PRD0097,809,28,348,489,R2,3.98,0
2024-04-21,STR003,PRD0047,526,255,228,553,R3,0.65,0
2023-04-23,STR047,PRD0137,201,482,478,205,R2,2.72,0
2023-07-30,STR018,PRD0134,143,423,27,539,R5,4.03,0
2024-07-28,STR005,PRD0029,491,153,402,242,R1,2.99,0
2023-02-05,STR030,PRD0104,645,41,322,364,R5,0.17,0
2024-05-05,STR001,PRD0034,112,315,426,1,R2,0.45,1
2023-03-19,STR032,PRD0088,124,222,7,339,R2,1.77,0
2023-01-15,STR028,PRD0061,743,377,351,769,R3,2.07,0
2024-03-03,STR050,PRD0106,270,237,338,169,R2,4.95,0
2024-12-01,STR009,PRD0102,107,99,171,35,R5,0.61,1
2023-08-20,STR048,PRD0054,990,105,552,543,R2,2.02,0
2024-11-24,STR049,PRD0063,120,136,153,103,R3,4.72,0
2024-01-28,STR004,PRD0026,769,270,226,813,R4,3.15,0
2024-12-29,STR036,PRD0113,357,443,267,533,R3,0.04,0
2023-11-05,STR005,PRD0145,327,209,16,520,R1,3.4,0
2024-10-13,STR009,PRD0011,877,209,393,693,R5,1.92,0
2024-04-14,STR029,PRD0066,157,137,234,60,R2,0.45,1
2023-08-13,STR007,PRD0124,302,114,79,337,R5,0.44,0
2024-12-08,STR020,PRD0010,413,187,266,334,R3,4.55,0
2023-12-24,STR028,PRD0046,760,101,247,614,R3,0.07,0
2023-07-30,STR038,PRD0100,972,152,164,960,R3,4.78,0
2024-07-07,STR042,PRD0082,627,130,588,169,R3,2.53,0
2023-10-22,STR014,PRD0015,104,498,182,420,R5,4.7,0
2023-06-04,STR011,PRD0156,871,401,171,1101,R4,4.71,0
2023-04-30,STR032,PRD0061,966,434,44,1356,R2,0.85,0
2023-06-11,STR042,PRD0064,598,358,421,535,R3,0.1,0
2023-12-10,STR015,PRD0118,125,164,169,120,R5,2.49,0
2023-01-22,STR010,PRD0066,590,413,53,950,R1,3.11,0
2023-11-05,STR030,PRD0027,855,345,560,640,R5,1.88,0
2024-09-22,STR020,PRD0047,721,72,362,431,R3,1.82,0
2023-12-31,STR043,PRD0144,147,223,21,349,R1,1.32,0
2023-08-06,STR011,PRD0121,714,194,93,815,R4,4.37,0
2024-04-28,STR029,PRD0154,221,304,431,94,R2,4.89,1
2023-04-09,STR049,PRD0031,480,473,191,762,R3,1.74,0
2023-09-17,STR039,PRD0159,172,69,54,187,R5,2.94,0
2024-05-19,STR040,PRD0033,193,184,234,143,R2,0.69,0
2023-11-05,STR024,PRD0122,403,85,150,338,R5,2.67,0
2024-07-21,STR015,PRD0057,944,408,444,908,R5,1.51,0
2023-12-17,STR022,PRD0097,371,268,331,308,R3,1.83,0
2023-04-02,STR033,PRD0090,284,337,516,105,R1,0.64,0
2023-04-02,STR017,PRD0036,221,427,385,263,R2,1.52,0
2024-02-25,STR029,PRD0071,853,493,250,1096,R2,4.55,0
2024-11-10,STR026,PRD0009,746,490,265,971,R3,2.3,0
2024-01-28,STR041,PRD0062,650,79,111,618,R5,1.12,0
2023-01-01,STR030,PRD0052,243,232,118,357,R5,4.03,0
2023-04-16,STR003,PRD0105,309,192,91,410,R3,1.85,0
2024-01-07,STR021,PRD0090,469,24,138,355,R3,3.98,0
2023-03-19,STR044,PRD0050,485,46,143,388,R5,4.7,0
2023-12-24,STR050,PRD0020,297,259,170,386,R2,2.96,0
2023-03-12,STR037,PRD0056,515,67,7,575,R1,4.6,0
2024-09-15,STR020,PRD0061,292,274,557,9,R3,2.95,1
2024-09-01,STR008,PRD0004,869,290,453,706,R2,1.6,0
2023-09-03,STR033,PRD0050,249,369,585,33,R1,1.85,1
2023-04-30,STR015,PRD0149,979,181,425,735,R5,4.24,0
2024-01-07,STR043,PRD0090,531,432,106,857,R1,3.42,0
2024-02-25,STR018,PRD0027,875,231,181,925,R5,1.17,0
2024-09-08,STR013,PRD0116,777,176,306,647,R2,4.42,0
2023-09-17,STR048,PRD0134,934,1,220,715,R2,4.02,0
2024-10-20,STR013,PRD0039,991,285,589,687,R2,1.76,0
2023-05-14,STR025,PRD0082,299,389,358,330,R4,1.9,0
2023-11-26,STR015,PRD0147,345,29,305,69,R5,0.74,1
2024-06-16,STR043,PRD0145,157,423,515,65,R1,0.86,1
2023-04-09,STR005,PRD0060,419,172,10,581,R1,4.25,0
2024-05-12,STR049,PRD0160,266,397,547,116,R3,1.85,0
2024-09-22,STR011,PRD0104,172,105,230,47,R4,4.36,1
2024-08-25,STR037,PRD0023,107,197,269,35,R1,3.62,1
2024-01-14,STR024,PRD0108,181,206,332,55,R5,4.42,1
2024-10-06,STR028,PRD0052,295,240,129,406,R3,1.79,0
2023-07-30,STR040,PRD0125,695,27,38,684,R2,0.09,0
2024-10-13,STR030,PRD0098,671,299,439,531,R5,0.44,0
2023-07-23,STR015,PRD0108,828,165,91,902,R5,1.47,0
2023-12-17,STR016,PRD0012,738,90,467,361,R2,2.64,0
2024-03-03,STR020,PRD0154,473,454,49,878,R3,3.95,0
2024-10-13,STR023,PRD0125,587,258,140,705,R5,1.87,0
2023-11-19,STR020,PRD0003,700,273,339,634,R3,0.22,0
2024-05-05,STR020,PRD0154,793,392,496,689,R3,0.7,0
2024-10-06,STR010,PRD0029,206,444,233,417,R1,2.47,0
2023-01-29,STR042,PRD0034,605,54,402,257,R3,3.06,0
2023-12-03,STR026,PRD0130,383,125,175,333,R3,4.75,0
2023-09-24,STR006,PRD0107,312,420,382,350,R2,4.22,0
2023-08-20,STR049,PRD0081,727,202,375,554,R3,0.4,0
2024-04-14,STR033,PRD0078,678,103,406,375,R1,3.36,0
2023-08-06,STR046,PRD0007,589,409,124,874,R3,0.54,0
2023-08-06,STR027,PRD0073,132,138,194,76,R1,1.35,1
2024-12-29,STR033,PRD0155,459,281,139,601,R1,4.58,0
2023-05-07,STR019,PRD0141,905,15,224,696,R3,3.11,0
2023-01-15,STR018,PRD0054,273,48,170,151,R5,3.12,0
2023-01-29,STR008,PRD0065,490,219,501,208,R2,4.6,0
2023-07-30,STR031,PRD0028,982,288,360,910,R5,0.94,0
2023-12-31,STR027,PRD0101,151,130,158,123,R1,2.71,0
2023-10-08,STR030,PRD0116,881,396,262,1015,R5,0.32,0
2023-01-29,STR031,PRD0037,824,26,416,434,R5,2.1,0
2023-07-02,STR034,PRD0088,669,420,243,846,R4,3.63,0
2023-04-30,STR037,PRD0122,972,450,557,865,R1,3.78,0
2023-10-29,STR030,PRD0151,494,358,281,571,R5,1.36,0
2024-04-28,STR039,PRD0092,127,267,258,136,R5,0.26,0
2023-07-09,STR022,PRD0028,396,428,586,238,R3,4.11,0
2023-04-16,STR015,PRD0087,350,303,489,164,R5,4.06,0
2023-07-16,STR006,PRD0092,218,414,512,120,R2,1.51,0
2023-12-03,STR023,PRD0160,767,249,450,566,R5,2.66,0
2023-10-08,STR005,PRD0015,282,474,480,276,R1,4.84,0
2024-02-11,STR048,PRD0055,184,250,233,201,R2,1.53,0
2023-10-22,STR030,PRD0084,240,284,50,474,R5,0.97,0
2023-10-22,STR048,PRD0098,572,490,47,1015,R2,3.44,0
2023-06-04,STR005,PRD0112,720,166,14,872,R1,2.66,0
2023-09-24,STR032,PRD0077,166,36,111,91,R2,3.77,1
2023-04-02,STR011,PRD0125,665,436,477,624,R4,4.89,0
2023-10-01,STR006,PRD0116,389,416,351,454,R2,2.09,0
2023-09-03,STR029,PRD0061,516,92,293,315,R2,2.29,0
2023-06-25,STR046,PRD0059,377,246,338,285,R3,4.17,0
2024-10-27,STR012,PRD0052,204,34,150,88,R4,0.74,1
2023-09-10,STR019,PRD0060,382,182,474,90,R3,3.43,1
2023-11-12,STR041,PRD0022,970,156,20,1106,R5,4.51,0
2024-06-23,STR050,PRD0100,117,364,323,158,R2,1.85,0
2023-07-16,STR018,PRD0085,963,128,411,680,R5,4.89,0
2024-11-10,STR012,PRD0159,175,219,379,15,R4,4.47,1
2023-08-27,STR041,PRD0131,972,25,133,864,R5,0.57,0
2024-06-16,STR024,PRD0093,920,269,380,809,R5,3.77,0
2023-11-05,STR029,PRD0091,448,464,105,807,R2,3.01,0
2023-01-01,STR008,PRD0114,194,156,172,178,R2,1.32,0
2024-02-11,STR031,PRD0130,244,144,318,70,R5,0.3,1
2023-10-01,STR029,PRD0008,359,398,152,605,R2,2.46,0
2023-02-19,STR027,PRD0111,763,140,42,861,R1,1.66,0
2023-07-30,STR049,PRD0138,752,441,484,709,R3,2.5,0
2023-05-14,STR033,PRD0099,223,444,158,509,R1,3.13,0
2024-04-14,STR007,PRD0097,520,289,126,683,R5,4.98,0
2023-07-23,STR042,PRD0116,572,269,354,487,R3,3.11,0
2023-09-24,STR013,PRD0039,603,433,321,715,R2,2.37,0
2024-11-24,STR047,PRD0102,472,417,78,811,R2,1.63,0
2024-05-19,STR033,PRD0044,328,331,247,412,R1,0.82,0
2023-07-09,STR026,PRD0091,660,137,304,493,R3,0.3,0
2024-10-13,STR007,PRD0151,801,54,366,489,R5,2.38,0
2023-12-17,STR003,PRD0077,751,4,576,179,R3,2.23,0
2024-01-07,STR044,PRD0154,123,19,117,25,R5,4.28,1
2023-10-15,STR014,PRD0039,402,15,248,169,R5,3.74,0
2023-12-31,STR038,PRD0137,841,356,411,786,R3,1.54,0
2023-11-19,STR031,PRD0074,350,257,579,28,R5,1.69,1
2023-08-13,STR004,PRD0067,653,317,107,863,R4,0.09,0
2024-12-15,STR003,PRD0156,594,103,447,250,R3,2.95,0
2024-02-04,STR014,PRD0080,244,388,232,400,R5,3.96,0
2024-08-25,STR009,PRD0069,736,489,563,662,R5,3.36,0
2023-05-21,STR017,PRD0078,442,406,180,668,R2,0.17,0
2023-06-25,STR047,PRD0135,385,474,323,536,R2,4.45,0
2023-04-30,STR004,PRD0127,301,174,59,416,R4,0.78,0
2023-11-19,STR036,PRD0071,196,75,150,121,R3,0.3,0
2023-03-19,STR025,PRD0157,221,236,187,270,R4,0.34,0
2024-06-30,STR015,PRD0010,962,315,534,743,R5,4.14,0
2023-01-01,STR008,PRD0013,515,293,416,392,R2,2.2,0
2023-03-19,STR038,PRD0062,525,47,552,20,R3,5.0,1
2023-09-10,STR033,PRD0133,506,76,227,355,R1,0.63,0
2023-08-27,STR034,PRD0098,376,296,464,208,R4,1.26,0
2023-04-23,STR043,PRD0111,223,469,122,570,R1,0.23,0
2024-03-03,STR025,PRD0087,836,247,185,898,R4,0.29,0
2024-08-11,STR031,PRD0155,172,437,445,164,R5,1.95,0
2023-11-12,STR022,PRD0141,763,46,12,797,R3,3.93,0
2023-10-01,STR006,PRD0080,895,470,342,1023,R2,3.93,0
2023-05-28,STR042,PRD0130,179,155,263,71,R3,4.07,1
2023-11-19,STR017,PRD0114,876,24,12,888,R2,2.18,0
2023-10-15,STR008,PRD0048,127,436,525,38,R2,4.85,1
2024-01-14,STR032,PRD0069,110,482,109,483,R2,1.93,0
2023-11-05,STR046,PRD0058,113,302,284,131,R3,3.24,0
2024-10-27,STR012,PRD0159,492,220,161,551,R4,0.95,0
2024-07-28,STR026,PRD0127,738,21,570,189,R3,1.22,0
2024-02-25,STR003,PRD0155,709,211,109,811,R3,2.33,0
2023-07-23,STR039,PRD0037,159,416,293,282,R5,3.55,0
2024-08-25,STR027,PRD0091,919,436,183,1172,R1,1.8,0
2023-06-25,STR018,PRD0117,757,491,426,822,R5,2.35,0
2024-01-28,STR041,PRD0023,615,98,463,250,R5,0.95,0
2023-02-05,STR011,PRD0036,438,231,464,205,R4,3.24,0
2024-12-01,STR046,PRD0108,139,143,9,273,R3,3.1,0
2024-07-21,STR041,PRD0124,945,22,533,434,R5,0.25,0
2023-09-17,STR022,PRD0052,703,125,475,353,R3,0.41,0
2023-04-30,STR025,PRD0081,648,398,263,783,R4,1.79,0
2023-03-12,STR013,PRD0121,488,272,34,726,R2,2.22,0
2024-07-28,STR036,PRD0143,674,84,571,187,R3,3.83,0
2024-03-10,STR006,PRD0013,1000,277,336,941,R2,1.26,0
2024-05-26,STR032,PRD0073,656,200,186,670,R2,4.26,0
2023-07-16,STR029,PRD0157,953,41,422,572,R2,2.9,0
2024-11-17,STR015,PRD0041,515,478,24,969,R5,3.56,0
2023-03-19,STR006,PRD0026,873,432,405,900,R2,4.27,0
2023-07-02,STR002,PRD0117,310,345,308,347,R2,4.57,0
2023-12-24,STR012,PRD0108,177,265,297,145,R4,0.13,0
2023-10-22,STR048,PRD0070,875,339,270,944,R2,4.07,0
2024-01-28,STR043,PRD0130,628,484,499,613,R1,1.07,0
2024-05-12,STR027,PRD0032,763,424,46,1141,R1,4.37,0
2023-10-29,STR005,PRD0003,530,103,219,414,R1,2.42,0
2024-10-06,STR021,PRD0077,856,67,401,522,R3,2.34,0
2024-10-13,STR024,PRD0152,128,6,77,57,R5,4.1,1
2023-10-29,STR014,PRD0125,381,435,19,797,R5,0.74,0
2024-09-08,STR022,PRD0077,410,499,15,894,R3,1.64,0
2023-10-15,STR016,PRD0074,887,125,405,607,R2,3.85,0
2024-07-21,STR046,PRD0012,119,425,159,385,R3,4.11,0
2024-11-10,STR029,PRD0147,765,113,229,649,R2,3.08,0
2023-04-30,STR021,PRD0021,466,469,12,923,R3,2.58,0
2023-02-12,STR024,PRD0060,824,372,392,804,R5,4.87,0
2024-04-07,STR023,PRD0033,899,438,39,1298,R5,2.5,0
2024-11-10,STR038,PRD0152,499,382,132,749,R3,1.46,0
2024-10-06,STR024,PRD0027,728,110,499,339,R5,2.21,0
2023-10-01,STR008,PRD0075,999,347,597,749,R2,3.25,0
2023-06-04,STR030,PRD0140,735,105,230,610,R5,0.23,0
2023-01-01,STR015,PRD0067,481,359,564,276,R5,1.89,0
2024-10-06,STR034,PRD0011,834,196,4,1026,R4,3.29,0
2023-05-28,STR049,PRD0148,781,109,140,750,R3,0.37,0
2023-11-12,STR019,PRD0130,325,449,440,334,R3,4.28,0
2023-11-19,STR048,PRD0010,934,189,88,1035,R2,0.35,0
2023-03-05,STR011,PRD0009,121,30,30,121,R4,1.87,0
2023-10-29,STR006,PRD0054,991,248,181,1058,R2,1.44,0
2024-12-22,STR047,PRD0021,139,282,245,176,R2,3.08,0
2024-01-14,STR011,PRD0039,351,1,288,64,R4,2.34,1
2023-08-06,STR004,PRD0010,231,424,113,542,R4,3.76,0
2024-04-28,STR018,PRD0027,350,328,2,676,R5,1.03,0
2024-03-17,STR007,PRD0104,444,363,336,471,R5,4.82,0
2024-01-28,STR034,PRD0146,186,455,460,181,R4,2.89,0
2024-02-11,STR038,PRD0034,399,223,480,142,R3,4.06,0
2023-01-22,STR015,PRD0152,696,460,306,850,R5,4.51,0
2024-04-28,STR021,PRD0106,333,39,122,250,R3,4.52,0
2024-07-28,STR024,PRD0022,269,139,314,94,R5,4.79,1
2023-09-24,STR017,PRD0137,768,366,389,745,R2,0.35,0
2023-07-16,STR049,PRD0148,166,211,49,328,R3,1.89,0
2024-03-03,STR001,PRD0056,966,308,393,881,R2,3.1,0
2023-12-03,STR016,PRD0126,342,35,43,334,R2,4.85,0
2023-03-05,STR031,PRD0021,936,72,25,983,R5,1.49,0
2024-01-21,STR011,PRD0057,908,42,460,490,R4,2.5,0
2023-10-22,STR004,PRD0053,800,88,375,513,R4,3.07,0
2024-02-18,STR037,PRD0050,847,46,52,841,R1,1.52,0
2024-10-13,STR043,PRD0001,282,398,505,175,R1,1.84,0
2023-03-26,STR015,PRD0104,613,404,514,503,R5,0.2,0
2024-03-03,STR017,PRD0124,841,348,576,613,R2,1.16,0
2023-10-29,STR010,PRD0040,138,214,14,338,R1,2.24,0
2024-07-14,STR044,PRD0060,491,490,434,547,R5,0.87,0
2024-03-10,STR048,PRD0006,756,17,593,180,R2,4.73,0
2024-01-07,STR036,PRD0132,474,173,403,244,R3,0.72,0
2023-03-05,STR033,PRD0012,806,79,143,742,R1,4.27,0
2023-11-26,STR046,PRD0065,580,289,44,825,R3,1.2,0
2023-01-08,STR007,PRD0027,582,26,188,420,R5,0.78,0
2023-10-15,STR018,PRD0155,981,75,197,859,R5,0.49,0
2024-09-22,STR024,PRD0063,420,327,577,170,R5,0.11,0
2023-02-26,STR034,PRD0132,921,34,186,769,R4,2.78,0
2023-04-23,STR017,PRD0029,669,281,31,919,R2,0.82,0
2023-08-13,STR036,PRD0035,339,267,478,128,R3,3.92,0
2024-08-11,STR026,PRD0143,373,390,171,592,R3,1.24,0
2023-07-16,STR007,PRD0152,816,21,419,418,R5,3.03,0
2023-08-06,STR038,PRD0160,792,500,576,716,R3,0.65,0
2023-03-19,STR046,PRD0013,516,82,139,459,R3,4.3,0
2024-02-04,STR021,PRD0063,892,58,117,833,R3,0.63,0
2024-11-03,STR025,PRD0026,740,377,198,919,R4,3.64,0
2024-03-17,STR034,PRD0077,969,58,206,821,R4,4.66,0
2023-06-04,STR013,PRD0077,932,231,440,723,R2,2.56,0
2023-10-15,STR008,PRD0117,477,253,569,161,R2,3.17,0
2024-01-14,STR050,PRD0061,766,178,552,392,R2,4.31,0
2024-07-14,STR018,PRD0071,839,123,35,927,R5,0.57,0
2023-08-27,STR023,PRD0108,483,332,312,503,R5,4.36,0
2024-05-05,STR009,PRD0090,468,33,445,56,R5,4.47,1
2024-09-15,STR023,PRD0055,118,102,45,175,R5,2.82,0
2023-01-22,STR029,PRD0039,412,15,95,332,R2,2.33,0
2024-08-25,STR046,PRD0050,516,92,479,129,R3,2.62,0
2024-01-14,STR006,PRD0145,739,64,526,277,R2,1.27,0
2024-07-07,STR041,PRD0116,122,360,418,64,R5,1.32,1
2024-06-30,STR034,PRD0130,858,387,75,1170,R4,2.61,0
2023-10-15,STR024,PRD0059,558,292,142,708,R5,0.17,0
2023-02-12,STR013,PRD0051,606,449,86,969,R2,3.03,0
2023-08-06,STR041,PRD0023,110,344,424,30,R5,3.94,1
2024-07-14,STR027,PRD0003,862,388,85,1165,R1,2.52,0
2024-09-29,STR040,PRD0059,829,27,557,299,R2,2.92,0
2023-07-30,STR022,PRD0091,289,134,33,390,R3,3.71,0
2024-01-28,STR039,PRD0093,141,26,62,105,R5,0.97,0
2023-05-14,STR014,PRD0026,392,478,365,505,R5,3.93,0
2023-07-02,STR001,PRD0115,504,201,154,551,R2,2.44,0
2024-08-04,STR047,PRD0153,907,397,153,1151,R2,4.36,0
