RETURN_ID,ORDER_ID,RETURN_DATE,PRODUCT_ID,CUSTOMER_ID,RETURN_REASON,REFUND_AMOUNT,RETURN_STATUS,CHANNEL_ID
RET00535,ORD0012386,2023-05-29,PRD0056,CUS02299,Wrong Item Delivered,19317.33,Approved,CH01
RET00536,ORD0019032,2023-04-22,PRD0144,CUS03099,Damaged Packaging,1776.01,Rejected,CH02
RET00537,ORD0000748,2024-12-11,PRD0094,CUS04819,Not as Described,5249.4,Approved,CH03
RET00538,ORD0004409,2024-01-01,PRD0006,CUS01077,Damaged Packaging,50421.03,Approved,CH02
RET00539,ORD0004617,2024-04-10,PRD0038,CUS03875,Arrived Late,9853.25,Approved,CH01
RET00540,ORD0012062,2024-04-11,PRD0036,CUS02275,Size/Fit Issue,3646.43,Approved,CH01
RET00541,ORD0003473,2024-09-26,PRD0108,CUS00404,Damaged Packaging,1639.76,Approved,CH02
RET00542,ORD0019049,2024-06-21,PRD0067,CUS01772,Defective Product,1507.49,Approved,CH02
RET00543,ORD0012917,2023-06-09,PRD0069,CUS02830,Defective Product,17815.4,Approved,CH03
RET00544,ORD0003882,2023-12-26,PRD0093,CUS03984,Defective Product,7429.27,Approved,CH01
RET00545,ORD0003198,2023-04-22,PRD0131,CUS04452,Defective Product,8230.84,Approved,CH01
RET00546,ORD0016221,2023-08-28,PRD0135,CUS00782,Not as Described,22294.57,Approved,CH02
RET00547,ORD0004441,2023-01-31,PRD0111,CUS00512,Arrived Late,2024.19,Pending,CH02
RET00548,ORD0005281,2024-04-08,PRD0141,CUS02956,Not as Described,4739.54,Pending,CH02
RET00549,ORD0002679,2023-03-12,PRD0089,CUS02042,Arrived Late,6177.28,Approved,CH02
RET00550,ORD0011734,2023-09-23,PRD0051,CUS03964,Arrived Late,19713.67,Rejected,CH02
RET00551,ORD0014225,2024-05-30,PRD0129,CUS01091,Damaged Packaging,2781.72,Approved,CH01
RET00552,ORD0013547,2024-08-23,PRD0042,CUS01295,Arrived Late,9873.23,Pending,CH01
RET00553,ORD0018497,2023-08-19,PRD0040,CUS01430,Changed Mind,4408.17,Pending,CH02
RET00554,ORD0014216,2023-06-21,PRD0106,CUS00470,Damaged Packaging,743.75,Approved,CH02
RET00555,ORD0017465,2024-03-05,PRD0092,CUS00831,Defective Product,1732.13,Pending,CH02
RET00556,ORD0003717,2024-11-21,PRD0082,CUS00635,Wrong Item Delivered,2633.97,Pending,CH03
RET00557,ORD0010799,2024-07-10,PRD0142,CUS02161,Wrong Item Delivered,256.53,Approved,CH02
RET00558,ORD0012756,2023-03-20,PRD0082,CUS03446,Changed Mind,2227.92,Approved,CH02
RET00559,ORD0005513,2023-12-01,PRD0023,CUS01986,Size/Fit Issue,4238.29,Approved,CH02
RET00560,ORD0015310,2023-12-08,PRD0049,CUS01214,Not as Described,2483.11,Rejected,CH01
RET00561,ORD0002059,2024-12-08,PRD0022,CUS04564,Size/Fit Issue,2361.55,Pending,CH01
RET00562,ORD0005526,2024-10-22,PRD0109,CUS02015,Not as Described,3786.49,Approved,CH02
RET00563,ORD0013273,2024-03-30,PRD0022,CUS01955,Arrived Late,13317.15,Approved,CH01
RET00564,ORD0011742,2023-02-03,PRD0005,CUS02372,Damaged Packaging,125953.73,Approved,CH02
RET00565,ORD0010234,2024-02-05,PRD0113,CUS01230,Not as Described,1376.5,Rejected,CH03
RET00566,ORD0007475,2024-01-02,PRD0080,CUS01486,Arrived Late,40992.08,Rejected,CH02
RET00567,ORD0009162,2024-06-06,PRD0040,CUS00096,Wrong Item Delivered,4605.32,Approved,CH02
RET00568,ORD0002664,2024-01-20,PRD0045,CUS01507,Defective Product,45139.38,Approved,CH01
RET00569,ORD0007915,2023-08-24,PRD0085,CUS03672,Defective Product,664.89,Pending,CH01
RET00570,ORD0016571,2023-11-28,PRD0043,CUS00676,Arrived Late,3030.09,Pending,CH02
RET00571,ORD0004083,2023-09-14,PRD0114,CUS03058,Damaged Packaging,3823.77,Approved,CH02
RET00572,ORD0010462,2024-07-12,PRD0034,CUS04107,Defective Product,4118.61,Approved,CH01
RET00573,ORD0003266,2023-10-13,PRD0093,CUS01892,Arrived Late,9001.09,Rejected,CH01
RET00574,ORD0016340,2024-08-02,PRD0155,CUS03730,Size/Fit Issue,2705.1,Rejected,CH01
RET00575,ORD0000471,2024-03-09,PRD0102,CUS04953,Changed Mind,2625.34,Approved,CH01
RET00576,ORD0016219,2023-09-16,PRD0138,CUS03401,Wrong Item Delivered,4488.39,Rejected,CH02
RET00577,ORD0005711,2023-07-13,PRD0112,CUS01186,Wrong Item Delivered,225.6,Approved,CH03
RET00578,ORD0004326,2023-03-12,PRD0031,CUS03870,Arrived Late,14067.45,Approved,CH02
RET00579,ORD0005387,2024-12-02,PRD0116,CUS02780,Changed Mind,2139.11,Approved,CH01
RET00580,ORD0016701,2024-06-03,PRD0072,CUS01483,Damaged Packaging,12076.25,Approved,CH01
RET00581,ORD0010040,2023-05-29,PRD0090,CUS01962,Wrong Item Delivered,5544.98,Approved,CH03
RET00582,ORD0008082,2024-12-25,PRD0059,CUS00205,Arrived Late,13666.32,Approved,CH01
RET00583,ORD0015513,2024-12-26,PRD0160,CUS03451,Changed Mind,958.6,Pending,CH01
RET00584,ORD0007474,2023-04-09,PRD0104,CUS01488,Changed Mind,3399.62,Pending,CH02
RET00585,ORD0019147,2023-11-06,PRD0023,CUS02279,Arrived Late,3470.3,Approved,CH02
RET00586,ORD0002547,2024-02-09,PRD0054,CUS00242,Defective Product,24300.84,Approved,CH01
RET00587,ORD0019235,2024-01-09,PRD0032,CUS04240,Damaged Packaging,10369.77,Approved,CH02
RET00588,ORD0017361,2023-05-12,PRD0010,CUS03824,Arrived Late,66005.53,Approved,CH01
RET00589,ORD0007377,2023-08-12,PRD0103,CUS02196,Not as Described,476.53,Pending,CH02
RET00590,ORD0018122,2024-11-03,PRD0037,CUS04878,Wrong Item Delivered,14872.01,Approved,CH01
RET00591,ORD0003107,2024-09-07,PRD0023,CUS02604,Not as Described,7475.76,Approved,CH02
RET00592,ORD0009266,2024-01-08,PRD0003,CUS00734,Damaged Packaging,7115.14,Approved,CH03
RET00593,ORD0015680,2023-07-31,PRD0159,CUS04745,Wrong Item Delivered,477.88,Pending,CH01
RET00594,ORD0007790,2024-05-01,PRD0137,CUS02158,Defective Product,10064.62,Approved,CH01
RET00595,ORD0015973,2023-07-06,PRD0047,CUS04929,Not as Described,5353.62,Pending,CH01
RET00596,ORD0005298,2023-05-15,PRD0058,CUS02582,Not as Described,14285.34,Pending,CH03
RET00597,ORD0012744,2024-08-30,PRD0042,CUS00730,Not as Described,11565.37,Approved,CH01
RET00598,ORD0019866,2024-05-16,PRD0098,CUS03092,Damaged Packaging,3809.67,Approved,CH03
RET00599,ORD0015649,2023-12-22,PRD0038,CUS01155,Damaged Packaging,10886.49,Approved,CH03
RET00600,ORD0003444,2023-11-10,PRD0017,CUS02229,Arrived Late,12638.17,Approved,CH02
RET00601,ORD0003606,2023-02-07,PRD0030,CUS02221,Damaged Packaging,15167.12,Approved,CH02
RET00602,ORD0013887,2023-07-08,PRD0042,CUS04449,Defective Product,18420.38,Approved,CH03
RET00603,ORD0005285,2024-02-04,PRD0130,CUS04706,Damaged Packaging,10420.23,Approved,CH01
RET00604,ORD0019185,2024-02-05,PRD0150,CUS02252,Arrived Late,2629.54,Approved,CH02
RET00605,ORD0004407,2024-05-26,PRD0026,CUS02565,Size/Fit Issue,5768.87,Approved,CH02
RET00606,ORD0010453,2023-02-27,PRD0037,CUS03310,Changed Mind,1609.16,Rejected,CH01
RET00607,ORD0018331,2024-10-22,PRD0126,CUS02510,Arrived Late,1710.55,Rejected,CH02
RET00608,ORD0005679,2023-04-18,PRD0070,CUS03024,Not as Described,27383.09,Pending,CH03
RET00609,ORD0018158,2023-06-17,PRD0005,CUS03295,Arrived Late,148541.2,Approved,CH01
RET00610,ORD0014733,2024-10-07,PRD0127,CUS04136,Wrong Item Delivered,3722.19,Pending,CH03
RET00611,ORD0015596,2023-09-04,PRD0131,CUS02149,Defective Product,1158.72,Approved,CH01
RET00612,ORD0013775,2024-10-13,PRD0063,CUS04790,Defective Product,24534.6,Rejected,CH02
RET00613,ORD0003155,2024-12-15,PRD0089,CUS02638,Damaged Packaging,4944.58,Approved,CH03
RET00614,ORD0000366,2024-09-08,PRD0092,CUS02093,Not as Described,2211.71,Pending,CH03
RET00615,ORD0008537,2023-02-01,PRD0102,CUS03544,Changed Mind,1118.92,Pending,CH02
RET00616,ORD0015829,2024-11-19,PRD0149,CUS03762,Arrived Late,2043.08,Approved,CH01
RET00617,ORD0005252,2024-02-16,PRD0110,CUS04631,Damaged Packaging,1708.91,Approved,CH01
RET00618,ORD0014507,2023-05-26,PRD0088,CUS04259,Damaged Packaging,1133.73,Approved,CH01
RET00619,ORD0014053,2023-10-12,PRD0138,CUS01218,Changed Mind,21158.23,Approved,CH01
RET00620,ORD0000922,2023-11-09,PRD0074,CUS01322,Size/Fit Issue,25900.38,Approved,CH01
RET00621,ORD0002844,2023-01-26,PRD0044,CUS03637,Arrived Late,14043.1,Pending,CH02
RET00622,ORD0002410,2024-10-26,PRD0064,CUS00371,Changed Mind,3429.35,Approved,CH03
RET00623,ORD0016626,2023-12-11,PRD0055,CUS01634,Not as Described,10083.63,Approved,CH02
RET00624,ORD0015285,2024-08-05,PRD0088,CUS03692,Changed Mind,3441.48,Approved,CH02
RET00625,ORD0003603,2023-07-06,PRD0024,CUS02209,Changed Mind,6197.76,Pending,CH01
RET00626,ORD0003772,2024-12-22,PRD0105,CUS03095,Not as Described,4438.92,Approved,CH03
RET00627,ORD0000215,2024-04-23,PRD0141,CUS01145,Size/Fit Issue,405.2,Pending,CH02
RET00628,ORD0015356,2023-02-24,PRD0153,CUS03733,Defective Product,284.82,Pending,CH03
RET00629,ORD0006404,2024-05-13,PRD0022,CUS01214,Wrong Item Delivered,20666.46,Approved,CH02
RET00630,ORD0010161,2023-04-29,PRD0010,CUS01605,Defective Product,77356.98,Rejected,CH02
RET00631,ORD0010700,2023-12-16,PRD0135,CUS00319,Changed Mind,10032.68,Pending,CH01
RET00632,ORD0006754,2023-10-15,PRD0016,CUS02803,Not as Described,87847.56,Pending,CH03
RET00633,ORD0007000,2023-09-23,PRD0041,CUS02149,Damaged Packaging,2982.48,Approved,CH02
RET00634,ORD0005766,2024-11-18,PRD0088,CUS03193,Changed Mind,4733.99,Approved,CH02
RET00635,ORD0018537,2024-01-29,PRD0018,CUS01467,Wrong Item Delivered,33045.31,Pending,CH01
RET00636,ORD0019527,2024-01-30,PRD0017,CUS00945,Size/Fit Issue,43294.49,Approved,CH01
RET00637,ORD0009834,2024-09-27,PRD0072,CUS03085,Wrong Item Delivered,8294.02,Approved,CH02
RET00638,ORD0013527,2023-09-17,PRD0068,CUS02581,Not as Described,12623.44,Approved,CH02
RET00639,ORD0008049,2024-01-03,PRD0096,CUS04794,Wrong Item Delivered,2807.11,Approved,CH02
RET00640,ORD0003192,2024-05-28,PRD0157,CUS00968,Size/Fit Issue,1105.7,Approved,CH02
RET00641,ORD0007136,2024-10-11,PRD0141,CUS03146,Wrong Item Delivered,4897.06,Approved,CH02
RET00642,ORD0012036,2024-08-16,PRD0010,CUS02565,Not as Described,43368.3,Rejected,CH01
RET00643,ORD0007348,2024-06-30,PRD0131,CUS04462,Arrived Late,7160.05,Pending,CH03
RET00644,ORD0012376,2024-10-09,PRD0158,CUS01077,Size/Fit Issue,1936.34,Pending,CH02
RET00645,ORD0012832,2023-10-19,PRD0043,CUS01757,Size/Fit Issue,19889.81,Approved,CH03
RET00646,ORD0013332,2024-08-01,PRD0117,CUS03794,Damaged Packaging,7148.7,Approved,CH02
RET00647,ORD0010975,2023-11-22,PRD0070,CUS00969,Changed Mind,6634.46,Approved,CH02
RET00648,ORD0005997,2024-07-03,PRD0035,CUS01237,Defective Product,15125.59,Rejected,CH01
RET00649,ORD0004118,2024-07-22,PRD0028,CUS03362,Wrong Item Delivered,16248.99,Approved,CH01
RET00650,ORD0004375,2024-09-02,PRD0019,CUS02636,Damaged Packaging,56814.55,Pending,CH02
RET00651,ORD0007532,2024-12-15,PRD0014,CUS02649,Wrong Item Delivered,90414.42,Approved,CH03
RET00652,ORD0002802,2023-11-23,PRD0157,CUS01947,Defective Product,685.82,Approved,CH01
RET00653,ORD0011352,2023-07-15,PRD0054,CUS00079,Changed Mind,19257.1,Approved,CH03
RET00654,ORD0008124,2024-06-15,PRD0101,CUS03025,Not as Described,1903.93,Pending,CH02
RET00655,ORD0017619,2024-01-11,PRD0098,CUS01567,Arrived Late,4364.51,Approved,CH01
RET00656,ORD0003598,2024-09-28,PRD0126,CUS00108,Arrived Late,7826.47,Approved,CH03
RET00657,ORD0003307,2023-10-08,PRD0041,CUS03335,Defective Product,8978.07,Approved,CH02
RET00658,ORD0017309,2024-10-05,PRD0034,CUS04177,Damaged Packaging,5831.44,Approved,CH03
RET00659,ORD0010981,2023-08-09,PRD0035,CUS04248,Damaged Packaging,13974.69,Approved,CH02
RET00660,ORD0002948,2024-06-17,PRD0008,CUS01806,Changed Mind,44559.36,Approved,CH01
RET00661,ORD0016103,2023-03-25,PRD0059,CUS02814,Defective Product,15185.7,Approved,CH02
RET00662,ORD0003090,2023-10-20,PRD0152,CUS00871,Arrived Late,2021.87,Approved,CH01
RET00663,ORD0010966,2024-05-16,PRD0054,CUS02822,Arrived Late,7599.65,Approved,CH02
RET00664,ORD0011216,2023-03-17,PRD0006,CUS04836,Damaged Packaging,83632.7,Approved,CH03
RET00665,ORD0018424,2024-11-17,PRD0144,CUS04967,Changed Mind,224.32,Pending,CH01
RET00666,ORD0009410,2023-12-31,PRD0086,CUS01247,Changed Mind,12153.73,Approved,CH03
RET00667,ORD0005998,2024-10-07,PRD0049,CUS04644,Arrived Late,22602.92,Approved,CH03
RET00668,ORD0000991,2023-03-15,PRD0054,CUS01052,Damaged Packaging,2334.5,Approved,CH01
RET00669,ORD0014636,2023-05-30,PRD0012,CUS02301,Size/Fit Issue,182802.36,Approved,CH01
RET00670,ORD0002874,2024-10-09,PRD0056,CUS00557,Damaged Packaging,30233.72,Approved,CH03
RET00671,ORD0017370,2024-07-28,PRD0104,CUS02456,Defective Product,4269.67,Approved,CH02
RET00672,ORD0019550,2024-10-13,PRD0006,CUS01821,Not as Described,159203.74,Approved,CH02
RET00673,ORD0013581,2024-04-11,PRD0106,CUS00808,Size/Fit Issue,2721.64,Approved,CH01
RET00674,ORD0011316,2023-04-02,PRD0084,CUS00295,Damaged Packaging,1420.11,Approved,CH03
RET00675,ORD0014412,2024-06-24,PRD0092,CUS00158,Arrived Late,1773.72,Approved,CH03
RET00676,ORD0000486,2024-05-09,PRD0148,CUS03939,Not as Described,2631.84,Pending,CH03
RET00677,ORD0010266,2023-05-27,PRD0071,CUS01525,Size/Fit Issue,7389.05,Approved,CH02
RET00678,ORD0000722,2024-07-09,PRD0099,CUS02125,Defective Product,9357.29,Pending,CH03
RET00679,ORD0019307,2023-03-04,PRD0058,CUS04021,Defective Product,13572.92,Approved,CH01
RET00680,ORD0012919,2024-06-20,PRD0034,CUS01160,Arrived Late,8413.26,Pending,CH01
RET00681,ORD0018459,2024-04-29,PRD0080,CUS00687,Size/Fit Issue,7355.87,Rejected,CH02
RET00682,ORD0014601,2024-11-02,PRD0047,CUS04377,Defective Product,43965.78,Approved,CH02
RET00683,ORD0001693,2024-04-22,PRD0126,CUS02623,Wrong Item Delivered,1671.46,Approved,CH02
RET00684,ORD0008789,2024-06-03,PRD0114,CUS02884,Not as Described,3132.63,Approved,CH03
RET00685,ORD0010126,2023-03-16,PRD0121,CUS04598,Changed Mind,11234.99,Approved,CH02
RET00686,ORD0007664,2023-07-20,PRD0120,CUS04773,Defective Product,2323.04,Approved,CH02
RET00687,ORD0014300,2023-05-04,PRD0154,CUS03061,Arrived Late,244.7,Pending,CH01
RET00688,ORD0014548,2024-11-27,PRD0072,CUS02308,Not as Described,10092.12,Approved,CH02
RET00689,ORD0012613,2024-10-24,PRD0066,CUS04593,Changed Mind,14181.72,Approved,CH02
RET00690,ORD0001898,2023-10-12,PRD0026,CUS02769,Damaged Packaging,16892.8,Pending,CH01
RET00691,ORD0013869,2024-03-24,PRD0030,CUS01170,Damaged Packaging,5395.42,Approved,CH01
RET00692,ORD0005567,2024-05-08,PRD0039,CUS01503,Size/Fit Issue,3795.13,Approved,CH02
RET00693,ORD0012291,2023-10-30,PRD0123,CUS01811,Size/Fit Issue,16197.46,Pending,CH03
RET00694,ORD0017109,2023-01-18,PRD0129,CUS04005,Wrong Item Delivered,25638.32,Approved,CH02
RET00695,ORD0007297,2023-04-01,PRD0096,CUS02958,Arrived Late,6147.85,Approved,CH02
RET00696,ORD0010725,2024-12-29,PRD0110,CUS03776,Size/Fit Issue,7982.15,Rejected,CH02
RET00697,ORD0004200,2024-05-18,PRD0060,CUS04636,Size/Fit Issue,6130.01,Approved,CH02
RET00698,ORD0006335,2024-10-05,PRD0117,CUS01386,Changed Mind,5065.61,Rejected,CH02
RET00699,ORD0016306,2023-10-16,PRD0012,CUS00468,Wrong Item Delivered,150571.7,Approved,CH02
RET00700,ORD0018507,2024-04-15,PRD0068,CUS01226,Size/Fit Issue,5395.34,Approved,CH01
RET00701,ORD0017511,2024-10-19,PRD0134,CUS04687,Defective Product,2529.08,Approved,CH02
RET00702,ORD0000616,2024-11-20,PRD0066,CUS00057,Changed Mind,20282.2,Pending,CH03
RET00703,ORD0000392,2024-10-27,PRD0113,CUS01444,Not as Described,2197.55,Approved,CH01
RET00704,ORD0015290,2023-10-08,PRD0086,CUS04078,Changed Mind,8563.8,Approved,CH02
RET00705,ORD0004427,2024-10-11,PRD0056,CUS02979,Not as Described,4401.29,Approved,CH03
RET00706,ORD0017178,2023-10-08,PRD0056,CUS03815,Not as Described,18209.25,Approved,CH01
RET00707,ORD0014015,2023-10-10,PRD0053,CUS01052,Not as Described,8273.32,Approved,CH03
RET00708,ORD0000901,2023-05-17,PRD0014,CUS04901,Arrived Late,72668.36,Approved,CH02
RET00709,ORD0006679,2024-10-24,PRD0027,CUS00487,Not as Described,1631.88,Approved,CH02
RET00710,ORD0010786,2024-12-23,PRD0142,CUS03784,Size/Fit Issue,801.82,Approved,CH02
RET00711,ORD0001094,2023-04-08,PRD0151,CUS04711,Not as Described,612.11,Approved,CH01
RET00712,ORD0000053,2024-02-19,PRD0082,CUS00147,Wrong Item Delivered,2838.06,Approved,CH01
RET00713,ORD0002964,2023-05-12,PRD0020,CUS00275,Arrived Late,11974.52,Approved,CH02
RET00714,ORD0001472,2024-09-15,PRD0077,CUS04246,Damaged Packaging,31965.11,Approved,CH01
RET00715,ORD0014155,2024-08-04,PRD0118,CUS03944,Wrong Item Delivered,1894.11,Pending,CH03
RET00716,ORD0018793,2024-10-13,PRD0127,CUS04524,Size/Fit Issue,12644.41,Approved,CH02
RET00717,ORD0008609,2023-06-03,PRD0076,CUS02571,Changed Mind,12127.64,Rejected,CH02
RET00718,ORD0012534,2023-03-23,PRD0100,CUS04957,Arrived Late,10851.44,Rejected,CH02
RET00719,ORD0000873,2024-04-09,PRD0090,CUS02425,Size/Fit Issue,7793.96,Approved,CH01
RET00720,ORD0008761,2023-08-03,PRD0139,CUS04553,Not as Described,5262.68,Approved,CH01
RET00721,ORD0015062,2023-01-23,PRD0118,CUS03488,Arrived Late,3251.48,Rejected,CH02
RET00722,ORD0010456,2023-04-06,PRD0146,CUS03293,Not as Described,141.94,Approved,CH01
RET00723,ORD0008399,2024-08-28,PRD0102,CUS00945,Not as Described,1958.27,Pending,CH02
RET00724,ORD0001130,2023-08-14,PRD0070,CUS02119,Arrived Late,16357.24,Approved,CH02
RET00725,ORD0016381,2023-03-24,PRD0047,CUS01198,Damaged Packaging,39992.58,Pending,CH01
RET00726,ORD0017683,2024-11-08,PRD0050,CUS00123,Defective Product,19230.27,Approved,CH02
RET00727,ORD0017455,2023-12-05,PRD0115,CUS01490,Damaged Packaging,3982.38,Approved,CH02
RET00728,ORD0015651,2024-05-13,PRD0088,CUS00216,Changed Mind,6814.95,Approved,CH02
RET00729,ORD0001412,2023-03-31,PRD0157,CUS01418,Arrived Late,3955.84,Approved,CH01
RET00730,ORD0009859,2023-02-11,PRD0069,CUS02761,Wrong Item Delivered,21590.31,Approved,CH03
RET00731,ORD0001902,2024-02-21,PRD0074,CUS00788,Wrong Item Delivered,13146.78,Approved,CH02
RET00732,ORD0004996,2024-12-08,PRD0125,CUS00400,Wrong Item Delivered,3471.02,Approved,CH01
RET00733,ORD0011504,2024-10-23,PRD0120,CUS02427,Defective Product,369.22,Approved,CH03
RET00734,ORD0014271,2023-04-27,PRD0058,CUS03309,Not as Described,1758.68,Approved,CH03
RET00735,ORD0019816,2024-02-16,PRD0057,CUS02406,Changed Mind,28779.53,Pending,CH03
RET00736,ORD0001120,2024-10-11,PRD0072,CUS02028,Arrived Late,16221.44,Approved,CH01
RET00737,ORD0015084,2023-09-23,PRD0098,CUS00017,Defective Product,4914.9,Approved,CH03
RET00738,ORD0005207,2024-06-18,PRD0050,CUS01009,Damaged Packaging,13442.56,Approved,CH02
RET00739,ORD0019890,2024-01-19,PRD0080,CUS02978,Not as Described,16820.44,Approved,CH02
RET00740,ORD0004035,2023-09-01,PRD0045,CUS02296,Wrong Item Delivered,19742.2,Approved,CH02
RET00741,ORD0004350,2024-11-26,PRD0034,CUS02060,Not as Described,6217.26,Rejected,CH01
RET00742,ORD0004266,2024-11-10,PRD0153,CUS04440,Arrived Late,801.96,Approved,CH03
RET00743,ORD0006877,2024-05-24,PRD0075,CUS02202,Size/Fit Issue,9717.24,Approved,CH02
RET00744,ORD0018890,2023-05-17,PRD0102,CUS04611,Size/Fit Issue,5658.33,Approved,CH02
RET00745,ORD0006022,2023-10-30,PRD0127,CUS01285,Damaged Packaging,9684.41,Pending,CH03
RET00746,ORD0015983,2023-02-25,PRD0051,CUS01694,Damaged Packaging,11987.4,Pending,CH03
RET00747,ORD0003929,2023-02-09,PRD0011,CUS01147,Arrived Late,70043.19,Pending,CH03
RET00748,ORD0007057,2024-08-09,PRD0066,CUS00365,Arrived Late,31172.2,Approved,CH01
RET00749,ORD0006215,2023-10-25,PRD0140,CUS00261,Not as Described,1296.09,Rejected,CH02
RET00750,ORD0013975,2023-06-23,PRD0096,CUS03813,Damaged Packaging,4403.74,Approved,CH03
RET00751,ORD0003900,2023-02-01,PRD0010,CUS00607,Defective Product,48800.34,Approved,CH02
RET00752,ORD0001445,2023-11-12,PRD0120,CUS00107,Changed Mind,458.04,Approved,CH02
RET00753,ORD0017917,2024-03-15,PRD0002,CUS01535,Defective Product,167966.07,Approved,CH03
RET00754,ORD0001108,2024-01-02,PRD0001,CUS00322,Damaged Packaging,42697.6,Pending,CH02
RET00755,ORD0015177,2024-09-29,PRD0089,CUS04676,Wrong Item Delivered,8075.49,Approved,CH01
RET00756,ORD0003122,2023-08-12,PRD0116,CUS04867,Not as Described,2788.41,Approved,CH02
RET00757,ORD0018498,2024-01-15,PRD0017,CUS03815,Size/Fit Issue,45593.33,Approved,CH01
RET00758,ORD0013197,2024-11-17,PRD0080,CUS03148,Arrived Late,32169.84,Rejected,CH01
RET00759,ORD0005499,2024-01-26,PRD0113,CUS04325,Changed Mind,1867.06,Pending,CH01
RET00760,ORD0009448,2023-04-05,PRD0011,CUS03299,Not as Described,35247.32,Approved,CH03
RET00761,ORD0003389,2024-05-21,PRD0092,CUS03791,Arrived Late,3595.16,Approved,CH03
RET00762,ORD0018690,2023-04-26,PRD0110,CUS04911,Size/Fit Issue,719.88,Approved,CH02
RET00763,ORD0016937,2023-07-23,PRD0062,CUS01496,Arrived Late,10146.68,Approved,CH02
RET00764,ORD0017546,2024-03-31,PRD0120,CUS04717,Not as Described,3014.96,Approved,CH01
RET00765,ORD0003685,2023-10-12,PRD0056,CUS03519,Arrived Late,29774.12,Approved,CH01
RET00766,ORD0012568,2024-09-11,PRD0008,CUS00609,Not as Described,12474.35,Approved,CH02
RET00767,ORD0008039,2023-06-18,PRD0137,CUS01521,Damaged Packaging,20264.25,Approved,CH01
RET00768,ORD0001258,2023-02-03,PRD0013,CUS00057,Arrived Late,159153.91,Approved,CH02
RET00769,ORD0006947,2024-09-29,PRD0071,CUS02190,Changed Mind,1648.84,Rejected,CH03
RET00770,ORD0002871,2023-08-25,PRD0092,CUS00488,Defective Product,480.87,Approved,CH01
RET00771,ORD0016884,2023-07-26,PRD0159,CUS04643,Not as Described,1646.32,Approved,CH03
RET00772,ORD0004104,2024-11-03,PRD0129,CUS02707,Arrived Late,20510.67,Pending,CH01
RET00773,ORD0018445,2023-02-26,PRD0062,CUS00243,Not as Described,9764.86,Approved,CH01
RET00774,ORD0001250,2024-07-23,PRD0120,CUS04400,Defective Product,2697.0,Approved,CH01
RET00775,ORD0018609,2023-11-11,PRD0055,CUS00992,Arrived Late,19877.33,Approved,CH02
RET00776,ORD0014787,2023-01-30,PRD0065,CUS01762,Changed Mind,24441.04,Approved,CH02
RET00777,ORD0013459,2024-05-14,PRD0095,CUS01787,Not as Described,3192.03,Approved,CH01
RET00778,ORD0004231,2023-04-10,PRD0048,CUS04107,Defective Product,29111.7,Approved,CH02
RET00779,ORD0010300,2024-01-13,PRD0058,CUS02312,Arrived Late,6282.47,Approved,CH01
RET00780,ORD0001307,2024-06-23,PRD0027,CUS00524,Changed Mind,16678.72,Approved,CH01
RET00781,ORD0007126,2023-04-01,PRD0004,CUS00761,Damaged Packaging,7714.08,Approved,CH03
RET00782,ORD0006860,2024-12-22,PRD0007,CUS01758,Size/Fit Issue,47546.78,Approved,CH02
RET00783,ORD0009664,2024-11-28,PRD0117,CUS03822,Size/Fit Issue,3727.14,Approved,CH02
RET00784,ORD0000740,2023-09-17,PRD0153,CUS00942,Defective Product,1562.7,Pending,CH01
RET00785,ORD0012357,2024-02-05,PRD0119,CUS00044,Defective Product,1438.7,Pending,CH02
RET00786,ORD0012923,2024-06-30,PRD0143,CUS00854,Not as Described,2522.3,Approved,CH02
RET00787,ORD0005033,2023-12-18,PRD0002,CUS01892,Not as Described,193271.65,Approved,CH03
RET00788,ORD0009911,2024-05-29,PRD0058,CUS04479,Changed Mind,6053.34,Pending,CH03
RET00789,ORD0018191,2024-09-20,PRD0100,CUS00438,Changed Mind,2602.16,Rejected,CH01
RET00790,ORD0013906,2023-08-04,PRD0129,CUS01853,Damaged Packaging,12489.27,Approved,CH03
RET00791,ORD0017226,2023-06-27,PRD0129,CUS01291,Not as Described,10929.34,Rejected,CH01
RET00792,ORD0001920,2023-09-01,PRD0039,CUS01313,Wrong Item Delivered,5568.2,Approved,CH02
RET00793,ORD0015289,2024-12-07,PRD0078,CUS02630,Arrived Late,16139.37,Approved,CH02
RET00794,ORD0004472,2024-01-23,PRD0046,CUS01324,Size/Fit Issue,37827.63,Approved,CH02
RET00795,ORD0009414,2024-02-16,PRD0134,CUS03803,Wrong Item Delivered,2961.74,Pending,CH02
RET00796,ORD0006460,2024-12-30,PRD0009,CUS02757,Defective Product,234156.81,Approved,CH01
RET00797,ORD0007685,2024-06-29,PRD0027,CUS02108,Defective Product,1913.09,Approved,CH03
RET00798,ORD0002158,2023-02-12,PRD0043,CUS03916,Defective Product,14190.34,Pending,CH02
RET00799,ORD0015163,2024-02-10,PRD0015,CUS01119,Defective Product,78943.77,Pending,CH03
RET00800,ORD0018416,2023-09-20,PRD0050,CUS03717,Not as Described,19307.04,Approved,CH03
RET00801,ORD0002818,2024-04-03,PRD0160,CUS04653,Not as Described,452.64,Rejected,CH02
RET00802,ORD0000365,2023-01-23,PRD0015,CUS02765,Size/Fit Issue,189666.18,Approved,CH02
