product_id,product (brand),type,length x depth x width (in cm),category || sub_category
P0428,Mustard/Sasive/Rai - Yellow (bb Royal),Juices,9.5 x 23.5 x 15.5,Beverages || Fruit Juices & Drinks
P0429,Black Salt/Kala Namak - Whole (bb Royal),Whole Spices,8 x 15 x 12,"Foodgrains, Oil & Masala || Masalas & Spices"
P0430,Ready Masala - Kashmiri Meat (Kohinoor),Whole Spices,10 x 10 x 15,"Foodgrains, Oil & Masala || Masalas & Spices"
P0431,Kitchen Scrubber - Stainless Steel (Liao),Blended Masalas,5 x 21 x 11.3,"Foodgrains, Oil & Masala || Masalas & Spices"
P0432,Vermicelli (Anil),"Utensil Scrub-Pad, Glove",13.6 x 7 x 14.4,"Cleaning & Household || Mops, Brushes & Scrubs"
P0433,Cucumber - Organically Grown (Fresho),Vermicelli,24 x 10 x 34,"Snacks & Branded Foods || Noodle, Pasta, Vermicelli"
P0435,Birthday Candle - No. 5 (B Vishal),Organic Vegetables,1 x 4 x 10,Fruits & Vegetables || Organic Fruits & Vegetables
P0436,Birthday Candle - No. 1 (B Vishal),"Caps, Balloons & Candles",5 x 25 x 15,Cleaning & Household || Party & Festive Needs
P0437,Namkeen - Cornflakes Masala (Sln  ),"Caps, Balloons & Candles",9 x 23 x 13,Cleaning & Household || Party & Festive Needs
P0438,Namkeen - Rice Kodubale (Sln  ),Namkeen & Savoury Snacks,1.5 x 14 x 10,Snacks & Branded Foods || Snacks & Namkeen
P0439,"Crayons - Wax Colour, 75X8mm (Classmate)",Namkeen & Savoury Snacks,2.5 x 17 x 13,Snacks & Branded Foods || Snacks & Namkeen
P0440,Sugarcane - Diced (Fresho),Colours & Crayons,5 x 5 x 5,Cleaning & Household || Stationery
P0441,"Pineapple - Chunks, Single Serve (Fresho)","Cut Fruit, Tender Coconut",6 x 11 x 6,Fruits & Vegetables || Cuts & Sprouts
P0442,Snake gourd - Diced (Fresho),"Cut Fruit, Tender Coconut",7.1 x 16.4 x 7.1,Fruits & Vegetables || Cuts & Sprouts
P0443,Cucumber - English (Fresho),Cut & Peeled Veggies,2 x 22.5 x 9,Fruits & Vegetables || Cuts & Sprouts
P0444,Bitter Gourd (Fresho),Cucumber & Capsicum,2 x 15 x 10,Fruits & Vegetables || Fresh Vegetables
P0445,Cucumber - English (Fresho),"Gourd, Pumpkin, Drumstick",8 x 25 x 20,Fruits & Vegetables || Fresh Vegetables
P0446,Hapima Crispy Fry Mix (Ajinomoto),Cucumber & Capsicum,7 x 24 x 10,Fruits & Vegetables || Exotic Fruits & Veggies
P0447,Prickly Heat Powder - Sandal (Dermi Cool),Rice & Other Flours,6.5 x 7 x 17.5,"Foodgrains, Oil & Masala || Atta, Flours & Sooji"
P0448,Milk Bikis Milk Cream Biscuits (Britannia),Talcum Powder,2 x 19 x 14,Beauty & Hygiene || Bath & Hand Wash
P0450,Good Day Butter Cookies (Britannia),Cream Biscuits & Wafers,3.3 x 8.6 x 3.3,Snacks & Branded Foods || Biscuits & Cookies
P0451,Dream Cream - Strawberry Vanilla (Sunfeast),Cookies,2 x 15 x 8,Snacks & Branded Foods || Biscuits & Cookies
P0452,Dream Cream - Choco Vanilla Biscuits (Sunfeast),Cream Biscuits & Wafers,8 x 6 x 26.5,Snacks & Branded Foods || Biscuits & Cookies
P0453,Dream Cream Biscuits - Butterscotch Zing (Sunfeast),Cream Biscuits & Wafers,1 x 25 x 18,Snacks & Branded Foods || Biscuits & Cookies
P0454,Fruit Bread (Britannia),Cream Biscuits & Wafers,4.5 x 18.5 x 14,Snacks & Branded Foods || Biscuits & Cookies
P0455,Bread - Fruit (English Oven),"Milk, White & Sandwich",2.1 x 19 x 14,"Bakery, Cakes & Dairy || Breads & Buns"
P0456,Corn Flakes (Kelloggs),"Milk, White & Sandwich",4 x 11 x 10,"Bakery, Cakes & Dairy || Breads & Buns"
P0457,Chocos Corn Flakes (Kelloggs),Flakes,5 x 28 x 16,Snacks & Branded Foods || Breakfast Cereals
P0458,"Snacks - Sticks, Carrot & Cumin, 2+ Years, 100% Natural & Healthy (Timios)",Kids Cereal,4 x 6.5 x 11,Snacks & Branded Foods || Breakfast Cereals
P0459,"Snacks - Rings, Tomato & Cheese, 2+ Years, 100% Natural & Healthy (Timios)",Chips & Corn Snacks,9.5 x 34.5 x 9.5,Snacks & Branded Foods || Breakfast Cereals
P0460,"Snacks - Stars, Banana & Honey, 2+ Years, 100% Natural & Healthy (Timios)",Chips & Corn Snacks,5 x 28 x 16,Snacks & Branded Foods || Breakfast Cereals
P0461,Yum Yum - Vanilla Cake (Milk Ma),Chips & Corn Snacks,7 x 20 x 13,Snacks & Branded Foods || Breakfast Cereals
P0462,Yum Yum - Pineapple Cake (Milk Ma),Tea Cakes & Slice Cakes,5 x 8.5 x 5,"Bakery, Cakes & Dairy || Cakes & Pastries"
P0463,Yum Yum - Chocolate Cake (Milk Ma),Tea Cakes & Slice Cakes,5 x 28 x 16,"Bakery, Cakes & Dairy || Cakes & Pastries"
P0464,Millet Based Nutrition Bar - Classic (Ah!rogya Bar),Tea Cakes & Slice Cakes,2.3 x 20 x 10.5,"Bakery, Cakes & Dairy || Cakes & Pastries"
P0465,Kitkat 3 Fingers (Nestle ),Cereal & Granola Bars,,Gourmet & World Food || Cereals & Breakfast
P0466,Creamy Milky & Cocoa Chocolate With Extruded Rice (Kinder),Chocolates,4.5 x 7 x 7,Snacks & Branded Foods || Chocolates & Candies
P0467,Choco Deck - French Dessert Inspired Layered Bar (Fabelle),Chocolates,2.5 x 17 x 7,Snacks & Branded Foods || Chocolates & Candies
P0468,White Xylitol Sugarfree Spearmint Flavour Chewing Gum - Fliptop (Happydent ),Chocolates,5 x 42 x 12,Snacks & Branded Foods || Chocolates & Candies
P0469,Rusk - Original (Elite),Mints & Chewing Gum,3.8 x 21.6 x 35,Snacks & Branded Foods || Chocolates & Candies
P0470,Multigrain Biscuit (Chai Point),Rusks,7 x 18 x 19,"Bakery, Cakes & Dairy || Cookies, Rusk & Khari"
P0471,Masala Biscuit (Chai Point),"Bakery Biscuits, Cookies",14 x 35 x 14,"Bakery, Cakes & Dairy || Cookies, Rusk & Khari"
P0473,Amaranthus - Red (Fresho),"Bakery Biscuits, Cookies",5 x 5 x 5,"Bakery, Cakes & Dairy || Cookies, Rusk & Khari"
P0474,Baby Potato (Fresho),Leafy Vegetables,5 x 5 x 5,Fruits & Vegetables || Fresh Vegetables
P0475,Beetroot - Organically Grown (Fresho),Exotic Vegetables,4.5 x 16.7 x 9,Fruits & Vegetables || Fresh Vegetables
P0476,Amaranthus - Green (Fresho),Organic Vegetables,22 x 10 x 32,Fruits & Vegetables || Fresh Vegetables
P0477,Gongura Leaves/Pulicha (Fresho),Leafy Vegetables,1 x 15 x 7,Fruits & Vegetables || Fresh Vegetables
P0478,"Beans - Cluster, Organically Grown (Fresho)",Leafy Vegetables,3 x 17 x 12.5,Fruits & Vegetables || Fresh Vegetables
P0480,Arai Keerai (Fresho),Organic Vegetables,5 x 15.2 x 9.9,Fruits & Vegetables || Fresh Vegetables
P0481,Snake Gourd - Organically Grown (Fresho),Leafy Vegetables,5 x 24 x 16,Fruits & Vegetables || Fresh Vegetables
P0482,Cabbage - Organically Grown (Fresho),Organic Vegetables,,Fruits & Vegetables || Fresh Vegetables
P0483,Chalk Strong - For Cockroaches (Krazy Lines),Organic Vegetables,2 x 27 x 21,Fruits & Vegetables || Fresh Vegetables
P0484,Grapes - Bangalore Blue with Seed (Fresho),Insect Repellent,1 x 1 x 1,Cleaning & Household || Fresheners & Repellents
P0485,Banana - Raw Green (Fresho),Seasonal Fruits,8.5 x 12 x 16,Fruits & Vegetables || Fresh Fruits
P0486,Coconut - (For Kalash with Jatta) (Fresho),"Banana, Sapota & Papaya",6.5 x 7.5 x 12,Fruits & Vegetables || Fresh Fruits
P0487,Soft Drink - With Real Lemon Juice (7 Up Nimbooz),Seasonal Fruits,5 x 28 x 16,Fruits & Vegetables || Fresh Fruits
P0489,"Lychee Ras, Litchi Juice (Paper Boat)",Juices,3.3 x 13 x 16,Beverages || Fruit Juices & Drinks
P0490,Fruit Power Juice - Mango (Real),Juices,7.1 x 6.6 x 7.1,Beverages || Fruit Juices & Drinks
P0491,Aam Panna - Mango Drink (Paper Boat),Juices,25 x 10 x 12,Beverages || Fruit Juices & Drinks
P0492,Amla Plus (Dabur),Juices,8 x 9 x 10,Beverages || Fruit Juices & Drinks
P0493,Apple Juice Based Drink (Appy Fizz),Juices,4 x 45 x 12,Beverages || Fruit Juices & Drinks
P0494,Juice - Mixed Fruit & Dry Fruits (B Natural),Juices,10 x 14 x 11,Beverages || Fruit Juices & Drinks
P0495,Guava Delight Juice - Aseptic Pack (Tropicana),Juices,3 x 10 x 3,Beverages || Fruit Juices & Drinks
P0496,Coconut Oil - 100 % Pure (Parachute ),Juices,20 x 12 x 20,Beverages || Fruit Juices & Drinks
P0497,Comb - Derby Deluxe No 02 (Ego of Paris),Hair Oil & Serum,4 x 11 x 21,Beauty & Hygiene || Hair Care
P0498,Cough Drops - Ginger (Vicks),Tools & Accessories,20 x 35 x 24,Beauty & Hygiene || Hair Care
P0499,Cough Drops - Menthol (Vicks),Everyday Medicine,2.5 x 5.8 x 15.5,Beauty & Hygiene || Health & Medicine
P0500,Bay Leaf/Lavangada Ele (bb Royal),Everyday Medicine,8 x 23 x 8,Beauty & Hygiene || Health & Medicine
P0501,Organic - Mustard/Sasive/Rai Yellow (bb Royal),Whole Spices,5.8 x 16.6 x 9,"Foodgrains, Oil & Masala || Masalas & Spices"
P0502,Veg Dum Biryani Masala (Keya),Organic Masalas & Spices,1.5 x 10 x 8.5,"Foodgrains, Oil & Masala || Masalas & Spices"
P0503,Awadhi Kadhai Veg Masala (Keya),Blended Masalas,2.7 x 23 x 4.5,"Foodgrains, Oil & Masala || Masalas & Spices"
P0504,Awadhi Kadhai Chicken Masala (Keya),Blended Masalas,4.5 x 16.7 x 9,"Foodgrains, Oil & Masala || Masalas & Spices"
P0505,Masala - Chilly Gobi (Annapoorna),Blended Masalas,1 x 14 x 14,"Foodgrains, Oil & Masala || Masalas & Spices"
P0506,Chakra Stainless Steel Scrub (Scotch brite),Blended Masalas,2.5 x 16.5 x 16.5,"Foodgrains, Oil & Masala || Masalas & Spices"
P0507,"Scrub Pad - Anti- Bacterial, Regular (Scotch brite)","Utensil Scrub-Pad, Glove",1 x 3.5 x 13.5,"Cleaning & Household || Mops, Brushes & Scrubs"
P0508,Scrub Pad - Regular Large (Good Home),"Utensil Scrub-Pad, Glove",1 x 25 x 7,"Cleaning & Household || Mops, Brushes & Scrubs"
P0509,Fusian Hong Kong Spicy Garlic Noodles (MAGGI ),"Utensil Scrub-Pad, Glove",4.4 x 22 x 8.8,"Cleaning & Household || Mops, Brushes & Scrubs"
P0510,Strong Garlic Instant Noodles (A&M),Instant Noodles,4.9 x 21.3 x 8.4,"Snacks & Branded Foods || Noodle, Pasta, Vermicelli"
P0511,Super Shine Soft Bristle Toothbrush (Colgate),Instant Noodles,3.5 x 4 x 26,"Snacks & Branded Foods || Noodle, Pasta, Vermicelli"
P0512,Super Shine Medium Bristle Toothbrush (Colgate),Toothbrush,5 x 26 x 10,Beauty & Hygiene || Oral Care
P0513,Toothbrush Fighter - Soft (Pepsodent),Toothbrush,5 x 35 x 5,Beauty & Hygiene || Oral Care
P0514,Tongue Scraper (Refresh Plus),Toothbrush,2 x 27 x 21,Beauty & Hygiene || Oral Care
P0515,Beetroot - Organically Grown (Fresho),Toothbrush,40 x 30 x 40,Beauty & Hygiene || Oral Care
P0516,Sweet Potato - Organically Grown (Fresho),Organic Vegetables,20 x 30 x 34,Fruits & Vegetables || Organic Fruits & Vegetables
P0517,"Beans - Cluster, Organically Grown (Fresho)",Organic Vegetables,5 x 28 x 16,Fruits & Vegetables || Organic Fruits & Vegetables
P0518,Cabbage - Organically Grown (Fresho),Organic Vegetables,2 x 19 x 10.5,Fruits & Vegetables || Organic Fruits & Vegetables
P0519,Organic - Mustard/Sasive/Rai Yellow (bb Royal),Organic Vegetables,1 x 11 x 2.5,Fruits & Vegetables || Organic Fruits & Vegetables
P0520,Fields Of Gold Organic Mustard/Sasive - Bold (PRISTINE),Organic Masalas & Spices,6.2 x 16.8 x 6.2,"Foodgrains, Oil & Masala || Organic Staples"
P0521,Surabhi Dhoop - Natural Perfume (Gou Ganga),Organic Masalas & Spices,5.5 x 5.5 x 31,"Foodgrains, Oil & Masala || Organic Staples"
P0522,Dhoop Cone (Om sri Kar),Other Pooja Needs,16 x 16 x 27,Cleaning & Household || Pooja Needs
P0523,Powder - Viboothi (Murugesan),"Agarbatti, Incense Sticks",3 x 17 x 12,Cleaning & Household || Pooja Needs
P0524,Pooja Essential (Gomutra),Other Pooja Needs,2 x 25 x 9,Cleaning & Household || Pooja Needs
P0525,Agarbathi Natural Incense Sticks - Chandan Sandalwood (Gou Ganga),Other Pooja Needs,6 x 17 x 17,Cleaning & Household || Pooja Needs
P0526,Agarbathi - Velvet (Soft Touch),"Agarbatti, Incense Sticks",1 x 1 x 1,Cleaning & Household || Pooja Needs
P0527,Puja Wicks - Pulla Vathulu long Batti (Jaji),"Agarbatti, Incense Sticks",4.5 x 20 x 15.5,Cleaning & Household || Pooja Needs
P0528,Fragrance of Temple Gold Tradition (Mangaldeep),Camphor & Wicks,3 x 12 x 10,Cleaning & Household || Pooja Needs
P0529,Puja Flower Wicks - Puvvu Vathulu Batti (Jaji),"Agarbatti, Incense Sticks",2 x 16.5 x 9.5,Cleaning & Household || Pooja Needs
P0531,Agarbathi Natural Incense Sticks - Lavender (Gou Ganga),Camphor & Wicks,6 x 19 x 6,Cleaning & Household || Pooja Needs
P0532,Agarbathi - Natural Incense Sticks (Jasmine) (Gou Ganga),"Agarbatti, Incense Sticks",17 x 4 x 22,Cleaning & Household || Pooja Needs
P0533,"Snacks - Sticks, Carrot & Cumin, 2+ Years, 100% Natural & Healthy (Timios)","Agarbatti, Incense Sticks",6 x 6 x 15,Cleaning & Household || Pooja Needs
P0534,"Snacks - Rings, Tomato & Cheese, 2+ Years, 100% Natural & Healthy (Timios)",Chips & Corn Snacks,3 x 17 x 9,Snacks & Branded Foods || Ready To Cook & Eat
P0535,Synthetic Food Colour Preparation Orange Red (999),Chips & Corn Snacks,5 x 28 x 16,Snacks & Branded Foods || Ready To Cook & Eat
P0536,"Snacks - Stars, Banana & Honey, 2+ Years, 100% Natural & Healthy (Timios)",Home Baking,7 x 22 x 7,Snacks & Branded Foods || Ready To Cook & Eat
P0537,Synthetic Food Colour Preparation Apple Green (999),Chips & Corn Snacks,4.4 x 18.6 x 7.5,Snacks & Branded Foods || Ready To Cook & Eat
P0538,Synthetic Food Colour Preparation Lemon Yellow (999),Home Baking,24.5 x 6.3 x 31.9,Snacks & Branded Foods || Ready To Cook & Eat
P0539,Masala Upma (MOM Meal of the Moment),Home Baking,6 x 22 x 23,Snacks & Branded Foods || Ready To Cook & Eat
P0540,Khatta Meetha Poha (MOM),Heat & Eat Ready Meals,5 x 3 x 3,Snacks & Branded Foods || Ready To Cook & Eat
P0541,Glucose - Liquid (Ask Foods),Heat & Eat Ready Meals,22 x 22 x 25,Snacks & Branded Foods || Ready To Cook & Eat
P0543,Salt/Uppu - Proactive (Aashirvaad),Home Baking,5.5 x 12.5 x 12,Snacks & Branded Foods || Ready To Cook & Eat
P0544,Black Salt/Uppu Powder (Grocery Farm),Salts,10 x 30 x 30,"Foodgrains, Oil & Masala || Salt, Sugar & Jaggery"
P0545,Potato Chips - Simple Classic Salted (Lays),Salts,5 x 7 x 24,"Foodgrains, Oil & Masala || Salt, Sugar & Jaggery"
P0546,Potato Chips - Spanish Tomato Tango (Lays),Chips & Corn Snacks,15.2 x 7.5 x 15.2,Snacks & Branded Foods || Snacks & Namkeen
P0547,Namkeen - Masala Munch (Kurkure),Chips & Corn Snacks,5 x 10 x 5,Snacks & Branded Foods || Snacks & Namkeen
P0548,"Snacks - Sticks, Carrot & Cumin, 2+ Years, 100% Natural & Healthy (Timios)",Chips & Corn Snacks,5 x 12 x 5,Snacks & Branded Foods || Snacks & Namkeen
P0549,"Snacks - Rings, Tomato & Cheese, 2+ Years, 100% Natural & Healthy (Timios)",Chips & Corn Snacks,5.5 x 23.4 x 7.3,Snacks & Branded Foods || Snacks & Namkeen
P0550,Mad Angles - Very Peri Peri (Bingo),Chips & Corn Snacks,1 x 1 x 1,Snacks & Branded Foods || Snacks & Namkeen
P0551,"Snacks - Stars, Banana & Honey, 2+ Years, 100% Natural & Healthy (Timios)",Namkeen & Savoury Snacks,2 x 15 x 13,Snacks & Branded Foods || Snacks & Namkeen
P0552,Potato Chips - Salted (Bingo),Chips & Corn Snacks,20 x 2 x 25,Snacks & Branded Foods || Snacks & Namkeen
P0553,No Rulz Cheese Curlz Corn Puffs (Bingo),Chips & Corn Snacks,6 x 32.5 x 21.5,Snacks & Branded Foods || Snacks & Namkeen
P0554,Tortilla Chips - Sweet Chili Flavour (Doritos),Chips & Corn Snacks,30 x 2 x 24,Snacks & Branded Foods || Snacks & Namkeen
P0555,RTE BUTTER POPCORN PP (ACT II),Chips & Corn Snacks,5 x 17 x 12,Snacks & Branded Foods || Snacks & Namkeen
P0556,Vitamin Enriched Khakhro - Peri Peri Africana (Befikar),Chips & Corn Snacks,6.6 x 15 x 6.6,Snacks & Branded Foods || Snacks & Namkeen
P0557,Vitamin Enriched Khakhro - Cheesy Oregano (Befikar),Namkeen & Savoury Snacks,7 x 39 x 16,Snacks & Branded Foods || Snacks & Namkeen
P0559,Namkeen - Double Mazza (Crax),Namkeen & Savoury Snacks,13.4 x 31.1 x 13.4,Snacks & Branded Foods || Snacks & Namkeen
P0560,Namkeen - Nav Rattan (Crax),Namkeen & Savoury Snacks,3 x 25.5 x 15,Snacks & Branded Foods || Snacks & Namkeen
P0561,Namkeen - Aloo Bhujia (Crax),Namkeen & Savoury Snacks,1 x 1 x 1,Snacks & Branded Foods || Snacks & Namkeen
P0563,Namkeen - Khatta Mitha (Crax),Namkeen & Savoury Snacks,9 x 6.5 x 25.5,Snacks & Branded Foods || Snacks & Namkeen
P0564,Ragi Bites - Epic Masala (Soulfull),Namkeen & Savoury Snacks,1.5 x 9 x 12,Snacks & Branded Foods || Snacks & Namkeen
P0565,Namkeen - Moong Dal (Crax),Namkeen & Savoury Snacks,4.5 x 16 x 17,Snacks & Branded Foods || Snacks & Namkeen
P0566,Namkeen - Bikaneri Bhujia (Crax),Namkeen & Savoury Snacks,5 x 20 x 15,Snacks & Branded Foods || Snacks & Namkeen
P0567,Ragi Bites - Cra-azy Cheese (Soulfull),Namkeen & Savoury Snacks,4 x 2 x 6,Snacks & Branded Foods || Snacks & Namkeen
P0568,Naan Chips - Chatpata Pudina (Wingreens Farms),Namkeen & Savoury Snacks,5 x 20 x 30,Snacks & Branded Foods || Snacks & Namkeen
P0569,Watermelon Seeds (The Nibble Box),Nachos & Chips,5 x 25 x 15,"Gourmet & World Food || Snacks, Dry Fruits, Nuts"
P0570,Mixed Fruit Jam (Kissan),Dry Fruits & Berries,2 x 11 x 3.5,"Gourmet & World Food || Snacks, Dry Fruits, Nuts"
P0571,Secret Dark Soy Sauce (Chings),"Jam, Conserve, Marmalade",10 x 45 x 10,"Snacks & Branded Foods || Spreads, Sauces, Ketchup"
P0572,Secret Green Chilli Sauce (Chings),Chilli & Soya Sauce,1 x 18.6 x 2,"Snacks & Branded Foods || Spreads, Sauces, Ketchup"
P0574,Secret Red Chilli Sauce (Chings),Chilli & Soya Sauce,1.7 x 4.5 x 14.2,"Snacks & Branded Foods || Spreads, Sauces, Ketchup"
P0575,Permanent Marker Pen - Blue (Camlin),Chilli & Soya Sauce,26 x 28 x 9,"Snacks & Branded Foods || Spreads, Sauces, Ketchup"
P0576,Fevikwik One Drop Instant Adhesive (Pidilite),"Pen, Pencils",15 x 17.5 x 15,Cleaning & Household || Stationery
P0577,Glue Stick Non Toxic - Small (Kores),"Scissor, Glue & Tape",8 x 47 x 28,Cleaning & Household || Stationery
P0578,Lassi (Amul),"Scissor, Glue & Tape",4 x 14 x 4,Cleaning & Household || Stationery
P0579,Kool - Badam (Amul),Buttermilk & Lassi,4.8 x 20.5 x 14.3,"Bakery, Cakes & Dairy || Dairy"
P0580,Daily Fresh - Dahi (Britannia),"Flavoured, Soya Milk",4.5 x 21.8 x 4.5,"Bakery, Cakes & Dairy || Dairy"
P0581,Kool - Elaichi (Amul),Curd,3.5 x 19 x 14.5,"Bakery, Cakes & Dairy || Dairy"
P0582,Lassi (Paper Boat),"Flavoured, Soya Milk",4.9 x 16.5 x 7,"Bakery, Cakes & Dairy || Dairy"
P0583,Rose Lassi (Cavins),Buttermilk & Lassi,2 x 9 x 9,"Bakery, Cakes & Dairy || Dairy"
P0584,Irish Drink Shot (Amul),Buttermilk & Lassi,10 x 17.5 x 11,"Bakery, Cakes & Dairy || Dairy"
P0585,Fruit Yoghurt - Blueberry (Milky Mist),"Flavoured, Soya Milk",4.6 x 19.9 x 12.9,"Bakery, Cakes & Dairy || Dairy"
P0587,Kool - Thandai Flavour (Amul),Yogurt & Shrikhand,5.7 x 8.8 x 9.1,"Bakery, Cakes & Dairy || Dairy"
P0588,Dishwash Liquid (Pril),"Flavoured, Soya Milk",10 x 40 x 30,"Bakery, Cakes & Dairy || Dairy"
P0589,Tamarind Dishwash Liquid (Pril),Dishwash Liquids & Pastes,7.5 x 21.1 x 4.3,Cleaning & Household || Detergents & Dishwash
P0590,Sparkling Water - Club Soda (Kinley),Dishwash Liquids & Pastes,2 x 17.5 x 3,Cleaning & Household || Detergents & Dishwash
P0591,Club Soda - Evervess (Lehar),Soda & Cocktail Mix,8.5 x 12 x 8.5,Beverages || Energy & Soft Drinks
P0592,Soft  Drink (Thums Up),Soda & Cocktail Mix,5 x 28 x 16,Beverages || Energy & Soft Drinks
P0593,Glucose D (Moti's),Cold Drinks,44 x 88 x 47,Beverages || Energy & Soft Drinks
P0594,Spyci  - Masala Maar Ke (Bisleri ),Sports & Energy Drinks,8 x 6 x 8,Beverages || Energy & Soft Drinks
P0595,Grapes - Bangalore Blue with Seed (Fresho),Cold Drinks,3.5 x 7 x 11,Beverages || Energy & Soft Drinks
P0596,Amaranthus - Red (Fresho),Seasonal Fruits,14 x 2 x 5,Fruits & Vegetables || Exotic Fruits & Veggies
P0597,Baby Potato (Fresho),Leafy Vegetables,4 x 10 x 4,Fruits & Vegetables || Exotic Fruits & Veggies
P0598,Sweet Potato - Organically Grown (Fresho),Exotic Vegetables,6.2 x 16.8 x 6.2,Fruits & Vegetables || Exotic Fruits & Veggies
P0599,Marie Biscuits (Parle),Organic Vegetables,2 x 17.5 x 10,Fruits & Vegetables || Exotic Fruits & Veggies
P0600,Hide & Seek Caffe Mocha Cookies (Parle),"Marie, Health, Digestive",3 x 10 x 7,Snacks & Branded Foods || Biscuits & Cookies
P0601,Milano Choco Chip Cookies (Parle),Cookies,1 x 14 x 9.5,Snacks & Branded Foods || Biscuits & Cookies
P0602,Gojju Magic Masala Powder (MTR),Cookies,4.5 x 16.7 x 4.5,Snacks & Branded Foods || Biscuits & Cookies
P0603,Wafers - Piri Piri (Parle),Blended Masalas,6 x 19 x 26,"Foodgrains, Oil & Masala || Masalas & Spices"
P0604,Potato Crisps - Classic Salted (Parle),Chips & Corn Snacks,3.5 x 13 x 8.5,Snacks & Branded Foods || Snacks & Namkeen
P0605,Wafers - Aloo Chaat (Parle),Chips & Corn Snacks,0.1 x 14 x 9.5,Snacks & Branded Foods || Snacks & Namkeen
P0606,Milk Shake - Vanilla (Milky Mist),Chips & Corn Snacks,3 x 17 x 7,Snacks & Branded Foods || Snacks & Namkeen
P0607,Milk Shake - Chocolate (Milky Mist),"Flavoured, Soya Milk",8 x 12 x 12,"Bakery, Cakes & Dairy || Dairy"
P0608,Milk Shake - Strawberry (Milky Mist),"Flavoured, Soya Milk",7.5 x 17.5 x 8.8,"Bakery, Cakes & Dairy || Dairy"
P0609,Muskmelon -  Netted Small (Fresho),"Flavoured, Soya Milk",3 x 15 x 15,"Bakery, Cakes & Dairy || Dairy"
P0610,Shikakai - Amla and Bhringraj (Godrej),"Kiwi, Melon, Citrus Fruit",5 x 20 x 30,Fruits & Vegetables || Fresh Fruits
P0611,Sweet Corn - Chaat Masala (ACT II),Bathing Bars & Soaps,2 x 27 x 21,Beauty & Hygiene || Bath & Hand Wash
P0613,Sandwich Biscuits Fab - Jam In Fruit Flavour (Parle),Chips & Corn Snacks,12 x 3 x 9,Snacks & Branded Foods || Snacks & Namkeen
P0614,Capsicum - Diced (Fresho),Cream Biscuits & Wafers,6.8 x 16.5 x 10,Snacks & Branded Foods || Biscuits & Cookies
P0615,Banana Flower (Fresho),Cut & Peeled Veggies,7 x 12.5 x 7,Fruits & Vegetables || Fresh Vegetables
P0616,Pav Bhaji Masala (bb Royal),"Banana, Sapota & Papaya",6 x 9.5 x 7.5,Fruits & Vegetables || Fresh Fruits
P0617,Chicken Tandoori Masala (bb Royal),Powdered Spices,35 x 35,"Foodgrains, Oil & Masala || Masalas & Spices"
P0618,Meat/Mutton Masala (bb Royal),Powdered Spices,4 x 14 x 14,"Foodgrains, Oil & Masala || Masalas & Spices"
P0619,Chicken Masala (bb Royal),Powdered Spices,5 x 28 x 16,"Foodgrains, Oil & Masala || Masalas & Spices"
P0620,Channa Masala (bb Royal),Powdered Spices,12 x 4 x 5,"Foodgrains, Oil & Masala || Masalas & Spices"
P0621,Kitchen King Masala (bb Royal),Powdered Spices,100 x 160 x 100,"Foodgrains, Oil & Masala || Masalas & Spices"
P0622,Jeera Kadu/Bitter Cumin (bb Royal),Powdered Spices,3 x 26.5 x 17,"Foodgrains, Oil & Masala || Masalas & Spices"
P0623,Powder - Tamarind Rice (Annapoorna),Whole Spices,8.2 x 8.2 x 8.2,"Foodgrains, Oil & Masala || Masalas & Spices"
P0625,Capsicum - Diced (Fresho),Blended Masalas,4 x 4 x 36.5,"Foodgrains, Oil & Masala || Masalas & Spices"
P0626,Flavoured Milk - Pista (Nandini),Cut & Peeled Veggies,8 x 10 x 8,Fruits & Vegetables || Cuts & Sprouts
P0627,3 Layer Gum - Sugarfreee Strawberry Flavour (Center Fresh),"Flavoured, Soya Milk",1 x 1 x 1,"Bakery, Cakes & Dairy || Dairy"
P0628,3 Layer Gum - Sugarfreee Peppermint Flavour (Center Fresh),"Toffee, Candy & Lollypop",3 x 18 x 7,Snacks & Branded Foods || Chocolates & Candies
P0629,Methi/Menthya Dana - Whole (Catch),"Toffee, Candy & Lollypop",5.7 x 17.5 x 5.7,Snacks & Branded Foods || Chocolates & Candies
P0630,Rai - Whole (Catch),Whole Spices,,"Foodgrains, Oil & Masala || Masalas & Spices"
P0631,Purepet Wet Cat Food - Real Tuna and Chicken Liver in Gravy (Purepet),Whole Spices,6 x 12 x 6,"Foodgrains, Oil & Masala || Masalas & Spices"
P0632,Wet Dog Food - Chicken & Vegetable Chunks In Gravy (Purepet),Pet Meals & Treats,36.5 x 38 x 57,"Kitchen, Garden & Pets || Pet Food & Accessories"
P0633,Haldi Doodh Shot (Amul),Pet Meals & Treats,6 x 14 x 6,"Kitchen, Garden & Pets || Pet Food & Accessories"
P0634,Star Anise Doodh Shot (Amul),"Flavoured, Soya Milk",15 x 15 x 40,"Bakery, Cakes & Dairy || Dairy"
P0635,Honey Doodh Shot (Amul),"Flavoured, Soya Milk",1 x 21 x 11,"Bakery, Cakes & Dairy || Dairy"
P0636,"Namkeen - Chow Chow, Special (Sln  )","Flavoured, Soya Milk",5 x 5 x 21.5,"Bakery, Cakes & Dairy || Dairy"
P0637,7 O Click - Permasharp Stainless Blade (Gillette),Namkeen & Savoury Snacks,5 x 25 x 9,Snacks & Branded Foods || Snacks & Namkeen
