account_id,district_id,frequency,Date,Account_type,Card_Assigned
803,19,MONTHLY ISSUANCE,2018-09-09,Savings account,Silver
2456,65,MONTHLY ISSUANCE,2018-09-09,Savings account,Silver
619,1,WEEKLY ISSUANCE,2018-09-09,NRI account,Diamond
1423,76,MONTHLY ISSUANCE,2018-09-08,Salary account,Silver
2853,54,MONTHLY ISSUANCE,2018-09-08,NRI account,Silver
7957,51,MONTHLY ISSUANCE,2018-09-07,NRI account,Silver
1149,18,MONTHLY ISSUANCE,2018-09-07,NRI account,Silver
219,28,MONTHLY ISSUANCE,2018-09-06,Salary account,Silver
3552,62,MONTHLY ISSUANCE,2018-09-06,Salary account,Silver
3866,60,MONTHLY ISSUANCE,2018-09-05,NRI account,Silver
3914,33,MONTHLY ISSUANCE,2018-09-05,Salary account,Silver
3807,53,MONTHLY ISSUANCE,2018-09-05,NRI account,Silver
3925,1,MONTHLY ISSUANCE,2018-09-05,Salary account,Silver
3855,33,MONTHLY ISSUANCE,2018-09-04,NRI account,Silver
429,63,MONTHLY ISSUANCE,2018-09-03,NRI account,Silver
3269,37,MONTHLY ISSUANCE,2018-09-03,Salary account,Silver
1810,50,MONTHLY ISSUANCE,2018-09-03,Salary account,Silver
665,8,MONTHLY ISSUANCE,2018-09-03,Salary account,Silver
6872,15,MONTHLY ISSUANCE,2018-09-02,Salary account,Silver
532,26,MONTHLY ISSUANCE,2018-09-02,Salary account,Silver
674,49,MONTHLY ISSUANCE,2018-09-02,Savings account,Silver
10365,22,MONTHLY ISSUANCE,2018-09-02,Salary account,Silver
430,54,MONTHLY ISSUANCE,2018-09-02,Savings account,Silver
1640,13,MONTHLY ISSUANCE,2018-09-01,NRI account,Silver
2833,64,MONTHLY ISSUANCE,2018-08-30,Salary account,Silver
3553,70,MONTHLY ISSUANCE,2018-08-30,Savings account,Silver
9052,43,ISSUANCE AFTER TRANSACTION,2018-08-30,Salary account,Gold
3139,12,MONTHLY ISSUANCE,2018-08-30,Savings account,Silver
1562,1,MONTHLY ISSUANCE,2018-08-30,Savings account,Silver
1961,13,MONTHLY ISSUANCE,2018-08-30,NRI account,Silver
353,24,MONTHLY ISSUANCE,2018-08-30,NRI account,Silver
213,73,MONTHLY ISSUANCE,2018-08-29,NRI account,Silver
32,5,MONTHLY ISSUANCE,2018-08-28,Savings account,Silver
5066,13,WEEKLY ISSUANCE,2018-08-27,Savings account,Diamond
2236,73,MONTHLY ISSUANCE,2018-08-27,Savings account,Silver
3995,12,MONTHLY ISSUANCE,2018-08-27,NRI account,Silver
894,46,MONTHLY ISSUANCE,2018-08-27,Savings account,Silver
418,36,MONTHLY ISSUANCE,2018-08-27,NRI account,Silver
3254,36,MONTHLY ISSUANCE,2018-08-27,Salary account,Silver
3582,19,MONTHLY ISSUANCE,2018-08-26,NRI account,Silver
420,75,MONTHLY ISSUANCE,2018-08-26,Salary account,Silver
937,43,MONTHLY ISSUANCE,2018-08-26,Salary account,Silver
4258,51,MONTHLY ISSUANCE,2018-08-26,NRI account,Silver
3315,23,MONTHLY ISSUANCE,2018-08-24,Savings account,Silver
3763,55,MONTHLY ISSUANCE,2018-08-23,NRI account,Silver
995,64,MONTHLY ISSUANCE,2018-08-23,NRI account,Silver
2858,56,MONTHLY ISSUANCE,2018-08-22,NRI account,Silver
2855,27,MONTHLY ISSUANCE,2018-08-21,NRI account,Silver
5024,70,MONTHLY ISSUANCE,2018-08-20,NRI account,Silver
560,36,MONTHLY ISSUANCE,2018-08-20,Savings account,Silver
11382,74,MONTHLY ISSUANCE,2018-08-20,NRI account,Silver
6856,43,MONTHLY ISSUANCE,2018-08-19,Salary account,Silver
11138,70,WEEKLY ISSUANCE,2018-08-18,Savings account,Diamond
5213,1,MONTHLY ISSUANCE,2018-08-18,Salary account,Silver
531,31,MONTHLY ISSUANCE,2018-08-18,Salary account,Silver
2280,68,MONTHLY ISSUANCE,2018-08-17,Savings account,Silver
3896,45,MONTHLY ISSUANCE,2018-08-17,NRI account,Silver
3679,64,MONTHLY ISSUANCE,2018-08-15,NRI account,Silver
2562,35,MONTHLY ISSUANCE,2018-08-15,Savings account,Silver
3631,1,MONTHLY ISSUANCE,2018-08-13,NRI account,Silver
2514,16,MONTHLY ISSUANCE,2018-08-13,NRI account,Silver
75,1,MONTHLY ISSUANCE,2018-08-13,Salary account,Silver
1122,13,MONTHLY ISSUANCE,2018-08-12,NRI account,Silver
786,53,MONTHLY ISSUANCE,2018-08-12,Salary account,Silver
3216,3,MONTHLY ISSUANCE,2018-08-11,Salary account,Silver
2206,45,MONTHLY ISSUANCE,2018-08-10,NRI account,Silver
1203,72,MONTHLY ISSUANCE,2018-08-09,Salary account,Silver
2608,19,MONTHLY ISSUANCE,2018-08-09,Savings account,Silver
3270,30,MONTHLY ISSUANCE,2018-08-08,NRI account,Silver
1520,48,MONTHLY ISSUANCE,2018-08-08,Savings account,Silver
4681,70,MONTHLY ISSUANCE,2018-08-08,NRI account,Silver
3902,1,MONTHLY ISSUANCE,2018-08-08,Savings account,Silver
8327,1,WEEKLY ISSUANCE,2018-08-08,Savings account,Diamond
3203,23,MONTHLY ISSUANCE,2018-08-07,NRI account,Silver
5118,72,MONTHLY ISSUANCE,2018-08-05,Salary account,Silver
1971,41,MONTHLY ISSUANCE,2018-08-04,NRI account,Silver
2830,20,MONTHLY ISSUANCE,2018-08-04,NRI account,Silver
1927,42,MONTHLY ISSUANCE,2018-08-04,Savings account,Silver
2265,65,MONTHLY ISSUANCE,2018-08-03,NRI account,Silver
675,58,MONTHLY ISSUANCE,2018-08-03,Savings account,Silver
5033,54,MONTHLY ISSUANCE,2018-08-03,Salary account,Silver
1009,1,WEEKLY ISSUANCE,2018-08-01,Savings account,Diamond
2577,7,MONTHLY ISSUANCE,2018-07-30,NRI account,Silver
4948,43,MONTHLY ISSUANCE,2018-07-29,Savings account,Silver
1803,24,MONTHLY ISSUANCE,2018-07-29,Salary account,Silver
2957,25,MONTHLY ISSUANCE,2018-07-28,NRI account,Silver
6985,38,MONTHLY ISSUANCE,2018-07-27,Savings account,Silver
1252,13,WEEKLY ISSUANCE,2018-07-26,NRI account,Diamond
3357,54,MONTHLY ISSUANCE,2018-07-26,NRI account,Silver
2520,18,MONTHLY ISSUANCE,2018-07-25,Salary account,Silver
2553,41,MONTHLY ISSUANCE,2018-07-24,NRI account,Silver
10018,8,MONTHLY ISSUANCE,2018-07-23,Savings account,Silver
953,14,MONTHLY ISSUANCE,2018-07-22,Savings account,Silver
4081,11,MONTHLY ISSUANCE,2018-07-22,Salary account,Silver
2144,55,ISSUANCE AFTER TRANSACTION,2018-07-21,Salary account,Gold
720,54,MONTHLY ISSUANCE,2018-07-20,Savings account,Silver
1472,2,MONTHLY ISSUANCE,2018-07-20,Salary account,Silver
2244,46,MONTHLY ISSUANCE,2018-07-19,Salary account,Silver
2310,15,MONTHLY ISSUANCE,2018-07-19,Savings account,Silver
1994,42,MONTHLY ISSUANCE,2018-07-19,Savings account,Silver
3532,73,MONTHLY ISSUANCE,2018-07-18,Savings account,Silver
1251,34,WEEKLY ISSUANCE,2018-07-18,NRI account,Diamond
1936,70,MONTHLY ISSUANCE,2018-07-18,Savings account,Silver
8547,14,WEEKLY ISSUANCE,2018-07-17,Savings account,Diamond
1135,1,MONTHLY ISSUANCE,2018-07-17,NRI account,Silver
4263,5,MONTHLY ISSUANCE,2018-07-17,Savings account,Silver
1344,12,ISSUANCE AFTER TRANSACTION,2018-07-16,Savings account,Gold
1220,1,MONTHLY ISSUANCE,2018-07-15,Savings account,Silver
1568,23,MONTHLY ISSUANCE,2018-07-15,Savings account,Silver
3895,27,MONTHLY ISSUANCE,2018-07-14,Salary account,Silver
5263,64,MONTHLY ISSUANCE,2018-07-14,NRI account,Silver
5794,70,MONTHLY ISSUANCE,2018-07-14,Savings account,Silver
1075,35,MONTHLY ISSUANCE,2018-07-13,Salary account,Silver
2281,1,MONTHLY ISSUANCE,2018-07-13,Salary account,Silver
2307,60,MONTHLY ISSUANCE,2018-07-12,NRI account,Silver
3474,23,MONTHLY ISSUANCE,2018-07-12,Salary account,Silver
625,70,MONTHLY ISSUANCE,2018-07-12,NRI account,Silver
731,5,MONTHLY ISSUANCE,2018-07-11,NRI account,Silver
1103,66,MONTHLY ISSUANCE,2018-07-09,NRI account,Silver
3330,76,MONTHLY ISSUANCE,2018-07-08,Salary account,Silver
6649,1,MONTHLY ISSUANCE,2018-07-08,Savings account,Silver
3779,74,MONTHLY ISSUANCE,2018-07-08,Salary account,Silver
3458,63,MONTHLY ISSUANCE,2018-07-07,NRI account,Silver
2041,48,MONTHLY ISSUANCE,2018-07-05,Savings account,Silver
5742,74,ISSUANCE AFTER TRANSACTION,2018-07-05,Savings account,Gold
4415,73,MONTHLY ISSUANCE,2018-07-05,NRI account,Silver
4330,47,MONTHLY ISSUANCE,2018-07-05,Savings account,Silver
1597,68,MONTHLY ISSUANCE,2018-07-04,Savings account,Silver
1725,72,ISSUANCE AFTER TRANSACTION,2018-07-03,NRI account,Gold
3410,39,MONTHLY ISSUANCE,2018-07-03,Savings account,Silver
2292,41,MONTHLY ISSUANCE,2018-06-29,NRI account,Silver
638,65,MONTHLY ISSUANCE,2018-06-28,Salary account,Silver
2533,49,MONTHLY ISSUANCE,2018-06-27,Savings account,Silver
99,1,MONTHLY ISSUANCE,2018-06-27,Savings account,Silver
9235,37,MONTHLY ISSUANCE,2018-06-24,NRI account,Silver
3363,30,MONTHLY ISSUANCE,2018-06-24,Savings account,Silver
3436,5,MONTHLY ISSUANCE,2018-06-24,Salary account,Silver
1151,40,MONTHLY ISSUANCE,2018-06-23,NRI account,Silver
1728,74,MONTHLY ISSUANCE,2018-06-23,Savings account,Silver
3810,43,MONTHLY ISSUANCE,2018-06-22,Savings account,Silver
2781,16,MONTHLY ISSUANCE,2018-06-20,NRI account,Silver
1031,74,MONTHLY ISSUANCE,2018-06-20,NRI account,Silver
7184,5,MONTHLY ISSUANCE,2018-06-19,Salary account,Silver
2297,46,MONTHLY ISSUANCE,2018-06-18,Savings account,Silver
1846,6,MONTHLY ISSUANCE,2018-06-17,Savings account,Silver
2096,32,MONTHLY ISSUANCE,2018-06-17,Salary account,Silver
458,7,MONTHLY ISSUANCE,2018-06-16,Savings account,Silver
120,65,WEEKLY ISSUANCE,2018-06-16,Savings account,Diamond
10019,8,MONTHLY ISSUANCE,2018-06-15,NRI account,Silver
2328,35,MONTHLY ISSUANCE,2018-06-14,NRI account,Silver
1519,9,MONTHLY ISSUANCE,2018-06-14,Savings account,Silver
808,69,MONTHLY ISSUANCE,2018-06-13,Savings account,Silver
3601,54,MONTHLY ISSUANCE,2018-06-13,Salary account,Silver
131,52,MONTHLY ISSUANCE,2018-06-13,Savings account,Silver
3124,6,MONTHLY ISSUANCE,2018-06-13,Savings account,Silver
7618,72,WEEKLY ISSUANCE,2018-06-13,NRI account,Diamond
807,76,WEEKLY ISSUANCE,2018-06-13,Savings account,Diamond
3847,33,MONTHLY ISSUANCE,2018-06-13,NRI account,Silver
223,39,MONTHLY ISSUANCE,2018-06-13,NRI account,Silver
3252,12,MONTHLY ISSUANCE,2018-06-12,Savings account,Silver
3725,33,MONTHLY ISSUANCE,2018-06-11,Savings account,Silver
896,3,MONTHLY ISSUANCE,2018-06-11,Salary account,Silver
1793,56,MONTHLY ISSUANCE,2018-06-10,Savings account,Silver
1696,43,MONTHLY ISSUANCE,2018-06-09,NRI account,Silver
2139,8,MONTHLY ISSUANCE,2018-06-09,NRI account,Silver
5774,1,MONTHLY ISSUANCE,2018-06-08,Salary account,Silver
3392,1,MONTHLY ISSUANCE,2018-06-08,Salary account,Silver
1465,30,MONTHLY ISSUANCE,2018-06-08,NRI account,Silver
1420,68,MONTHLY ISSUANCE,2018-06-08,Salary account,Silver
1620,17,MONTHLY ISSUANCE,2018-06-08,Savings account,Silver
4121,54,MONTHLY ISSUANCE,2018-06-08,Salary account,Silver
754,1,MONTHLY ISSUANCE,2018-06-08,Savings account,Silver
3045,1,MONTHLY ISSUANCE,2018-06-08,NRI account,Silver
3453,13,MONTHLY ISSUANCE,2018-06-08,Salary account,Silver
471,47,MONTHLY ISSUANCE,2018-06-07,NRI account,Silver
53,77,MONTHLY ISSUANCE,2018-06-07,Salary account,Silver
1413,65,MONTHLY ISSUANCE,2018-06-07,NRI account,Silver
553,26,MONTHLY ISSUANCE,2018-06-06,NRI account,Silver
1092,41,MONTHLY ISSUANCE,2018-06-06,NRI account,Silver
2642,68,MONTHLY ISSUANCE,2018-06-05,NRI account,Silver
3520,72,MONTHLY ISSUANCE,2018-06-04,NRI account,Silver
2018,42,MONTHLY ISSUANCE,2018-06-04,Salary account,Silver
2877,37,MONTHLY ISSUANCE,2018-06-04,NRI account,Silver
11069,37,MONTHLY ISSUANCE,2018-06-02,Salary account,Silver
3874,51,MONTHLY ISSUANCE,2018-06-02,Salary account,Silver
1974,42,MONTHLY ISSUANCE,2018-06-01,Savings account,Silver
2559,32,MONTHLY ISSUANCE,2018-06-01,NRI account,Silver
1059,8,MONTHLY ISSUANCE,2018-05-30,Salary account,Silver
3624,32,WEEKLY ISSUANCE,2018-05-30,NRI account,Diamond
10001,24,MONTHLY ISSUANCE,2018-05-28,Savings account,Silver
3186,10,MONTHLY ISSUANCE,2018-05-28,Salary account,Silver
1530,70,MONTHLY ISSUANCE,2018-05-27,NRI account,Silver
1642,64,MONTHLY ISSUANCE,2018-05-27,Salary account,Silver
6358,3,MONTHLY ISSUANCE,2018-05-27,Salary account,Silver
11349,1,WEEKLY ISSUANCE,2018-05-26,NRI account,Diamond
2969,29,MONTHLY ISSUANCE,2018-05-26,Savings account,Silver
8998,61,MONTHLY ISSUANCE,2018-05-24,Savings account,Silver
490,45,MONTHLY ISSUANCE,2018-05-23,NRI account,Silver
3386,2,MONTHLY ISSUANCE,2018-05-23,NRI account,Silver
4589,4,MONTHLY ISSUANCE,2018-05-22,Savings account,Silver
57,1,MONTHLY ISSUANCE,2018-05-21,Savings account,Silver
10963,16,MONTHLY ISSUANCE,2018-05-20,Savings account,Silver
2521,63,MONTHLY ISSUANCE,2018-05-19,Salary account,Silver
3251,59,MONTHLY ISSUANCE,2018-05-18,Salary account,Silver
5358,4,MONTHLY ISSUANCE,2018-05-18,Salary account,Silver
875,63,MONTHLY ISSUANCE,2018-05-17,Salary account,Silver
733,49,WEEKLY ISSUANCE,2018-05-17,Salary account,Diamond
1720,35,MONTHLY ISSUANCE,2018-05-16,Salary account,Silver
4014,56,ISSUANCE AFTER TRANSACTION,2018-05-15,Salary account,Gold
2178,64,MONTHLY ISSUANCE,2018-05-15,NRI account,Silver
2935,68,MONTHLY ISSUANCE,2018-05-15,Savings account,Silver
544,32,MONTHLY ISSUANCE,2018-05-15,Salary account,Silver
256,37,MONTHLY ISSUANCE,2018-05-14,Savings account,Silver
3845,48,MONTHLY ISSUANCE,2018-05-14,Salary account,Silver
2919,77,MONTHLY ISSUANCE,2018-05-10,Savings account,Silver
1741,21,MONTHLY ISSUANCE,2018-05-10,Salary account,Silver
746,75,MONTHLY ISSUANCE,2018-05-10,NRI account,Silver
1183,12,MONTHLY ISSUANCE,2018-05-08,Savings account,Silver
2323,72,MONTHLY ISSUANCE,2018-05-08,Salary account,Silver
463,51,MONTHLY ISSUANCE,2018-05-08,Salary account,Silver
285,17,MONTHLY ISSUANCE,2018-05-08,NRI account,Silver
4105,58,MONTHLY ISSUANCE,2018-05-08,Salary account,Silver
2525,45,MONTHLY ISSUANCE,2018-05-08,Savings account,Silver
6434,1,MONTHLY ISSUANCE,2018-05-08,Salary account,Silver
533,40,MONTHLY ISSUANCE,2018-05-07,Savings account,Silver
3940,35,WEEKLY ISSUANCE,2018-05-07,Salary account,Diamond
4538,70,MONTHLY ISSUANCE,2018-05-07,Savings account,Silver
454,7,MONTHLY ISSUANCE,2018-05-07,NRI account,Silver
5194,1,ISSUANCE AFTER TRANSACTION,2018-05-05,NRI account,Gold
3464,25,MONTHLY ISSUANCE,2018-05-05,Salary account,Silver
2931,36,MONTHLY ISSUANCE,2018-05-04,NRI account,Silver
10351,23,MONTHLY ISSUANCE,2018-05-04,NRI account,Silver
3936,39,MONTHLY ISSUANCE,2018-05-04,Salary account,Silver
2364,33,MONTHLY ISSUANCE,2018-05-03,NRI account,Silver
1280,70,MONTHLY ISSUANCE,2018-05-03,Savings account,Silver
54,4,MONTHLY ISSUANCE,2018-05-02,NRI account,Silver
1010,61,MONTHLY ISSUANCE,2018-05-01,Savings account,Silver
1248,22,MONTHLY ISSUANCE,2018-04-29,Salary account,Silver
2331,8,MONTHLY ISSUANCE,2018-04-29,Savings account,Silver
2751,31,MONTHLY ISSUANCE,2018-04-28,Savings account,Silver
404,41,MONTHLY ISSUANCE,2018-04-28,Savings account,Silver
2547,74,MONTHLY ISSUANCE,2018-04-28,Savings account,Silver
922,61,MONTHLY ISSUANCE,2018-04-27,Savings account,Silver
3735,1,MONTHLY ISSUANCE,2018-04-27,NRI account,Silver
3449,1,MONTHLY ISSUANCE,2018-04-27,Salary account,Silver
4423,39,MONTHLY ISSUANCE,2018-04-26,NRI account,Silver
267,38,MONTHLY ISSUANCE,2018-04-26,NRI account,Silver
3930,37,MONTHLY ISSUANCE,2018-04-25,Salary account,Silver
455,54,MONTHLY ISSUANCE,2018-04-23,Salary account,Silver
7861,34,MONTHLY ISSUANCE,2018-04-22,NRI account,Silver
819,20,MONTHLY ISSUANCE,2018-04-22,Savings account,Silver
2726,18,MONTHLY ISSUANCE,2018-04-20,Savings account,Silver
1038,64,MONTHLY ISSUANCE,2018-04-20,NRI account,Silver
5724,14,ISSUANCE AFTER TRANSACTION,2018-04-19,Savings account,Gold
3823,74,MONTHLY ISSUANCE,2018-04-19,Salary account,Silver
3321,17,MONTHLY ISSUANCE,2018-04-18,Savings account,Silver
3231,73,MONTHLY ISSUANCE,2018-04-18,Salary account,Silver
1315,13,MONTHLY ISSUANCE,2018-04-17,Salary account,Silver
1862,19,WEEKLY ISSUANCE,2018-04-15,Salary account,Diamond
1309,1,MONTHLY ISSUANCE,2018-04-15,Savings account,Silver
1046,1,MONTHLY ISSUANCE,2018-04-14,NRI account,Silver
3729,31,MONTHLY ISSUANCE,2018-04-14,Salary account,Silver
3702,53,MONTHLY ISSUANCE,2018-04-13,NRI account,Silver
4852,47,MONTHLY ISSUANCE,2018-04-13,Savings account,Silver
2750,13,MONTHLY ISSUANCE,2018-04-13,NRI account,Silver
893,53,MONTHLY ISSUANCE,2018-04-12,Savings account,Silver
7815,19,WEEKLY ISSUANCE,2018-04-09,Salary account,Diamond
7136,12,WEEKLY ISSUANCE,2018-04-09,Salary account,Diamond
1228,62,MONTHLY ISSUANCE,2018-04-09,Salary account,Silver
206,61,MONTHLY ISSUANCE,2018-04-08,Salary account,Silver
3109,18,MONTHLY ISSUANCE,2018-04-08,NRI account,Silver
1590,77,MONTHLY ISSUANCE,2018-04-07,NRI account,Silver
7418,21,MONTHLY ISSUANCE,2018-04-07,Salary account,Silver
19,21,MONTHLY ISSUANCE,2018-04-07,Salary account,Silver
842,62,MONTHLY ISSUANCE,2018-04-07,Savings account,Silver
1821,70,MONTHLY ISSUANCE,2018-04-07,Savings account,Silver
3147,54,MONTHLY ISSUANCE,2018-04-05,Salary account,Silver
6289,64,MONTHLY ISSUANCE,2018-04-05,NRI account,Silver
2203,47,MONTHLY ISSUANCE,2018-04-04,Salary account,Silver
6910,76,MONTHLY ISSUANCE,2018-04-04,Savings account,Silver
1986,46,MONTHLY ISSUANCE,2018-04-04,Salary account,Silver
2839,70,MONTHLY ISSUANCE,2018-04-04,NRI account,Silver
1479,54,MONTHLY ISSUANCE,2018-04-04,Savings account,Silver
5126,58,MONTHLY ISSUANCE,2018-04-03,Savings account,Silver
231,22,MONTHLY ISSUANCE,2018-04-03,NRI account,Silver
248,1,MONTHLY ISSUANCE,2018-04-02,NRI account,Silver
9493,64,MONTHLY ISSUANCE,2018-04-02,NRI account,Silver
1561,66,MONTHLY ISSUANCE,2018-04-01,NRI account,Silver
2540,54,MONTHLY ISSUANCE,2018-04-01,Savings account,Silver
1249,67,MONTHLY ISSUANCE,2018-03-30,Savings account,Silver
95,1,MONTHLY ISSUANCE,2018-03-30,Salary account,Silver
1540,1,MONTHLY ISSUANCE,2018-03-29,Salary account,Silver
1692,56,MONTHLY ISSUANCE,2018-03-29,Savings account,Silver
227,27,MONTHLY ISSUANCE,2018-03-28,Savings account,Silver
568,18,MONTHLY ISSUANCE,2018-03-28,Savings account,Silver
1254,74,MONTHLY ISSUANCE,2018-03-28,NRI account,Silver
608,32,MONTHLY ISSUANCE,2018-03-27,NRI account,Silver
1757,75,MONTHLY ISSUANCE,2018-03-27,Salary account,Silver
6609,16,MONTHLY ISSUANCE,2018-03-27,NRI account,Silver
870,70,MONTHLY ISSUANCE,2018-03-27,Savings account,Silver
767,25,MONTHLY ISSUANCE,2018-03-26,NRI account,Silver
981,66,MONTHLY ISSUANCE,2018-03-25,NRI account,Silver
5541,43,MONTHLY ISSUANCE,2018-03-24,NRI account,Silver
1,18,MONTHLY ISSUANCE,2018-03-24,NRI account,Silver
1306,1,MONTHLY ISSUANCE,2018-03-22,Savings account,Silver
1174,70,MONTHLY ISSUANCE,2018-03-21,NRI account,Silver
1261,52,MONTHLY ISSUANCE,2018-03-18,NRI account,Silver
2856,25,MONTHLY ISSUANCE,2018-03-18,Salary account,Silver
288,25,MONTHLY ISSUANCE,2018-03-18,Savings account,Silver
3750,77,MONTHLY ISSUANCE,2018-03-18,Salary account,Silver
150,73,MONTHLY ISSUANCE,2018-03-16,NRI account,Silver
3402,76,WEEKLY ISSUANCE,2018-03-16,Salary account,Diamond
2810,66,MONTHLY ISSUANCE,2018-03-16,Savings account,Silver
586,54,MONTHLY ISSUANCE,2018-03-16,Savings account,Silver
7606,21,MONTHLY ISSUANCE,2018-03-15,NRI account,Silver
158,37,MONTHLY ISSUANCE,2018-03-15,Savings account,Silver
6397,48,MONTHLY ISSUANCE,2018-03-15,Savings account,Silver
7859,52,MONTHLY ISSUANCE,2018-03-14,Savings account,Silver
2723,75,MONTHLY ISSUANCE,2018-03-12,Savings account,Silver
3230,1,MONTHLY ISSUANCE,2018-03-11,Savings account,Silver
3989,19,MONTHLY ISSUANCE,2018-03-11,Salary account,Silver
108,53,MONTHLY ISSUANCE,2018-03-10,Savings account,Silver
1802,75,MONTHLY ISSUANCE,2018-03-10,Salary account,Silver
1108,26,MONTHLY ISSUANCE,2018-03-09,Savings account,Silver
3826,34,MONTHLY ISSUANCE,2018-03-05,Salary account,Silver
376,25,MONTHLY ISSUANCE,2018-03-05,NRI account,Silver
1287,35,MONTHLY ISSUANCE,2018-03-04,NRI account,Silver
9897,1,MONTHLY ISSUANCE,2018-03-04,Savings account,Silver
30,36,MONTHLY ISSUANCE,2018-03-04,Salary account,Silver
2367,28,MONTHLY ISSUANCE,2018-03-04,Salary account,Silver
2865,1,MONTHLY ISSUANCE,2018-03-03,NRI account,Silver
3014,75,WEEKLY ISSUANCE,2018-03-03,Salary account,Diamond
2680,46,MONTHLY ISSUANCE,2018-03-03,NRI account,Silver
1129,35,MONTHLY ISSUANCE,2018-03-03,Savings account,Silver
3233,31,MONTHLY ISSUANCE,2018-03-03,Savings account,Silver
190,74,MONTHLY ISSUANCE,2018-03-02,Salary account,Silver
3737,34,MONTHLY ISSUANCE,2018-03-01,Savings account,Silver
1702,56,MONTHLY ISSUANCE,2018-02-27,Salary account,Silver
1778,15,MONTHLY ISSUANCE,2018-02-25,NRI account,Silver
2911,33,MONTHLY ISSUANCE,2018-02-25,NRI account,Silver
3710,1,MONTHLY ISSUANCE,2018-02-25,Salary account,Silver
3753,28,MONTHLY ISSUANCE,2018-02-24,Savings account,Silver
763,1,MONTHLY ISSUANCE,2018-02-23,Salary account,Silver
4161,1,MONTHLY ISSUANCE,2018-02-23,NRI account,Silver
2431,74,MONTHLY ISSUANCE,2018-02-23,Salary account,Silver
1633,51,MONTHLY ISSUANCE,2018-02-22,NRI account,Silver
2490,22,MONTHLY ISSUANCE,2018-02-21,NRI account,Silver
2047,20,MONTHLY ISSUANCE,2018-02-21,NRI account,Silver
3839,1,MONTHLY ISSUANCE,2018-02-21,NRI account,Silver
10884,65,MONTHLY ISSUANCE,2018-02-20,Savings account,Silver
2688,72,MONTHLY ISSUANCE,2018-02-20,Savings account,Silver
1772,31,WEEKLY ISSUANCE,2018-02-20,Savings account,Diamond
781,33,MONTHLY ISSUANCE,2018-02-19,NRI account,Silver
1858,72,MONTHLY ISSUANCE,2018-02-18,NRI account,Silver
3978,59,MONTHLY ISSUANCE,2018-02-18,Savings account,Silver
70,8,MONTHLY ISSUANCE,2018-02-18,Salary account,Silver
3297,53,MONTHLY ISSUANCE,2018-02-17,NRI account,Silver
607,16,MONTHLY ISSUANCE,2018-02-17,Savings account,Silver
3466,64,MONTHLY ISSUANCE,2018-02-16,Salary account,Silver
1967,26,WEEKLY ISSUANCE,2018-02-13,NRI account,Diamond
4727,2,MONTHLY ISSUANCE,2018-02-13,Savings account,Silver
3623,59,MONTHLY ISSUANCE,2018-02-12,NRI account,Silver
2268,1,MONTHLY ISSUANCE,2018-02-11,Savings account,Silver
388,59,MONTHLY ISSUANCE,2018-02-11,NRI account,Silver
3817,70,MONTHLY ISSUANCE,2018-02-10,NRI account,Silver
3865,50,MONTHLY ISSUANCE,2018-02-09,Savings account,Silver
4109,54,MONTHLY ISSUANCE,2018-02-09,Salary account,Silver
515,57,MONTHLY ISSUANCE,2018-02-09,NRI account,Silver
7614,62,MONTHLY ISSUANCE,2018-02-08,NRI account,Silver
8159,26,MONTHLY ISSUANCE,2018-02-08,Salary account,Silver
2151,38,MONTHLY ISSUANCE,2018-02-08,Savings account,Silver
1889,59,MONTHLY ISSUANCE,2018-02-06,NRI account,Silver
789,39,MONTHLY ISSUANCE,2018-02-06,Salary account,Silver
2718,29,MONTHLY ISSUANCE,2018-02-05,Salary account,Silver
1496,57,MONTHLY ISSUANCE,2018-02-05,Savings account,Silver
2968,15,MONTHLY ISSUANCE,2018-02-05,Salary account,Silver
4001,54,MONTHLY ISSUANCE,2018-02-04,NRI account,Silver
393,46,MONTHLY ISSUANCE,2018-02-04,NRI account,Silver
1112,48,MONTHLY ISSUANCE,2018-02-03,Savings account,Silver
3583,40,MONTHLY ISSUANCE,2018-02-03,Savings account,Silver
3421,31,MONTHLY ISSUANCE,2018-02-01,NRI account,Silver
11042,72,MONTHLY ISSUANCE,2018-01-29,Salary account,Silver
650,3,MONTHLY ISSUANCE,2018-01-28,Savings account,Silver
795,25,MONTHLY ISSUANCE,2018-01-27,Salary account,Silver
1548,47,MONTHLY ISSUANCE,2018-01-27,Savings account,Silver
2755,20,MONTHLY ISSUANCE,2018-01-26,NRI account,Silver
3235,8,MONTHLY ISSUANCE,2018-01-26,Savings account,Silver
2111,42,WEEKLY ISSUANCE,2018-01-25,Savings account,Diamond
1769,39,MONTHLY ISSUANCE,2018-01-25,NRI account,Silver
2663,64,MONTHLY ISSUANCE,2018-01-25,NRI account,Silver
4103,38,MONTHLY ISSUANCE,2018-01-25,Salary account,Silver
5735,52,MONTHLY ISSUANCE,2018-01-25,NRI account,Silver
3362,73,MONTHLY ISSUANCE,2018-01-25,Savings account,Silver
1914,27,MONTHLY ISSUANCE,2018-01-24,Salary account,Silver
2054,1,MONTHLY ISSUANCE,2018-01-24,Savings account,Silver
270,27,MONTHLY ISSUANCE,2018-01-23,Savings account,Silver
1526,52,MONTHLY ISSUANCE,2018-01-22,Salary account,Silver
3841,8,MONTHLY ISSUANCE,2018-01-22,Salary account,Silver
9030,72,MONTHLY ISSUANCE,2018-01-21,NRI account,Silver
