sale_id,sale_date,product_id,region_id,quantity_sold,sale_amount
5436,2022-02-05,65,5,19,203.05
5437,2020-02-07,47,8,8,341.83
5438,2020-08-18,58,8,19,396.33
5439,2023-02-15,5,3,18,151.65
5440,2020-01-02,77,5,12,473.41
5441,2022-12-08,5,7,13,263.84
5442,2022-08-25,60,5,18,369.05
5443,2021-03-12,96,6,15,367.17
5444,2021-07-06,21,2,15,286.97
5445,2022-03-03,24,8,12,168.12
5446,2023-10-09,18,5,9,336.8
5447,2022-07-30,21,6,19,52.77
5448,2023-12-07,54,1,12,490.9
5449,2019-03-14,10,10,5,100.16
5450,2020-04-25,24,2,10,144.96
5451,2022-10-07,85,4,7,477.68
5452,2020-07-13,89,9,11,101.41
5453,2022-09-11,60,6,8,93.35
5454,2021-01-14,57,8,7,404.22
5455,2023-01-06,23,2,16,133.13
5456,2019-04-10,22,10,16,56.42
5457,2021-12-18,68,5,14,121.06
5458,2020-05-22,34,1,15,445.3
5459,2019-09-15,70,4,9,147.36
5460,2020-02-17,28,10,16,350.58
5461,2023-01-15,95,1,16,203.62
5462,2021-12-24,99,9,5,138.44
5463,2020-08-17,39,2,3,80.58
5464,2022-03-23,42,7,13,486.37
5465,2019-09-23,23,3,8,265.35
5466,2021-03-31,70,2,17,66.23
5467,2022-01-07,80,4,5,107.42
5468,2022-08-31,2,7,6,209.58
5469,2020-10-23,24,7,2,276.64
5470,2021-08-04,17,9,14,99.08
5471,2020-07-13,65,3,4,146.09
5472,2021-07-05,70,7,3,394.02
5473,2021-06-09,69,6,9,214.57
5474,2022-06-25,60,10,18,10.69
5475,2023-12-19,50,7,12,36.43
5476,2021-05-17,93,7,9,225.27
5477,2020-09-01,12,10,18,39.46
5478,2020-02-18,47,5,13,95.21
5479,2019-01-25,67,9,14,366.66
5480,2019-10-11,65,7,10,245.39
5481,2023-01-12,27,7,3,246.41
5482,2021-05-30,48,3,7,303.13
5483,2019-10-28,88,1,18,396.37
5484,2021-12-27,62,5,16,87.71
5485,2021-10-27,44,8,17,94.79
5486,2021-03-27,19,5,6,69.49
5487,2022-03-06,59,10,12,469.05
5488,2022-04-02,8,3,19,292.87
5489,2019-03-24,55,9,3,55.39
5490,2023-08-01,47,2,3,118.12
5491,2022-12-14,2,3,18,365.54
5492,2022-01-01,94,4,11,24.21
5493,2022-06-14,94,10,6,365.57
5494,2019-02-15,39,1,19,456.62
5495,2020-09-09,45,4,5,37.63
5496,2021-07-16,32,4,13,101.35
5497,2023-12-29,65,9,5,11.17
5498,2019-09-19,38,8,3,63.42
5499,2019-06-25,77,2,19,312.33
5500,2022-04-04,11,7,17,31.96
5501,2020-10-18,10,6,3,218.66
5502,2021-04-21,59,7,15,256.67
5503,2020-01-05,90,4,17,454.25
5504,2023-12-24,55,5,13,242.4
5505,2019-02-23,20,6,14,79.85
5506,2020-11-20,81,9,16,151.75
5507,2022-12-13,17,2,11,339.38
5508,2023-11-15,68,9,17,64.94
5509,2023-03-11,5,10,5,123.55
5510,2022-09-26,60,1,15,497.93
5511,2022-02-24,23,4,18,12.71
5512,2022-12-03,46,5,16,84.57
5513,2020-01-02,52,9,14,423.41
5514,2022-07-18,10,6,14,59.68
5515,2020-10-05,46,4,13,26.48
5516,2023-06-17,28,2,1,69.44
5517,2020-01-14,97,5,6,349.86
5518,2019-03-14,43,8,11,496.62
5519,2021-07-03,26,8,11,299.41
5520,2022-06-25,55,6,16,70.91
5521,2021-05-09,48,1,3,100.05
5522,2023-12-14,29,8,17,273.46
5523,2019-02-12,27,4,14,360.67
5524,2020-01-12,18,2,2,334.83
5525,2021-11-30,60,1,9,291.62
5526,2019-06-19,74,7,8,493.27
5527,2019-07-31,69,2,11,107.04
5528,2023-02-25,74,4,7,94.72
5529,2023-08-31,21,4,2,430.94
5530,2019-02-08,24,10,4,152.5
5531,2020-01-04,3,1,14,172.94
5532,2021-01-26,95,2,13,278.85
5533,2019-05-31,62,1,13,196.82
5534,2022-02-08,2,6,13,150.94
5535,2023-02-12,66,3,5,459.42
5536,2022-12-30,42,1,12,73.34
5537,2021-12-06,34,8,6,208.1
5538,2021-10-20,42,4,14,11.45
5539,2023-05-18,20,10,8,405.65
5540,2021-01-06,97,7,8,92.53
5541,2022-10-21,68,10,7,388.77
5542,2019-03-10,45,2,17,82.82
5543,2019-10-26,75,6,11,214.2
5544,2021-08-01,42,6,10,366.81
5545,2021-03-12,47,7,13,142.7
5546,2019-10-23,5,1,10,163.82
5547,2019-07-22,89,1,14,336.99
5548,2019-03-02,49,2,9,101.97
5549,2021-08-03,37,2,7,476.37
5550,2021-08-20,34,5,7,102.51
5551,2022-08-30,73,1,18,377.5
5552,2022-03-30,70,2,16,403.27
5553,2019-11-27,18,6,8,193.44
5554,2023-04-01,78,3,16,86.56
5555,2019-12-04,19,4,19,91.29
5556,2023-06-18,78,1,15,492.87
5557,2022-08-20,40,5,15,365.45
5558,2023-03-07,17,4,6,230.52
5559,2023-08-01,60,8,9,136.1
5560,2022-09-23,99,3,15,19.27
5561,2023-04-23,93,10,7,338.53
5562,2020-09-30,42,1,8,478.89
5563,2019-10-02,81,10,18,62.35
5564,2022-04-02,72,5,16,379.7
5565,2023-01-06,65,1,15,85.09
5566,2019-11-15,53,5,3,398.13
5567,2020-08-11,100,9,1,191.58
5568,2020-05-18,7,5,13,358.91
5569,2023-09-06,5,2,12,463.88
5570,2020-01-22,24,2,9,313.87
5571,2021-05-19,28,10,2,461.14
5572,2021-04-12,62,9,9,125.16
5573,2021-10-11,17,5,8,489.29
5574,2020-08-25,20,8,5,437.7
5575,2023-11-09,3,10,13,62.71
5576,2023-12-05,37,4,2,212.63
5577,2020-11-21,90,2,10,464.24
5578,2020-05-08,15,4,6,48.28
5579,2020-05-04,51,4,7,232.34
5580,2020-12-21,48,9,3,364.56
5581,2022-01-01,8,10,14,26.39
5582,2020-05-23,13,6,16,378.89
5583,2020-01-25,48,10,6,186.99
5584,2023-07-01,3,6,8,132.19
5585,2019-10-22,65,5,1,292.23
5586,2022-10-24,73,6,15,276.72
5587,2021-03-06,31,1,17,438.23
5588,2021-05-14,26,5,18,341.24
5589,2023-09-14,81,6,3,216.71
5590,2020-07-02,56,8,6,328.57
5591,2020-10-10,34,4,17,377.57
5592,2020-07-21,9,5,13,469.29
5593,2022-04-25,62,4,17,355.09
5594,2021-05-02,13,7,16,276.5
5595,2021-02-08,69,10,17,192.76
5596,2020-03-20,41,6,1,446.83
5597,2023-05-13,77,4,16,398.33
5598,2019-12-29,1,6,6,47.82
5599,2019-05-03,89,4,8,352.78
5600,2022-04-26,47,8,1,273.99
5601,2021-01-11,4,3,2,60.79
5602,2020-11-10,100,8,15,286.83
5603,2020-02-24,63,2,5,104.33
5604,2023-07-08,52,6,15,356.99
5605,2022-06-29,10,8,10,146.45
5606,2023-07-01,28,1,5,83.67
5607,2023-04-22,6,6,3,50.17
5608,2022-09-20,27,9,6,250.49
5609,2019-04-02,12,10,15,107.82
5610,2023-04-03,62,10,18,429.01
5611,2019-03-04,52,2,14,11.47
5612,2023-08-13,48,1,10,423.38
5613,2020-05-26,67,2,4,265.34
5614,2022-03-08,46,5,11,461.85
5615,2023-09-18,97,6,7,110.26
5616,2022-04-23,74,1,15,60.11
5617,2022-05-13,95,7,9,316.23
5618,2021-02-10,15,4,15,356.3
5619,2022-05-22,71,9,12,192.57
5620,2019-09-13,36,6,18,16.7
5621,2019-05-15,14,9,6,209.41
5622,2023-05-16,78,1,18,124.56
5623,2021-05-24,3,4,18,180.26
5624,2021-04-01,67,2,6,258.31
5625,2019-03-29,86,6,15,354.15
5626,2021-09-14,19,4,19,481.98
5627,2022-05-15,99,9,5,80.56
5628,2022-02-26,76,3,4,343.15
5629,2021-04-02,54,1,17,124.27
5630,2021-10-23,69,1,10,118.15
5631,2021-08-31,10,9,12,320.44
5632,2021-07-22,33,9,5,390.24
5633,2023-11-13,13,5,7,489.12
5634,2019-05-01,99,2,12,386.73
5635,2022-11-09,51,9,2,87.08
5636,2023-06-26,32,8,17,120.45
5637,2021-11-27,75,10,13,383.08
5638,2022-09-26,24,10,5,268.22
5639,2021-10-04,35,6,5,154.75
5640,2021-07-13,83,7,12,241.17
5641,2020-10-06,70,6,12,458.3
5642,2020-12-14,40,5,7,380.24
5643,2021-05-09,54,4,6,230.84
5644,2019-01-21,44,7,10,490.47
5645,2019-08-30,62,4,19,399.49
5646,2020-03-30,99,10,16,12.88
5647,2021-08-20,68,10,2,65.06
5648,2020-09-12,33,10,4,281.44
5649,2019-10-30,77,9,9,181.48
5650,2023-06-08,56,5,5,408.15
5651,2023-06-07,36,8,1,448.89
5652,2021-03-13,54,6,11,127.92
5653,2021-08-21,19,4,19,384.01
5654,2019-03-10,43,3,3,272.34
5655,2022-02-26,12,6,1,202.06
5656,2019-07-15,11,1,4,395.52
5657,2019-05-20,70,2,9,286.81
5658,2023-01-07,12,7,16,321.29
5659,2019-10-10,91,4,7,40.5
5660,2019-11-08,41,5,5,297.08
5661,2021-01-15,25,10,13,157.35
5662,2023-04-08,3,1,11,251.71
5663,2023-08-16,3,2,14,118.79
5664,2019-10-04,84,4,17,311.09
5665,2019-03-02,28,8,12,82.26
5666,2022-09-04,23,10,19,70.22
5667,2019-02-21,48,4,5,102.32
5668,2019-06-02,67,3,8,410.56
5669,2023-11-08,42,3,2,26.43
5670,2022-08-27,88,5,17,367.49
5671,2020-06-27,40,3,2,37.69
5672,2020-07-20,6,8,3,300.01
5673,2022-11-13,20,5,18,389.04
5674,2023-04-21,11,7,15,123.23
5675,2020-09-13,96,8,5,106.01
5676,2022-04-15,27,5,17,151.7
5677,2022-10-17,21,8,14,352.81
5678,2019-11-10,13,3,1,134.87
5679,2021-03-17,86,7,14,255.87
5680,2021-04-27,35,8,9,75.89
5681,2019-04-07,47,7,5,235.99
5682,2021-05-30,86,2,4,316.12
5683,2022-05-21,28,8,1,45.19
5684,2021-04-08,21,6,3,409.56
5685,2019-05-17,18,10,11,469.34
5686,2021-10-26,31,3,16,104.84
5687,2021-10-07,60,4,11,382.12
5688,2019-04-19,37,7,10,163.6
5689,2020-06-30,21,3,12,341.6
5690,2021-11-28,14,1,5,160.27
5691,2020-10-23,89,6,10,432.55
5692,2020-02-29,91,3,13,180.08
5693,2020-09-21,60,10,19,425.93
5694,2019-09-18,23,6,7,385.41
5695,2022-12-20,95,10,16,106.2
5696,2019-03-28,29,3,6,86.91
5697,2020-04-09,47,6,10,392.03
5698,2019-03-17,30,4,10,201.25
5699,2020-04-15,90,4,11,475.2
5700,2020-02-18,84,10,10,472.04
5701,2021-04-04,38,10,14,349.81
5702,2021-06-13,83,2,15,255.28
5703,2020-12-26,27,4,7,105.53
5704,2020-04-01,89,4,13,442.37
5705,2022-08-01,87,7,11,50.18
5706,2022-06-16,93,5,7,191.47
5707,2023-08-28,15,8,11,166.42
5708,2023-06-11,59,7,14,479.63
5709,2020-10-14,3,10,17,67.88
5710,2020-11-02,10,9,16,446.17
5711,2023-05-01,79,8,1,233.65
5712,2022-10-27,80,9,9,33.27
5713,2020-05-09,17,1,9,367.14
5714,2023-07-06,83,10,10,59.43
5715,2021-12-04,11,3,19,126.13
5716,2022-11-25,48,5,15,401.87
5717,2022-06-24,5,9,16,85.82
5718,2023-06-28,69,8,11,169.48
5719,2020-08-19,64,10,17,186.89
5720,2020-03-25,14,7,19,298.51
5721,2020-04-29,50,2,13,397.07
5722,2020-10-07,26,6,6,123.1
5723,2020-09-11,72,4,15,110.83
5724,2021-11-07,69,5,16,118.73
5725,2023-06-18,7,5,4,196.99
5726,2020-10-23,16,4,8,272.2
5727,2021-01-27,55,4,7,16.59
5728,2019-10-16,78,4,17,392.35
5729,2022-12-08,56,2,16,464.09
5730,2020-12-21,4,1,2,423.32
5731,2020-09-29,100,2,17,28.22
5732,2019-08-23,48,7,4,267.01
5733,2020-02-20,17,1,14,408.87
5734,2021-07-26,36,6,8,178.62
5735,2020-05-13,70,4,5,449.55
5736,2021-08-31,80,2,5,444.57
5737,2020-09-25,93,3,5,79.44
5738,2023-08-01,100,7,5,251.88
5739,2021-10-16,38,6,3,22.58
5740,2019-04-25,62,6,6,148.11
5741,2021-07-20,48,8,1,407.82
5742,2020-11-04,10,8,8,487.82
5743,2023-10-03,36,6,13,457.53
5744,2022-06-11,29,1,6,30.86
5745,2023-04-13,78,10,18,464.1
5746,2021-10-31,4,7,18,413.1
5747,2019-07-25,44,8,16,435.17
5748,2023-08-30,56,5,8,458.27
5749,2019-09-04,42,4,17,249.21
5750,2023-05-02,100,7,8,113.5
5751,2021-01-27,13,6,15,20.3
5752,2022-02-24,46,6,10,21.54
5753,2019-05-27,82,3,1,324.83
5754,2019-04-28,33,10,9,175.27
5755,2022-11-06,21,4,17,252.99
5756,2020-02-16,80,5,1,74.35
5757,2023-08-15,79,9,9,488.0
5758,2023-05-27,57,8,14,73.67
5759,2019-12-29,69,3,5,227.96
5760,2023-03-13,70,6,6,227.24
5761,2019-05-17,67,10,5,14.23
5762,2022-04-13,48,1,4,337.22
5763,2022-08-05,76,3,16,273.72
5764,2021-08-15,100,10,16,253.77
5765,2023-02-13,33,7,10,410.86
5766,2019-01-19,36,7,14,128.16
5767,2019-07-14,33,2,13,431.94
5768,2019-11-26,31,3,4,433.74
5769,2019-06-24,21,7,14,415.16
5770,2021-09-28,27,6,9,177.28
5771,2020-03-24,91,7,3,89.65
5772,2021-08-03,72,10,10,242.84
5773,2022-10-09,62,9,15,137.32
5774,2023-03-03,96,8,19,35.57
5775,2019-05-21,26,6,2,146.94
5776,2021-01-27,66,4,2,239.87
5777,2021-07-18,12,10,9,65.24
5778,2019-04-03,22,9,4,472.72
5779,2019-08-27,17,7,5,331.49
5780,2019-07-24,7,5,2,76.81
5781,2020-07-13,68,2,7,407.91
5782,2022-12-27,37,9,19,464.76
5783,2019-09-02,38,7,6,138.76
5784,2021-04-11,96,9,16,80.19
5785,2022-09-02,11,9,14,168.01
5786,2021-07-13,1,10,12,417.8
5787,2019-10-22,25,5,6,95.8
5788,2020-10-01,42,7,13,391.88
5789,2021-05-05,52,5,15,360.97
5790,2022-07-29,24,3,14,329.17
5791,2019-01-17,53,10,8,222.33
5792,2019-03-12,56,8,11,189.72
5793,2022-07-16,63,8,9,51.78
5794,2022-09-10,81,9,12,185.1
5795,2023-12-23,8,6,6,304.9
5796,2019-11-01,59,2,19,450.12
5797,2023-01-14,45,3,3,418.23
5798,2021-10-27,27,10,1,25.79
5799,2022-08-30,52,6,15,78.04
5800,2021-03-27,18,1,15,425.76
5801,2022-01-31,91,2,5,470.27
5802,2021-03-31,86,8,11,37.35
5803,2019-07-12,16,8,1,353.61
5804,2023-11-12,66,6,10,189.21
5805,2023-05-17,5,3,11,188.5
5806,2020-06-12,82,2,7,324.91
5807,2019-06-20,3,6,17,407.01
5808,2023-04-10,91,1,12,144.67
5809,2019-09-08,81,10,4,355.62
5810,2023-11-24,80,6,12,321.58
5811,2022-11-11,70,9,3,263.49
5812,2022-05-15,7,7,18,305.19
5813,2020-06-24,50,9,12,18.85
5814,2023-07-11,14,2,19,11.99
5815,2020-02-20,38,5,13,279.71
5816,2021-03-04,79,9,16,266.81
5817,2022-11-04,47,7,8,44.95
5818,2022-03-13,33,9,6,251.09
5819,2019-01-25,43,6,10,381.19
5820,2020-10-29,91,7,10,275.19
5821,2022-01-01,29,10,6,263.63
5822,2020-09-23,57,5,8,361.78
5823,2022-01-21,5,6,18,94.2
5824,2020-05-19,93,1,17,234.17
5825,2023-06-10,96,1,10,82.54
5826,2019-12-02,60,2,2,266.68
5827,2020-02-29,70,4,12,300.05
5828,2020-05-13,2,9,10,69.62
5829,2022-10-19,70,7,9,47.0
5830,2021-08-04,43,6,16,91.7
5831,2020-09-21,4,1,7,297.31
5832,2023-11-04,56,5,9,102.91
5833,2022-05-07,93,4,6,144.87
5834,2020-12-18,59,5,10,354.25
5835,2022-12-07,89,9,7,131.69
5836,2019-12-05,9,3,18,204.79
5837,2020-10-20,3,4,11,465.13
5838,2021-08-19,90,8,1,414.25
5839,2020-03-04,48,3,19,135.18
5840,2023-12-12,43,3,5,302.81
5841,2021-06-17,91,9,6,336.24
5842,2019-05-19,100,5,7,451.12
5843,2023-09-13,96,10,4,278.26
5844,2021-07-30,1,1,16,285.03
5845,2020-06-25,57,7,10,445.34
5846,2019-02-26,53,7,15,36.65
5847,2022-06-09,16,6,13,317.79
5848,2020-10-19,51,6,8,214.16
5849,2020-03-10,75,3,13,455.78
5850,2020-01-19,90,3,7,480.66
5851,2020-07-13,55,10,17,93.42
5852,2019-07-13,1,9,4,147.92
5853,2023-10-26,90,1,7,143.99
5854,2023-07-30,28,7,16,59.31
5855,2020-06-17,53,10,2,246.64
5856,2020-06-01,58,7,14,261.41
5857,2020-12-16,73,8,14,290.76
5858,2021-01-20,60,6,8,334.85
5859,2019-07-04,59,8,6,40.83
5860,2019-10-19,22,1,7,315.02
5861,2022-09-20,8,1,7,457.77
5862,2021-01-01,49,9,2,232.95
5863,2019-04-26,42,4,4,62.29
5864,2021-04-04,27,3,13,52.11
5865,2021-12-08,39,6,10,148.06
5866,2020-11-15,83,10,9,378.74
5867,2019-03-23,25,9,15,137.89
5868,2021-04-13,38,10,12,409.02
5869,2019-11-29,85,4,10,411.63
5870,2020-07-10,24,9,19,233.98
5871,2019-12-01,24,5,5,157.39
5872,2020-06-15,60,7,7,302.86
5873,2019-08-09,83,3,11,407.16
5874,2020-09-26,50,3,16,41.64
5875,2023-11-05,66,3,13,477.18
5876,2023-10-23,14,8,4,326.49
5877,2019-11-19,53,6,16,205.09
5878,2019-01-03,32,9,13,257.95
5879,2023-09-14,96,9,1,198.94
5880,2019-07-25,92,8,4,212.18
5881,2019-02-09,48,1,15,301.85
5882,2019-02-28,39,6,16,39.52
5883,2021-08-08,40,4,4,95.93
5884,2020-07-27,42,4,17,121.25
5885,2020-10-05,77,3,11,209.68
5886,2023-03-11,76,9,5,191.82
5887,2023-05-15,8,2,13,363.88
5888,2021-04-22,79,1,12,137.0
5889,2022-02-19,26,10,3,37.97
5890,2023-02-11,12,3,4,37.17
5891,2020-09-10,43,4,10,15.54
5892,2019-04-06,51,4,9,28.63
5893,2022-12-08,91,6,10,430.74
5894,2022-06-12,82,1,13,351.65
5895,2021-06-16,100,1,1,498.01
5896,2021-12-21,63,2,12,19.95
5897,2022-07-03,49,4,11,426.01
5898,2020-07-14,27,7,8,351.07
5899,2021-06-23,9,6,14,323.77
5900,2019-12-14,39,9,14,184.7
5901,2020-11-01,65,7,17,194.6
5902,2022-02-21,71,5,19,424.32
5903,2023-02-14,90,6,17,359.61
5904,2019-11-13,71,10,6,338.46
5905,2023-03-08,7,9,14,25.02
5906,2020-12-19,72,1,18,100.32
5907,2021-12-07,80,9,17,481.69
5908,2022-12-03,67,6,6,232.64
5909,2022-03-05,10,4,5,392.88
5910,2022-05-09,71,5,13,200.77
5911,2019-09-07,85,1,16,384.52
5912,2019-11-10,53,7,9,68.41
5913,2022-10-23,95,8,12,30.64
5914,2022-12-23,87,5,10,238.43
5915,2021-03-17,57,2,13,299.91
5916,2023-02-12,91,8,19,168.61
5917,2022-08-30,86,10,16,360.84
5918,2023-03-04,27,7,17,252.95
5919,2023-10-11,54,10,16,464.88
5920,2022-10-10,4,9,14,51.65
5921,2020-04-29,88,4,16,42.62
5922,2022-05-19,23,9,15,453.51
5923,2023-09-24,48,4,12,337.86
5924,2019-02-13,83,3,5,338.85
5925,2023-04-14,42,3,11,23.5
5926,2020-07-24,3,10,5,469.46
5927,2020-08-05,91,2,11,388.19
5928,2022-01-20,3,10,2,384.51
5929,2022-07-12,28,3,19,456.85
5930,2021-06-13,63,8,17,293.3
5931,2019-08-08,81,8,19,203.39
5932,2021-07-13,31,2,12,245.53
5933,2023-01-05,10,2,5,390.85
5934,2020-02-05,49,2,12,386.68
5935,2022-11-24,86,10,16,308.7
5936,2020-12-27,94,7,1,116.86
5937,2021-09-17,21,6,2,411.25
5938,2021-06-17,100,1,10,327.15
5939,2023-12-18,53,2,2,118.42
5940,2023-05-19,87,1,10,245.52
5941,2021-05-07,76,7,18,498.63
5942,2021-03-14,89,6,1,170.91
5943,2020-05-04,54,2,5,67.11
5944,2023-02-17,57,2,12,20.62
5945,2023-11-16,20,2,17,100.47
5946,2023-02-02,49,8,19,101.61
5947,2023-05-17,7,7,18,430.45
5948,2021-07-26,29,1,13,86.52
5949,2021-04-23,48,4,3,432.7
5950,2023-09-02,93,4,10,52.49
5951,2023-01-08,13,7,14,454.26
5952,2022-07-16,3,2,8,135.61
5953,2019-09-24,2,4,10,309.63
5954,2019-02-23,16,1,2,88.27
5955,2020-06-11,94,4,13,201.13
5956,2023-03-24,6,1,5,52.03
5957,2020-09-07,45,2,11,293.97
5958,2021-12-18,71,2,1,179.48
5959,2021-11-29,5,10,10,427.55
5960,2022-06-14,56,3,13,99.09
5961,2021-08-12,71,8,4,147.19
5962,2020-01-21,98,6,10,96.85
5963,2023-06-18,32,6,12,286.27
5964,2021-01-03,49,9,14,64.76
5965,2020-12-16,13,8,3,102.78
5966,2020-10-11,30,2,2,342.46
5967,2019-10-27,25,6,19,46.46
5968,2020-01-30,85,1,11,374.15
5969,2022-05-15,60,9,7,61.12
5970,2022-09-21,59,4,18,296.89
5971,2020-08-15,85,4,14,498.93
5972,2023-10-20,28,9,7,95.21
5973,2020-05-28,58,3,7,137.93
5974,2022-04-16,20,5,9,450.23
5975,2020-01-31,34,1,12,316.88
5976,2020-01-06,5,6,6,251.34
5977,2021-05-07,82,3,7,285.73
5978,2021-03-01,60,1,4,154.79
5979,2020-10-19,43,10,16,429.11
5980,2022-09-03,57,6,7,375.18
5981,2021-01-05,57,10,8,324.81
5982,2022-10-24,75,2,8,466.55
5983,2020-01-19,54,8,3,293.27
5984,2019-03-03,81,2,9,260.82
5985,2020-05-19,45,4,19,488.09
5986,2019-08-27,86,3,13,110.95
5987,2019-07-14,37,9,7,79.56
5988,2020-11-08,84,2,15,89.52
5989,2022-05-30,48,3,19,494.83
5990,2019-03-02,54,7,2,329.6
5991,2022-02-26,48,4,12,159.9
5992,2021-09-16,6,6,8,132.0
5993,2020-11-15,34,3,8,37.75
5994,2019-06-05,63,1,13,74.65
5995,2022-11-02,78,6,1,455.0
5996,2023-07-04,48,4,10,376.2
5997,2023-12-10,23,2,9,471.36
5998,2021-07-11,84,7,2,217.63
5999,2021-05-17,13,10,19,304.61
6000,2021-06-21,47,5,14,247.0
6001,2023-12-19,44,6,10,441.88
6002,2023-05-29,32,6,10,495.78
6003,2021-09-25,26,9,8,467.06
6004,2022-12-31,53,2,14,303.05
6005,2021-09-01,14,6,13,40.28
6006,2022-05-15,52,9,6,312.59
6007,2020-01-23,36,4,13,57.55
6008,2023-02-12,8,6,3,78.02
6009,2023-12-20,40,7,13,103.76
6010,2021-06-05,86,1,19,188.11
6011,2021-04-17,22,5,16,299.98
6012,2022-09-25,16,4,4,173.44
6013,2019-12-06,91,10,3,231.61
6014,2019-07-23,60,2,15,33.17
6015,2019-06-10,60,2,15,313.68
6016,2023-04-13,10,2,18,331.95
6017,2020-01-27,25,7,7,58.7
6018,2021-02-07,31,4,5,394.71
6019,2023-08-28,21,6,8,327.26
6020,2020-07-28,91,7,10,249.97
6021,2020-06-17,81,9,1,280.9
6022,2021-12-29,33,2,11,256.49
6023,2021-06-11,31,10,3,36.36
6024,2020-02-09,90,9,3,370.22
6025,2020-08-30,21,5,15,260.79
6026,2023-08-26,36,6,17,94.68
6027,2023-06-03,65,6,18,343.56
6028,2023-03-21,4,3,8,350.58
6029,2021-04-07,68,10,13,114.61
6030,2022-02-17,90,7,10,400.28
6031,2020-11-20,4,7,3,233.69
6032,2023-09-08,9,8,14,98.5
6033,2021-06-20,30,5,13,332.23
6034,2022-05-25,45,2,3,302.4
6035,2019-02-25,4,3,13,93.5
6036,2020-01-01,69,9,9,437.45
6037,2023-09-19,23,6,16,428.72
6038,2023-03-08,16,8,8,419.76
6039,2023-11-03,22,8,12,205.62
6040,2023-11-26,72,5,12,414.07
6041,2020-03-30,48,1,19,423.95
6042,2019-04-14,62,6,17,498.3
6043,2019-03-18,97,7,15,479.23
6044,2019-08-18,60,9,18,197.6
6045,2022-07-05,80,2,7,107.12
6046,2022-07-11,5,2,13,153.31
6047,2019-11-27,80,10,19,252.44
6048,2022-04-20,7,1,16,404.67
6049,2021-06-11,51,5,11,364.26
6050,2023-11-27,65,2,5,395.98
6051,2023-04-23,9,3,2,196.16
6052,2020-11-18,82,2,1,130.98
6053,2019-01-27,45,4,16,21.82
6054,2022-07-23,47,3,5,316.83
6055,2023-08-03,67,9,7,399.57
6056,2019-10-26,24,10,9,445.68
6057,2021-08-14,92,2,4,243.36
6058,2021-03-09,10,7,19,464.55
6059,2022-01-19,73,3,15,109.18
6060,2020-04-24,77,10,7,262.05
6061,2020-07-26,48,8,18,114.75
6062,2020-04-02,35,4,5,102.16
6063,2023-01-14,54,4,13,477.16
6064,2019-12-31,87,9,3,410.69
6065,2021-05-08,81,3,6,15.78
6066,2023-08-26,71,7,12,141.57
6067,2019-12-17,16,1,18,110.52
6068,2023-08-06,53,7,18,82.1
6069,2022-11-24,40,10,4,351.73
6070,2019-09-10,100,2,14,287.75
6071,2021-02-19,20,6,14,232.43
6072,2021-03-13,88,9,1,102.85
6073,2021-10-08,69,6,11,146.03
6074,2020-04-03,45,3,9,184.49
6075,2023-09-19,6,1,18,394.89
6076,2021-07-05,92,4,5,494.7
6077,2020-05-13,69,4,10,100.15
6078,2021-08-07,49,8,15,177.35
6079,2020-05-22,39,10,10,147.3
6080,2022-08-20,2,10,16,31.59
6081,2020-05-15,39,7,4,117.42
6082,2021-03-13,21,10,4,451.79
6083,2020-08-20,40,7,8,423.0
6084,2019-06-15,82,7,6,92.12
6085,2022-12-09,54,2,11,189.42
6086,2020-04-06,12,9,13,162.29
6087,2021-07-08,81,6,19,82.39
6088,2019-04-24,37,2,11,314.88
6089,2022-12-27,38,1,2,283.08
6090,2021-09-18,15,1,3,219.23
6091,2022-10-11,7,1,15,429.19
6092,2023-09-15,78,4,13,313.66
6093,2019-07-26,50,4,10,137.04
6094,2023-11-27,65,9,5,193.12
6095,2022-06-12,67,1,11,83.58
6096,2023-01-05,44,3,14,299.77
6097,2022-10-10,31,3,15,297.45
6098,2020-05-29,43,8,13,436.39
6099,2022-05-16,77,2,3,429.35
6100,2020-12-09,48,6,9,420.1
6101,2022-02-22,82,4,8,278.99
6102,2019-05-18,81,10,15,329.49
6103,2019-12-05,81,6,1,390.02
6104,2020-06-20,61,5,2,54.93
6105,2019-03-09,75,9,9,157.29
6106,2023-05-16,84,9,17,92.85
6107,2023-04-14,10,1,9,260.62
6108,2020-01-18,29,3,1,420.46
6109,2019-01-19,48,1,8,123.05
6110,2020-11-13,98,6,5,368.14
6111,2023-01-13,81,3,11,208.85
6112,2019-03-15,62,1,6,452.51
6113,2020-07-26,13,6,17,317.13
6114,2021-07-27,44,5,18,488.51
6115,2023-08-16,47,8,18,130.38
6116,2022-07-23,64,2,5,462.74
6117,2021-12-07,91,8,5,184.96
6118,2019-07-30,53,5,19,314.76
6119,2021-05-04,90,8,13,95.51
6120,2020-10-12,92,10,7,382.29
6121,2023-07-04,77,4,14,489.34
6122,2021-09-20,76,4,8,395.84
6123,2020-11-25,44,10,3,311.74
6124,2020-06-23,28,4,4,229.62
6125,2023-09-29,2,6,10,179.17
6126,2022-04-29,57,4,4,215.32
6127,2022-08-31,57,9,18,170.86
6128,2021-06-19,34,9,12,418.03
6129,2023-05-06,87,3,15,447.62
6130,2023-08-12,58,7,13,475.33
6131,2021-02-18,52,5,12,215.0
6132,2023-05-05,29,9,8,277.65
6133,2023-11-17,35,2,9,292.68
