AttendanceID,EmployeeID,Date,Status,CheckInTime,CheckOutTime
ATT55741,EMP13859,2022-09-21,Remote,09:54:05,02:05:38
ATT55742,EMP19755,2022-10-16,Present,11:44:39,16:17:18
ATT55743,EMP10261,2023-03-14,Leave,23:46:46,18:31:23
ATT55744,EMP10789,2022-11-27,Present,04:36:47,19:41:14
ATT55745,EMP17510,2022-05-15,Present,15:31:44,18:17:52
ATT55746,EMP14348,2022-01-25,Present,09:26:33,00:28:15
ATT55747,EMP11159,2023-02-07,Leave,16:07:40,14:43:19
ATT55748,EMP11664,2022-11-12,Leave,23:11:47,06:18:01
ATT55749,EMP17868,2023-12-08,Remote,07:04:21,07:29:34
ATT55750,EMP12726,2023-02-24,Present,04:46:49,01:29:09
ATT55751,EMP14688,2022-07-12,Remote,06:51:35,08:58:49
ATT55752,EMP17729,2022-04-13,Absent,13:18:17,06:39:55
ATT55753,EMP17503,2023-07-25,Leave,22:31:59,23:33:52
ATT55754,EMP15384,2023-05-05,Leave,09:42:10,23:10:39
ATT55755,EMP10520,2023-04-28,Present,06:28:48,01:54:27
ATT55756,EMP15082,2023-06-07,Present,11:53:45,03:24:30
ATT55757,EMP17755,2022-10-29,Present,18:21:40,18:35:56
ATT55758,EMP15025,2022-04-02,Remote,21:18:18,13:29:17
ATT55759,EMP12198,2022-03-12,Absent,12:57:00,15:20:25
ATT55760,EMP10482,2022-03-19,Leave,16:16:57,06:12:58
ATT55761,EMP14327,2022-12-07,Remote,06:25:18,11:14:44
ATT55762,EMP10264,2022-09-19,Leave,00:47:14,08:22:35
ATT55763,EMP16604,2023-04-29,Absent,16:07:59,17:51:34
ATT55764,EMP11395,2023-10-09,Present,03:42:34,05:35:50
ATT55765,EMP11713,2022-06-08,Remote,23:30:46,02:36:47
ATT55766,EMP10120,2022-04-24,Leave,15:10:55,04:13:33
ATT55767,EMP15162,2022-08-07,Remote,14:08:49,11:01:25
ATT55768,EMP18321,2022-01-23,Absent,15:25:54,06:08:36
ATT55769,EMP19132,2023-11-12,Remote,01:10:48,12:52:54
ATT55770,EMP10440,2022-12-12,Leave,10:27:26,19:55:51
ATT55771,EMP14410,2022-02-05,Present,21:55:24,22:40:31
ATT55772,EMP16766,2022-07-04,Leave,16:46:33,02:32:42
ATT55773,EMP19115,2023-07-01,Remote,17:18:14,04:14:01
ATT55774,EMP18911,2022-02-19,Leave,10:12:41,07:41:08
ATT55775,EMP13968,2023-03-27,Absent,17:05:39,13:47:46
ATT55776,EMP18598,2022-09-03,Remote,07:37:06,17:17:25
ATT55777,EMP15767,2023-12-25,Present,08:29:26,13:55:50
ATT55778,EMP16131,2022-06-19,Remote,21:21:43,07:36:50
ATT55779,EMP14679,2022-05-29,Leave,04:47:35,22:28:35
ATT55780,EMP15376,2022-06-07,Remote,08:09:34,21:56:17
ATT55781,EMP18970,2023-07-29,Remote,19:42:48,04:04:38
ATT55782,EMP10007,2022-02-07,Leave,22:29:16,01:24:32
ATT55783,EMP18754,2022-02-11,Remote,19:35:16,19:28:57
ATT55784,EMP18557,2023-08-29,Absent,01:10:58,15:38:00
ATT55785,EMP16343,2022-01-26,Leave,15:21:26,08:14:36
ATT55786,EMP16615,2023-04-16,Present,22:48:16,16:40:32
ATT55787,EMP10747,2022-04-03,Absent,00:30:02,02:48:49
ATT55788,EMP16225,2023-05-07,Remote,20:23:20,07:31:34
ATT55789,EMP15320,2023-02-08,Present,11:21:33,09:20:15
ATT55790,EMP19891,2023-04-04,Leave,10:24:31,02:30:21
ATT55791,EMP14133,2022-05-14,Absent,11:04:52,03:08:28
ATT55792,EMP13852,2023-12-25,Remote,00:52:42,22:25:21
ATT55793,EMP14915,2023-11-21,Leave,10:38:35,12:08:17
ATT55794,EMP13655,2023-06-23,Leave,16:01:03,18:10:05
ATT55795,EMP15771,2022-08-10,Leave,01:57:21,18:21:29
ATT55796,EMP12867,2022-03-21,Leave,15:22:35,14:18:15
ATT55797,EMP14065,2023-02-21,Absent,15:29:45,22:37:24
ATT55798,EMP11411,2022-07-26,Remote,13:38:07,16:52:34
ATT55799,EMP19911,2023-04-25,Present,18:04:48,10:35:19
ATT55800,EMP14614,2022-12-07,Remote,05:57:51,09:53:22
ATT55801,EMP14918,2022-04-14,Absent,07:39:14,11:24:37
ATT55802,EMP19341,2023-10-03,Remote,19:24:28,02:12:43
ATT55803,EMP13659,2022-06-03,Present,03:49:42,13:28:33
ATT55804,EMP19662,2022-04-26,Absent,15:43:42,11:20:53
ATT55805,EMP14484,2023-04-20,Leave,21:09:32,17:29:38
ATT55806,EMP17647,2023-09-22,Absent,10:09:31,00:14:18
ATT55807,EMP14339,2023-08-16,Absent,17:10:46,09:21:57
ATT55808,EMP15597,2023-03-24,Absent,11:25:33,22:39:58
ATT55809,EMP13325,2022-11-12,Absent,19:16:45,22:31:24
ATT55810,EMP11184,2023-10-24,Present,15:46:17,06:52:24
ATT55811,EMP17592,2023-10-11,Leave,02:23:39,10:02:30
ATT55812,EMP11154,2022-02-02,Leave,20:48:20,16:56:11
ATT55813,EMP18485,2023-07-26,Absent,07:21:17,16:33:43
ATT55814,EMP14328,2023-11-30,Remote,22:16:43,21:21:40
ATT55815,EMP12593,2023-06-07,Absent,00:33:32,15:23:58
ATT55816,EMP19805,2023-05-23,Absent,15:26:42,20:11:29
ATT55817,EMP12284,2023-10-23,Remote,10:02:36,07:14:05
ATT55818,EMP13437,2022-06-19,Present,10:18:48,09:47:44
ATT55819,EMP12640,2022-01-11,Leave,05:09:22,04:08:21
ATT55820,EMP15710,2023-11-22,Absent,06:19:59,11:27:18
ATT55821,EMP11830,2023-12-04,Leave,13:09:10,01:13:57
ATT55822,EMP13560,2023-01-23,Present,15:03:47,00:00:36
ATT55823,EMP12667,2022-02-16,Remote,11:10:27,01:19:35
ATT55824,EMP17997,2022-09-22,Leave,16:43:43,02:02:30
ATT55825,EMP19018,2022-06-19,Present,16:22:49,22:32:20
ATT55826,EMP10966,2022-06-19,Remote,00:42:44,11:39:21
ATT55827,EMP18431,2022-05-09,Leave,07:19:46,14:05:32
ATT55828,EMP19506,2022-05-13,Leave,07:21:45,22:33:28
ATT55829,EMP13699,2022-04-22,Present,04:38:39,18:53:13
ATT55830,EMP18691,2023-12-19,Present,07:02:36,14:08:23
ATT55831,EMP10807,2022-04-08,Absent,20:04:47,05:21:43
ATT55832,EMP11444,2023-08-08,Leave,23:46:45,15:00:49
ATT55833,EMP13826,2023-04-27,Remote,04:24:11,15:44:19
ATT55834,EMP15561,2022-04-22,Remote,17:38:26,08:09:01
ATT55835,EMP13099,2022-01-17,Absent,18:00:15,19:08:37
ATT55836,EMP17237,2023-09-03,Present,17:53:31,16:33:54
ATT55837,EMP19539,2022-12-24,Present,16:00:44,06:12:18
ATT55838,EMP11632,2022-06-12,Present,19:12:38,20:09:49
ATT55839,EMP19783,2022-04-12,Present,19:13:15,04:56:15
ATT55840,EMP19220,2023-12-05,Present,18:55:48,22:15:16
ATT55841,EMP12440,2022-04-21,Remote,03:17:59,11:51:09
ATT55842,EMP16246,2023-09-18,Leave,12:54:27,09:49:40
ATT55843,EMP14433,2023-02-22,Present,18:56:31,09:28:04
ATT55844,EMP19183,2023-01-07,Leave,05:09:12,12:17:55
ATT55845,EMP13707,2023-01-17,Absent,23:55:48,21:40:59
ATT55846,EMP18993,2022-08-31,Leave,01:28:04,01:12:41
ATT55847,EMP18154,2023-01-11,Absent,09:26:47,14:45:25
ATT55848,EMP13428,2023-11-20,Present,07:03:49,07:32:52
ATT55849,EMP11659,2022-12-24,Present,22:23:58,08:21:16
ATT55850,EMP18998,2022-07-16,Absent,04:02:28,04:38:59
ATT55851,EMP13179,2022-01-12,Remote,16:33:19,02:36:24
ATT55852,EMP10387,2022-09-23,Absent,00:59:12,20:28:13
ATT55853,EMP15128,2023-02-18,Absent,02:10:58,23:11:39
ATT55854,EMP13360,2023-04-04,Leave,11:21:36,05:02:45
ATT55855,EMP16085,2022-11-28,Leave,03:19:13,18:13:33
ATT55856,EMP14143,2023-02-15,Remote,06:52:06,12:40:12
ATT55857,EMP13408,2023-12-02,Present,19:47:14,14:02:24
ATT55858,EMP16604,2023-08-27,Absent,02:29:38,13:08:42
ATT55859,EMP18987,2022-05-28,Remote,04:20:08,02:34:39
ATT55860,EMP16006,2023-10-26,Leave,01:11:05,05:30:20
ATT55861,EMP11652,2022-01-27,Absent,12:37:53,05:19:35
ATT55862,EMP13326,2022-07-21,Remote,10:11:31,15:36:08
ATT55863,EMP10362,2022-12-13,Absent,09:44:48,18:17:07
ATT55864,EMP11900,2023-02-22,Leave,15:04:17,13:48:15
ATT55865,EMP13502,2022-12-28,Absent,11:57:17,01:58:23
ATT55866,EMP13832,2023-02-11,Present,03:51:38,05:04:43
ATT55867,EMP16218,2022-01-16,Leave,14:30:00,18:08:04
ATT55868,EMP19873,2022-06-27,Absent,03:28:25,05:28:11
ATT55869,EMP11519,2023-06-20,Present,09:47:31,15:22:39
ATT55870,EMP15221,2022-11-16,Leave,18:37:23,12:44:44
ATT55871,EMP18233,2022-08-07,Leave,00:06:19,11:43:12
ATT55872,EMP17203,2023-11-30,Absent,19:23:25,17:39:20
ATT55873,EMP12408,2022-03-17,Remote,02:03:04,17:49:00
ATT55874,EMP13745,2023-09-02,Leave,16:36:25,00:55:15
ATT55875,EMP15964,2023-04-26,Present,01:24:01,22:51:46
ATT55876,EMP13994,2023-11-28,Present,00:31:56,04:49:20
ATT55877,EMP14707,2022-12-20,Remote,06:54:15,19:24:53
ATT55878,EMP12636,2022-08-24,Leave,04:12:33,20:59:07
ATT55879,EMP16534,2023-09-29,Present,17:58:43,04:50:01
ATT55880,EMP19660,2022-08-13,Remote,20:01:37,22:10:06
ATT55881,EMP16636,2023-06-24,Absent,06:40:51,19:16:24
ATT55882,EMP17680,2022-04-05,Present,07:54:03,18:35:19
ATT55883,EMP17656,2022-08-10,Leave,16:47:15,12:04:26
ATT55884,EMP15524,2022-05-16,Remote,20:46:08,18:46:08
ATT55885,EMP17695,2023-05-10,Absent,02:19:26,11:21:42
ATT55886,EMP19116,2022-07-05,Absent,13:27:56,20:36:51
ATT55887,EMP12642,2022-09-16,Present,02:17:28,22:05:25
ATT55888,EMP10090,2022-05-27,Absent,10:55:48,09:32:34
ATT55889,EMP15359,2023-12-08,Leave,23:16:22,16:56:40
ATT55890,EMP14698,2022-09-26,Remote,01:12:25,21:21:08
ATT55891,EMP15261,2023-09-17,Present,22:42:15,20:01:52
ATT55892,EMP19518,2023-11-04,Present,16:33:28,06:17:32
ATT55893,EMP12747,2023-10-17,Leave,20:29:53,23:26:17
ATT55894,EMP15715,2022-07-16,Present,03:20:00,15:14:38
ATT55895,EMP13188,2023-09-20,Remote,08:19:20,19:59:39
ATT55896,EMP17423,2022-09-24,Present,18:47:26,04:36:35
ATT55897,EMP17705,2022-12-16,Absent,06:28:01,05:56:33
ATT55898,EMP17441,2022-07-08,Absent,00:32:02,10:29:11
ATT55899,EMP10163,2023-08-02,Absent,11:47:25,15:56:06
ATT55900,EMP13293,2022-10-31,Leave,18:19:40,09:46:58
ATT55901,EMP19554,2023-05-22,Absent,05:45:17,09:23:21
ATT55902,EMP13068,2022-04-04,Remote,16:10:06,18:05:22
ATT55903,EMP17229,2022-02-22,Remote,05:36:20,00:50:34
ATT55904,EMP16081,2022-06-19,Leave,06:11:04,01:02:29
ATT55905,EMP10137,2022-02-01,Remote,01:08:27,06:31:23
ATT55906,EMP11840,2022-04-28,Remote,22:55:47,02:45:55
ATT55907,EMP18298,2022-08-26,Present,02:28:24,01:39:48
ATT55908,EMP11718,2023-10-10,Present,04:52:13,07:19:20
ATT55909,EMP12098,2023-04-08,Leave,19:41:09,18:10:52
ATT55910,EMP11685,2022-05-22,Leave,23:45:20,10:52:38
ATT55911,EMP10680,2022-02-07,Leave,19:30:33,11:06:57
ATT55912,EMP16196,2023-01-01,Absent,20:39:38,08:30:25
ATT55913,EMP12353,2022-07-09,Present,10:43:01,01:33:37
ATT55914,EMP17178,2023-02-17,Remote,21:08:10,18:33:37
ATT55915,EMP17528,2022-10-03,Present,13:34:22,14:24:53
ATT55916,EMP16718,2022-10-28,Remote,05:06:38,12:04:42
ATT55917,EMP11138,2023-01-16,Remote,05:02:11,23:40:02
ATT55918,EMP11671,2023-09-10,Remote,11:28:23,13:20:44
ATT55919,EMP12642,2023-07-30,Absent,03:03:56,23:07:29
ATT55920,EMP17752,2022-05-23,Leave,23:32:51,03:56:50
ATT55921,EMP12887,2023-08-10,Leave,16:35:58,19:48:45
ATT55922,EMP15134,2022-04-30,Present,04:38:04,18:55:58
ATT55923,EMP11934,2022-08-14,Remote,16:37:09,00:45:27
ATT55924,EMP11384,2022-01-31,Absent,09:40:16,11:39:31
ATT55925,EMP15894,2022-01-25,Absent,05:18:40,07:22:06
ATT55926,EMP10212,2023-05-19,Leave,13:37:16,02:22:53
ATT55927,EMP12157,2023-12-16,Present,00:05:56,19:21:18
ATT55928,EMP10409,2023-05-29,Leave,11:53:17,18:45:55
ATT55929,EMP13392,2023-07-07,Leave,16:34:14,04:55:57
ATT55930,EMP17090,2022-05-10,Present,23:35:32,12:55:34
ATT55931,EMP15977,2023-09-06,Absent,16:41:42,15:35:30
ATT55932,EMP18089,2022-06-30,Present,05:40:37,17:39:47
ATT55933,EMP11371,2023-03-26,Remote,16:04:53,04:46:42
ATT55934,EMP12568,2023-12-13,Remote,01:29:48,18:03:20
ATT55935,EMP14249,2022-08-11,Absent,08:00:06,14:54:01
ATT55936,EMP16002,2023-06-29,Remote,14:11:44,01:23:47
ATT55937,EMP19732,2023-04-17,Remote,15:40:44,00:32:31
ATT55938,EMP16765,2022-04-28,Remote,20:42:42,15:27:40
ATT55939,EMP18598,2023-01-20,Absent,11:47:29,00:05:30
ATT55940,EMP11243,2022-03-31,Absent,18:01:09,04:08:18
ATT55941,EMP16628,2023-01-01,Absent,13:40:23,18:54:18
ATT55942,EMP19924,2023-02-09,Leave,21:55:29,08:18:42
ATT55943,EMP15948,2023-12-28,Present,03:16:02,14:15:42
ATT55944,EMP11251,2022-11-04,Remote,05:21:27,02:11:22
ATT55945,EMP19188,2022-03-01,Present,03:40:12,05:18:45
ATT55946,EMP19390,2023-07-14,Present,08:11:19,19:20:08
ATT55947,EMP12056,2023-06-01,Leave,13:35:31,12:58:44
ATT55948,EMP15322,2022-12-15,Present,14:18:03,15:01:22
ATT55949,EMP19860,2022-01-27,Remote,23:37:32,16:32:19
ATT55950,EMP14298,2023-06-24,Leave,07:05:02,06:18:56
ATT55951,EMP12562,2022-12-30,Remote,02:41:33,17:35:33
ATT55952,EMP15465,2022-01-14,Absent,19:03:49,10:59:47
ATT55953,EMP13848,2022-10-02,Leave,01:52:57,16:17:01
ATT55954,EMP15111,2023-01-20,Absent,02:52:24,20:21:20
ATT55955,EMP15842,2022-09-05,Present,07:22:13,03:29:04
ATT55956,EMP17888,2022-11-14,Present,02:50:47,16:29:12
ATT55957,EMP19648,2022-01-29,Remote,00:38:17,14:04:44
ATT55958,EMP17737,2022-06-17,Leave,11:07:22,00:56:39
ATT55959,EMP11389,2022-09-04,Leave,10:37:14,06:27:50
ATT55960,EMP16615,2022-09-20,Leave,20:58:28,15:46:39
ATT55961,EMP11869,2022-03-25,Leave,14:08:30,01:01:31
ATT55962,EMP14233,2023-11-15,Present,08:59:08,00:15:19
ATT55963,EMP19718,2022-09-08,Present,01:29:43,05:48:52
ATT55964,EMP12428,2022-11-26,Absent,14:27:03,12:29:14
ATT55965,EMP14998,2023-08-05,Absent,20:11:31,09:01:42
ATT55966,EMP16844,2023-08-12,Leave,06:13:33,18:56:16
ATT55967,EMP13109,2023-12-13,Absent,14:19:54,18:16:56
ATT55968,EMP11500,2022-12-17,Remote,23:25:17,14:21:08
ATT55969,EMP10581,2023-09-16,Present,13:35:02,01:51:08
ATT55970,EMP12264,2023-08-17,Remote,10:54:22,20:32:56
ATT55971,EMP19284,2023-10-07,Absent,15:51:38,06:46:10
ATT55972,EMP11353,2023-04-10,Present,10:46:52,14:09:31
ATT55973,EMP10278,2022-11-22,Absent,07:29:37,17:59:06
ATT55974,EMP13852,2023-09-25,Present,05:23:17,19:10:11
ATT55975,EMP14690,2022-03-10,Absent,06:44:49,02:42:26
ATT55976,EMP15563,2023-02-19,Remote,20:18:34,19:20:46
ATT55977,EMP10879,2023-11-17,Remote,00:24:27,01:53:33
ATT55978,EMP11073,2022-05-11,Present,08:11:29,18:49:46
ATT55979,EMP14073,2022-10-01,Leave,16:12:37,18:50:34
ATT55980,EMP12936,2023-03-15,Absent,17:32:55,05:17:26
ATT55981,EMP18638,2022-01-19,Absent,00:22:02,16:29:52
ATT55982,EMP17122,2022-07-09,Leave,20:26:42,09:50:33
ATT55983,EMP10331,2022-09-27,Absent,16:13:27,19:15:49
ATT55984,EMP18116,2022-12-05,Remote,13:16:51,03:05:35
ATT55985,EMP17756,2023-10-20,Present,19:28:01,15:23:41
ATT55986,EMP14067,2023-03-21,Present,02:56:51,02:26:03
ATT55987,EMP18128,2023-08-03,Absent,05:20:19,14:02:49
ATT55988,EMP11716,2023-09-20,Absent,10:24:54,02:56:26
ATT55989,EMP17171,2022-12-22,Absent,12:21:37,19:49:54
ATT55990,EMP11543,2022-09-07,Present,23:37:40,13:35:25
ATT55991,EMP19800,2023-05-21,Leave,07:48:33,03:06:28
ATT55992,EMP19973,2023-07-10,Present,13:30:43,16:19:00
ATT55993,EMP16598,2022-06-15,Leave,04:45:57,18:34:45
ATT55994,EMP14327,2022-10-24,Remote,10:51:32,12:49:21
ATT55995,EMP14476,2022-05-11,Present,02:38:11,18:44:59
ATT55996,EMP12256,2023-05-02,Present,13:40:37,21:22:25
ATT55997,EMP17965,2023-06-10,Remote,04:25:02,17:22:08
ATT55998,EMP13146,2022-10-03,Present,09:32:22,13:43:10
ATT55999,EMP15034,2023-08-14,Leave,19:21:48,03:37:29
ATT56000,EMP10782,2022-01-28,Present,05:25:04,10:29:19
ATT56001,EMP15446,2022-03-17,Absent,07:07:33,08:35:08
ATT56002,EMP17228,2022-10-19,Remote,20:59:42,11:39:15
ATT56003,EMP19026,2023-01-16,Leave,16:56:53,02:03:14
ATT56004,EMP15647,2023-08-02,Absent,18:31:51,14:49:46
ATT56005,EMP16067,2023-02-02,Remote,04:42:21,01:03:32
ATT56006,EMP16921,2022-05-25,Remote,04:27:45,18:40:11
ATT56007,EMP14892,2022-01-08,Leave,14:26:44,09:15:57
ATT56008,EMP15325,2022-09-26,Present,12:21:13,17:59:23
ATT56009,EMP17556,2023-04-01,Absent,09:08:33,13:14:13
ATT56010,EMP14298,2022-02-10,Remote,15:38:07,22:54:33
ATT56011,EMP14469,2023-03-11,Remote,00:55:48,18:45:21
ATT56012,EMP12520,2022-11-29,Leave,00:32:29,20:45:37
ATT56013,EMP11547,2022-09-30,Remote,21:17:31,19:46:20
ATT56014,EMP14147,2023-02-13,Remote,03:57:42,00:50:02
ATT56015,EMP16494,2022-03-16,Leave,02:55:40,06:52:03
ATT56016,EMP13914,2023-07-27,Present,20:44:46,11:54:43
ATT56017,EMP11766,2022-08-28,Present,16:41:17,07:59:49
ATT56018,EMP10842,2022-02-03,Remote,02:48:40,18:49:20
ATT56019,EMP19286,2023-05-20,Absent,08:36:52,06:37:28
ATT56020,EMP13905,2022-01-29,Absent,00:22:02,01:46:01
ATT56021,EMP10045,2022-02-09,Remote,13:10:33,16:24:03
ATT56022,EMP14963,2023-07-07,Remote,16:45:17,17:03:52
ATT56023,EMP15722,2023-03-26,Leave,09:59:01,08:28:27
ATT56024,EMP16162,2022-05-03,Present,02:47:32,05:03:04
ATT56025,EMP12898,2023-03-15,Absent,00:37:15,14:29:12
ATT56026,EMP17796,2022-11-03,Absent,20:26:57,22:50:26
ATT56027,EMP17796,2022-07-27,Absent,00:49:21,15:42:39
ATT56028,EMP17106,2023-11-02,Present,13:02:42,14:01:40
ATT56029,EMP15397,2023-04-13,Leave,04:51:35,21:14:22
ATT56030,EMP13767,2023-04-08,Remote,22:45:06,20:40:48
ATT56031,EMP10476,2022-11-10,Present,17:43:42,05:07:32
ATT56032,EMP15038,2023-08-16,Remote,22:07:56,13:31:56
ATT56033,EMP16772,2023-04-16,Absent,15:36:16,22:49:23
ATT56034,EMP12901,2022-12-30,Remote,14:52:30,18:02:43
ATT56035,EMP17124,2022-10-14,Absent,23:29:04,00:38:43
ATT56036,EMP17779,2022-06-20,Remote,20:27:54,05:47:02
ATT56037,EMP15809,2022-02-05,Leave,23:55:17,03:29:34
ATT56038,EMP19916,2022-12-14,Leave,14:42:32,12:18:56
ATT56039,EMP15615,2022-09-14,Remote,14:27:58,08:18:27
ATT56040,EMP14835,2023-03-24,Remote,23:38:40,16:05:07
ATT56041,EMP12911,2022-12-11,Present,09:57:37,16:32:58
ATT56042,EMP15345,2022-09-28,Leave,22:43:28,19:10:13
ATT56043,EMP14633,2022-08-26,Absent,09:25:28,02:30:56
ATT56044,EMP18309,2023-09-11,Present,10:29:28,06:15:03
ATT56045,EMP17397,2023-04-14,Remote,21:13:52,06:05:38
ATT56046,EMP12288,2023-11-05,Absent,01:47:52,11:42:15
ATT56047,EMP18684,2022-02-06,Leave,13:48:53,01:47:39
ATT56048,EMP16337,2022-07-29,Absent,17:51:40,02:30:01
ATT56049,EMP11864,2023-11-19,Present,12:26:37,15:23:10
ATT56050,EMP13962,2023-01-25,Absent,15:08:24,18:02:40
ATT56051,EMP11452,2023-04-30,Absent,12:34:43,12:44:17
ATT56052,EMP11990,2022-02-23,Remote,18:09:44,01:57:23
ATT56053,EMP11344,2022-01-24,Remote,15:42:32,15:17:08
ATT56054,EMP17784,2022-09-18,Remote,01:25:16,12:35:23
ATT56055,EMP11640,2022-04-23,Present,06:30:27,22:08:41
ATT56056,EMP11954,2022-08-30,Present,14:23:26,18:34:49
ATT56057,EMP14945,2023-04-02,Remote,15:08:00,03:59:42
ATT56058,EMP14821,2023-11-01,Remote,09:17:32,08:37:02
ATT56059,EMP16543,2022-08-20,Remote,00:29:29,10:43:39
ATT56060,EMP10558,2023-12-17,Present,19:10:01,18:06:35
ATT56061,EMP18306,2023-06-16,Remote,01:00:26,04:22:58
ATT56062,EMP17956,2023-07-31,Absent,20:52:37,05:20:53
ATT56063,EMP16121,2022-02-01,Present,13:42:50,19:06:26
ATT56064,EMP13464,2023-02-04,Leave,17:09:44,14:57:18
ATT56065,EMP16108,2022-08-29,Remote,02:09:16,15:32:59
ATT56066,EMP13787,2023-05-23,Leave,17:00:04,14:15:59
ATT56067,EMP18455,2022-02-10,Leave,23:04:31,11:07:19
ATT56068,EMP10329,2023-04-03,Remote,08:08:44,02:21:36
ATT56069,EMP16318,2022-01-09,Remote,06:10:22,02:33:26
ATT56070,EMP15331,2023-08-20,Present,07:41:47,04:58:43
ATT56071,EMP16538,2022-06-12,Present,16:44:58,21:56:49
ATT56072,EMP17919,2023-04-26,Absent,05:47:56,18:04:20
ATT56073,EMP18062,2023-09-30,Leave,09:38:27,04:10:20
ATT56074,EMP16567,2023-07-19,Present,02:41:43,07:41:06
ATT56075,EMP16531,2023-12-02,Leave,15:01:39,00:30:45
ATT56076,EMP10383,2023-02-15,Present,02:25:48,17:27:22
ATT56077,EMP15221,2023-10-21,Remote,16:51:57,12:35:03
ATT56078,EMP13889,2023-07-11,Absent,05:14:40,05:02:08
ATT56079,EMP13629,2023-01-10,Absent,17:55:28,09:53:39
ATT56080,EMP14951,2022-12-12,Absent,03:31:38,15:29:24
ATT56081,EMP16185,2022-01-10,Remote,12:11:36,04:01:56
ATT56082,EMP16235,2023-02-13,Present,18:12:27,01:58:23
ATT56083,EMP18471,2022-07-07,Leave,06:19:44,15:20:37
ATT56084,EMP11868,2023-11-22,Leave,00:53:27,08:15:07
ATT56085,EMP11765,2022-12-14,Absent,03:48:31,15:58:36
ATT56086,EMP16937,2022-08-10,Leave,13:30:06,18:43:38
ATT56087,EMP17553,2023-08-03,Absent,08:02:52,15:00:43
ATT56088,EMP17392,2022-07-01,Absent,05:02:01,06:28:07
ATT56089,EMP14443,2022-03-09,Absent,02:01:28,21:24:48
ATT56090,EMP13418,2023-09-11,Remote,16:34:19,22:25:02
ATT56091,EMP14796,2022-09-07,Present,01:50:11,02:17:43
ATT56092,EMP12489,2022-11-21,Absent,21:06:56,20:07:58
ATT56093,EMP18672,2023-07-13,Present,06:39:58,21:28:42
ATT56094,EMP14942,2022-03-09,Present,15:27:10,11:51:05
ATT56095,EMP19389,2023-10-30,Remote,16:09:41,19:40:44
ATT56096,EMP16658,2022-12-09,Leave,17:55:12,14:56:30
ATT56097,EMP18009,2022-09-05,Remote,07:08:37,16:49:58
ATT56098,EMP18028,2022-11-18,Absent,12:53:11,03:35:57
ATT56099,EMP19798,2022-01-11,Absent,13:25:32,10:17:21
ATT56100,EMP19763,2022-04-21,Absent,21:12:32,08:32:55
ATT56101,EMP16741,2023-08-21,Leave,08:12:59,10:27:47
ATT56102,EMP14574,2022-05-05,Remote,10:58:11,17:59:18
ATT56103,EMP17654,2023-04-10,Remote,03:33:10,20:36:05
ATT56104,EMP19921,2022-10-07,Present,02:23:47,08:30:05
ATT56105,EMP19904,2022-08-18,Leave,20:35:04,06:23:35
ATT56106,EMP14037,2022-12-22,Present,20:55:30,17:02:27
ATT56107,EMP19810,2023-04-06,Present,21:40:06,13:10:53
ATT56108,EMP11178,2022-03-31,Remote,01:20:06,00:39:48
ATT56109,EMP14549,2022-12-27,Remote,18:23:14,09:47:23
ATT56110,EMP10001,2023-03-13,Remote,12:28:15,20:39:33
ATT56111,EMP14598,2023-04-30,Leave,04:58:51,14:11:59
ATT56112,EMP19403,2022-03-24,Remote,05:29:56,09:57:57
ATT56113,EMP14745,2023-12-30,Remote,19:27:37,08:14:00
ATT56114,EMP11212,2022-03-24,Absent,02:55:07,17:40:50
ATT56115,EMP19511,2023-09-21,Present,02:10:09,02:28:05
ATT56116,EMP15124,2022-08-11,Absent,03:27:51,06:47:19
ATT56117,EMP17949,2022-03-31,Leave,06:54:09,14:33:41
ATT56118,EMP18414,2023-05-02,Present,08:24:01,13:11:43
ATT56119,EMP17256,2023-09-24,Absent,00:46:50,23:10:31
ATT56120,EMP10709,2023-11-15,Absent,11:22:21,18:46:48
ATT56121,EMP14546,2022-08-28,Remote,01:42:16,15:38:43
ATT56122,EMP13694,2022-01-08,Remote,10:29:36,00:43:51
ATT56123,EMP16385,2023-05-25,Remote,01:44:34,01:51:53
ATT56124,EMP15270,2022-03-05,Absent,17:54:19,16:57:32
ATT56125,EMP13520,2023-01-04,Absent,22:21:47,07:06:58
ATT56126,EMP11102,2022-09-07,Remote,15:51:46,07:05:54
ATT56127,EMP15872,2023-06-22,Leave,19:41:36,13:54:43
ATT56128,EMP15607,2023-06-12,Leave,21:44:18,16:36:09
ATT56129,EMP14517,2023-09-16,Remote,18:31:05,09:57:00
ATT56130,EMP18845,2022-03-01,Absent,09:13:09,02:34:51
ATT56131,EMP10914,2023-07-08,Absent,11:55:46,05:57:27
ATT56132,EMP10800,2023-06-29,Remote,06:43:44,23:58:52
ATT56133,EMP13060,2022-11-21,Present,10:15:39,21:16:11
ATT56134,EMP13872,2023-12-08,Present,14:11:20,13:40:04
ATT56135,EMP16060,2022-03-06,Present,04:56:23,11:27:53
ATT56136,EMP13587,2023-04-01,Leave,08:07:28,05:16:49
ATT56137,EMP18529,2022-10-02,Leave,01:09:35,14:49:30
ATT56138,EMP15144,2022-06-03,Absent,23:34:57,19:43:02
ATT56139,EMP12274,2023-07-02,Present,19:51:09,11:23:34
ATT56140,EMP12293,2023-05-09,Leave,17:07:12,17:32:14
ATT56141,EMP14454,2022-11-04,Present,15:57:13,12:48:53
